,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel,inflow_steel
Region,class_ 1,class_ 2,class_ 3,class_ 4,class_ 5,class_ 6,class_ 7,class_ 8,class_ 9,class_ 10,class_ 11,class_ 12,class_ 13,class_ 14,class_ 15,class_ 16,class_ 17,class_ 18,class_ 19,class_ 20,class_ 21,class_ 22,class_ 23,class_ 24,class_ 25,class_ 26
time,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,22125099.490243785,120377374.03217475,36703575.48089702,19987385.0589383,55014327.98602069,52854688.96619458,68571603.2950666,150414383.4033517,71788298.57395521,16550052.713634515,105477568.53025115,17072569.53901406,19606824.928683467,8096863.030111564,21318381.57363137,26532787.59839925,84531950.75051497,197381771.63668257,7970611.253698833,206096161.06208992,67848673.19283268,41584539.19671061,21259639.1668448,17059054.276140694,97249521.50501445,52006202.299886025
2084,19342978.43706054,118277439.5318698,35825964.03193195,19148393.652797293,56225363.67444828,52862839.96634356,70773005.36218682,158445320.44818205,72224750.53012528,16575900.309576822,106443532.55977271,17156497.081352055,19784066.064864025,8238651.297140644,21823474.380179968,26809822.61393923,84047598.2855944,196211936.97041926,8145840.92607382,207426490.32474682,68617630.60590713,42514250.22734323,21083160.18059572,17697664.49874811,95613557.06947754,53301723.84704192
2085,17833493.24364696,117652012.81475998,34426307.41912434,18540692.814836692,58002966.71711422,53058422.96961809,71415777.88868663,163788606.20769632,73604891.99392492,16634630.035453832,107495057.15947364,16981311.718667902,19263961.664203357,8335288.318250694,22090164.299974345,27651441.58374163,87090963.88006403,194358978.6768046,8261626.485844273,203805375.9417915,69474858.2581952,43339608.466515504,21487489.539607823,18112118.974100634,111456918.23516059,53883856.80206993
2086,17432494.14862069,118222051.01363266,33773602.274819985,17831568.923120398,59494265.40349412,53347410.37560671,70139442.72743805,174610014.9362907,77248805.73793314,16563924.117691986,107930975.20339145,17077780.48607014,18630354.970729735,8569801.393662607,22366393.752725586,29931338.151109666,88696078.81235221,190901555.42920765,8163662.075358633,201493101.98118332,70055501.07323918,44037535.700635575,21517551.17812333,18043684.060872793,119933109.51984555,55881840.72230714
2087,17698636.523388818,122169881.54859439,33825998.1943279,17139310.22929996,60814506.6732134,53309376.304023854,68414575.46656413,180103435.93493116,79740830.01868519,16702717.880520057,108701999.3648235,16920599.195300143,18239110.59859283,8700730.418016974,22355998.217582695,31944719.9122138,87521547.79212664,191620810.62292656,8054630.068444703,197695755.50750527,71081455.3879961,44761294.8485755,21072961.834068835,18360814.838354353,116296006.87427491,56438609.91961571
2088,16725505.353663037,118521049.79508218,34265462.72076601,16818226.1526365,61571213.51200128,53268554.3179114,67842023.57423389,181876022.16375917,81449492.28933567,16644330.85129345,109437867.31009096,16971719.180029057,17883925.739804853,8769213.814569486,22296409.36209376,32662350.69108763,86307662.44532935,192729049.07003063,7932066.809642736,191664496.83220556,72522935.1011627,45420718.966638505,20688529.836615738,18230009.524414055,116062824.54554117,58690195.37244572
2089,15319110.757187007,111444122.02761315,34842560.141245455,16216030.879169488,60918015.876798995,53388514.51972642,69093595.95339899,184070304.2030399,84355126.50159697,16452374.716156341,110729185.0783976,17882238.000551485,17825509.080220688,8866211.79166282,22588936.20670962,33278899.51437482,84719943.33553162,192978899.53186435,7706212.769642452,187219448.4278683,74988967.97214466,45985454.022229694,20525155.35733582,18351323.209655758,112273791.14607024,60796033.230731934
2090,15191173.969755106,108688448.79764107,35710293.21697293,15798221.270082826,58549086.58058144,53779400.992201835,70999585.52994181,187565505.51056963,86317954.5348594,16395424.49263142,110530494.2741865,18302155.433508076,18245847.830985337,8907967.766502533,22889050.737961043,33597993.51808019,83575300.38686742,193068672.08130404,7693850.168766974,184321129.02823162,77097307.49059784,46108130.360762715,20547797.9902021,18942010.269849464,117119398.68951562,64075055.11341659
2091,14811915.486801293,111299325.42701952,35352395.4679359,15836752.874310505,57073451.32385082,53252018.68038199,70904850.85576501,197281408.14590997,91052374.92679003,16277774.843569621,109095902.48252667,19329245.58258397,18777507.282709368,8882014.660316799,23039762.68942243,33814202.47019137,83148953.80360356,191297571.42183092,7628915.584877532,185280276.0516266,78492339.95088677,45742784.26040861,20571163.154672667,18520869.174051277,111700227.03820065,68425366.8995784
2092,15367572.787339743,117149799.48025739,34797901.41050434,16383270.498830382,56047663.324942015,54420219.728790246,72031633.35940352,197883016.883212,94149084.98377877,16688920.042593256,115649472.5153649,19614811.277423352,18974253.193078984,8800457.18042493,22831043.33681306,33336485.81559719,85349977.46867256,192826581.86945117,7470216.079735999,182738966.3600249,77994037.79476787,46863347.03119469,21562734.405523073,18943273.189170912,111854595.15244982,70271691.74604096
2093,15517488.504452681,113370228.09504801,34746314.159697674,16968005.276097815,56417494.01494722,54673986.92812151,73126543.98204389,202044943.22838575,96969100.4660502,16771865.672988527,119252878.66896826,19933383.153553274,18785656.73366123,8785322.559429448,22836487.395119708,33086993.823028073,87387547.1009795,194644761.43784267,7392530.516776838,182766240.74606937,77502191.3449397,47272881.17289201,23626627.645436462,19057591.93371331,115947219.36996834,71148058.35007812
2094,14687135.518583905,105882024.94261067,34508695.85479604,17413265.69797239,56375615.00649357,52989004.199106805,75150001.85514341,205677769.28611577,99464612.59735851,17066006.344528113,116297923.33113365,20765017.757572755,18387849.224916957,8829045.262020174,22847355.902348157,33235491.377088733,88143616.50036696,194859959.72904643,7376496.555332567,181211234.07867205,75548462.18845053,46501533.14105633,23073991.28847042,21266893.82810303,120225693.34954782,72054596.58197594
2095,13972757.930813521,107392916.81573153,34171510.33949155,17622420.761673514,57545238.77880921,50380154.2523276,76535112.83331206,213256140.8866835,102191118.43832964,16846135.22509352,112190752.89219156,22061148.66162633,17904096.07649346,8849714.950542051,23090661.99006613,35027112.29074951,87347889.12071991,196363823.86406532,7452883.996651294,175764485.8508354,74692496.19690315,45157393.30239458,22297536.473220922,17888493.962856133,119592277.74552768,73610714.4570681
2096,14186694.182100905,104481267.71235791,32649611.652523395,17642952.696604602,59383018.98281634,49275475.8176119,76642999.23489149,227076800.39932463,104512255.6282701,16674818.170307737,110278652.37236407,22774557.533715636,17445957.27484935,8732258.944536643,22686777.553939465,35269963.070158124,85428387.23888703,197565275.69295493,7529770.681685482,170200362.70320722,72200057.8190372,44790206.36510195,22032007.258162785,17571522.689960465,115926440.585013,78201724.63196269
2097,14061541.656363538,102373654.68668471,33539399.788439732,17559521.987911724,60013234.451705724,48569313.17683698,77340998.93643294,229880139.75183624,103219729.16628034,16693136.620073698,112015577.91693763,23247306.064751554,17547280.936328527,8529069.772225786,23400779.841109995,34300099.034984194,84700870.19714317,198622738.44375595,7159459.283797673,171490805.6290146,70293696.78080085,45498543.7285109,21112069.33785465,18621548.17878022,113150285.17059608,80684646.90546499
2098,14411385.47881663,106716066.83453515,41102511.154820465,17736598.465638265,58410925.37507667,47963015.40939181,76891023.45991758,231022352.33993796,103694485.84670526,16696490.958775667,113225063.40176597,23503932.29626371,17805335.940299086,8333658.712498526,24175320.022747893,34203189.890386306,85057545.80111204,199020555.02772823,6934757.815093721,168417406.13844943,68575460.03403574,45790624.090906434,20058452.979847413,19230856.86472624,113493707.43638276,82663871.57814413
2099,14760238.915834166,109198700.66015436,33430604.07263441,18144889.80050278,58005776.83676123,48202668.23759617,76694042.66124532,232507717.3582522,103388603.57241108,16568047.877729539,114848267.26036783,23940247.088567406,18113513.744593192,8043005.04251341,24582738.018012285,34438698.426786974,85778416.40720989,199473183.0491994,6831776.736947385,165706493.24468017,69310118.75671443,46289293.14369601,19503377.468265314,20272575.37099321,111868154.26516719,84896557.97980669
2100,14708087.832013378,111957864.72311231,32785461.626650214,18318494.137900315,56885504.57904057,49187784.91230918,78136982.39521776,235157518.85514846,101002406.71740969,16578740.052682754,114589520.41622423,24405145.928215023,18390533.239634708,8331538.754531166,24775507.009694573,33507432.331886295,85644782.09883669,200330218.09902215,6746736.864148803,159791068.62254798,69749715.16487637,46618728.32115868,19166436.96566555,18711778.31296937,121040899.7127445,85857490.89985272
