time,Region,Type,Area,Shape,Scale,mean_lifetime_yr
2060,8,High-rise,Rural,1.9682,90.241,80.0
2060,8,High-rise,Urban,1.9682,90.241,80.0
2060,8,Semi-detached,Rural,1.9682,90.241,80.0
2060,8,Semi-detached,Urban,1.9682,90.241,80.0
2060,9,Appartment,Rural,1.9682,90.241,80.0
2060,9,Appartment,Urban,1.9682,90.241,80.0
2060,9,Detached,Rural,1.9682,90.241,80.0
2060,9,Detached,Urban,1.9682,90.241,80.0
2060,9,High-rise,Rural,1.9682,90.241,80.0
2060,9,High-rise,Urban,1.9682,90.241,80.0
2060,9,Semi-detached,Rural,1.9682,90.241,80.0
2060,9,Semi-detached,Urban,1.9682,90.241,80.0
