! Data imported from: X:\user\arpf\Environments\IMAGE_Materials\2_TIMER\outputlib\TIMER_3_4\IMAGE_Materials\SSP2\T2RT\endem\transport\trp_frgt_Tkm.out;;;;;;;;;
real main.em.dem.trp.frgt.ProjF.TkmGlobalTot[28,8](t) = [;;;;;;;;;
unit= million Tkm;;conversionfactor =0.001;;;;;;;
;;national shipping;train;medium truck;heavy truck;plane;international shipping;;total
t;DIM_ 1;class_ 1;class_ 2;class_ 3;class_ 4;class_ 5;class_ 6;class_ 7;class_ 8
2034;16;144492.1;609882.7;87171.18;215110.9;19696.05;1244675;0;2321028
2034;17;0;7824.646;418601.7;565820.3;17764.33;4767618;0;5777629
2034;18;461781.8;118565.3;213584.5;1104599;17629.28;3729718;0;5645878
2034;19;98486.33;30970.26;97380.04;418894;14682.2;2556553;0;3216966
2034;20;6344872;736178.9;702996.4;3164746;192307.2;1.90E+07;0;3.02E+07
2034;21;662725.1;102695.5;255284.9;851522.6;87399.14;1.12E+07;0;1.31E+07
2034;22;774678.2;42273.52;163259.3;552100.9;34975.1;1635460;0;3202747
2034;23;680906.1;58304.43;122953.5;565889.5;19234.74;4129631;0;5576920
2034;24;297562.8;91456.23;67121.98;197300.6;27247.35;1338776;0;2019465
2034;25;225943.1;25304.11;61977.35;320135.1;4930.703;1280576;0;1918867
2034;26;31600.57;15883.68;45378.67;103615.1;2211.115;838505.1;0;1037194
2034;27;0;0;0;0;0;0;0;0
2034;28;1.48E+07;4708714;5619992;1.76E+07;758587.2;1.21E+08;0;1.64E+08
2035;1;306990.4;306222;109754.9;290814.9;14006.77;2501970;0;3529759
2035;2;2038585;1975561;1103835;2990614;149383.8;1.18E+07;0;2.01E+07
2035;3;175183.7;100029.2;131821.1;381405.6;6828.623;2011897;0;2807165
2035;4;51223.23;3626.045;53522.26;147749.5;12798.76;1038647;0;1307567
2035;5;301504.3;157681.7;277835.9;751048.3;12892.38;1583614;0;3084577
2035;6;283802.3;17531.94;188552.3;541839.6;11752.95;2056604;0;3100083
2035;7;80059.11;14513.3;145670.5;198216.2;4773.876;1413191;0;1856424
2035;8;163509.8;43097.34;136238.6;316448.7;5721.839;1370547;0;2035563
2035;9;32852.94;18548.45;59351.44;138347.1;6292.195;577568.6;0;832960.8
2035;10;66491.92;76295.42;54567.78;121139.5;2452.549;574649.3;0;895596.4
2035;11;1459734;106064.1;735834.6;2723921;68198.04;3.65E+07;0;4.16E+07
2035;12;40824.92;35530.45;189441.3;704654.4;5599.143;5589569;0;6565620
2035;13;109123.7;3751.102;198461.7;230974.7;20368.72;1992440;0;2555120
2035;14;31810.08;44244.34;31586.81;119875.7;472.9591;401286.3;0;629276.2
2035;15;1933.805;29560.57;29236.65;74503.37;4209.268;493979.2;0;633422.9
2035;16;145136.3;620867.1;88261.34;217663.4;19905.14;1258695;0;2350529
2035;17;0;8032.009;427382;577780.3;18158.26;4876779;0;5908131
2035;18;471587.5;123596.8;220840.7;1141534;18218.46;3845174;0;5820951
2035;19;99178.25;31575.09;98804.23;425241.1;14918.39;2589218;0;3258935
2035;20;6396481;753880.9;715757.3;3221085;197564.5;1.93E+07;0;3.06E+07
2035;21;674516.1;106442.8;262449.9;874940.1;89721.09;1.14E+07;0;1.35E+07
2035;22;787009.8;43729.63;167563.8;566652.1;35970.6;1673492;0;3274418
2035;23;680918.4;58849.39;123833.3;569787.4;19351.78;4140855;0;5593595
2035;24;300919.8;93624.6;68425.77;200873.9;27713.11;1359657;0;2051215
2035;25;232413.1;26558.04;64570.27;333283.5;5102.464;1330463;0;1992391
2035;26;32613.95;16671.76;47334.84;107943;2300.099;871134.7;0;1077998
2035;27;0;0;0;0;0;0;0;0
2035;28;1.50E+07;4816086;5730935;1.80E+07;774675.8;1.23E+08;0;1.67E+08
2036;1;309038.8;312396.9;111292;294710.1;14316.09;2525155;0;3566909
2036;2;2053431;2012861;1115512;3023021;152147.1;1.19E+07;0;2.03E+07
2036;3;177491;103152.5;134635.3;389480.1;6982.987;2054984;0;2866726
2036;4;52138.94;3724.306;55148.35;152147.8;13219.23;1065888;0;1342267
2036;5;306698.3;163542.2;286700.3;774887.6;13216.02;1626507;0;3171551
2036;6;287996.1;18106.38;193330.1;555160.9;12013.01;2100414;0;3167021
2036;7;81790.44;15108.6;150147;204322.2;4980.86;1457063;0;1913412
2036;8;168747;45259.61;142058.9;329545.9;5961.166;1423807;0;2115380
2036;9;34023.02;19627.82;62332.47;145159.2;6547.126;605283.8;0;872973.4
2036;10;68153;78647.02;56022.57;124225;2507.29;588579;0;918133.9
2036;11;1468626;107996.3;745586.8;2760142;69336.85;3.68E+07;0;4.20E+07
2036;12;40981.68;36187.73;192173.7;714800.2;5781.212;5645137;0;6635062
2036;13;111092.5;3868.07;203619;237062;21195.6;2033229;0;2610066
2036;14;32196.22;45623.02;32416.37;122948.6;479.4906;410654.1;0;644317.8
2036;15;1965.654;30511.45;29948.39;76271.31;4382.127;504875.7;0;647954.6
2036;16;145798;632377.9;89409.61;220338.3;20272.29;1273190;0;2381386
2036;17;0;8262.906;436160.8;589781.4;18645.49;4983331;0;6036181
2036;18;481194.7;128868.5;228362.5;1179780;19118.74;3962592;0;5999916
2036;19;99703.54;32110.7;99984.84;430552.8;15245.36;2616889;0;3294486
2036;20;6429733;768624.3;725736.5;3265140;205855.9;1.95E+07;0;3.09E+07
2036;21;684791;110015.2;269096.6;896530.5;93114.7;1.17E+07;0;1.38E+07
2036;22;798778.2;45235.26;171909.8;581261.6;37475.38;1711373;0;3346033
2036;23;680445.4;59318.84;124652.3;573478.8;19563.58;4146550;0;5604009
2036;24;304320.6;95867.56;69783.45;204640.6;28278.41;1381326;0;2084217
2036;25;239314.3;27959.31;67469.38;347969.7;5334.008;1386081;0;2074127
2036;26;33749.07;17588.64;49621.96;113008.7;2414.815;909421.6;0;1125805
2036;27;0;0;0;0;0;0;0;0
2036;28;1.51E+07;4922842;5843111;1.83E+07;798384.8;1.24E+08;0;1.69E+08
2037;1;311022.5;318687.5;112855.4;298649.3;14633.87;2547623;0;3603471
2037;2;2067661;2050188;1126394;3052942;154875;1.20E+07;0;2.05E+07
2037;3;179727.7;106325.3;137470.4;397555.1;7136.626;2096836;0;2925051
2037;4;53037.37;3823.218;56784.47;156580.7;13632.87;1092440;0;1376299
2037;5;311764.6;169453;295556.5;798793.4;13546.24;1668711;0;3257825
2037;6;292014.2;18686.77;198134.3;568492.1;12271.79;2142163;0;3231762
2037;7;83420.22;15708.04;154471.4;210229.5;5187.638;1498525;0;1967542
2037;8;173905.3;47454.11;147896.5;342681.7;6192.706;1476293;0;2194424
2037;9;35173.15;20728.56;65325.96;151995.3;6794.674;632740.9;0;912758.5
2037;10;69775.23;81024.59;57451.04;127256.4;2561.286;601997.5;0;940066
2037;11;1477289;109953.7;755679.9;2797653;70432.11;3.71E+07;0;4.23E+07
2037;12;41126.16;36848.73;194933.8;725068.2;5955.343;5697667;0;6701599
2037;13;113083.1;3986.293;208972.3;243355.2;21995.16;2075106;0;2666498
2037;14;32563.06;47061.43;33246.8;126025.6;486.3575;419682.7;0;659065.9
2037;15;1996.232;31466.55;30654.96;78017.2;4552.891;515321.8;0;662009.7
2037;16;146401.1;644076.1;90575.5;223043.1;20629.19;1287033;0;2411758
2037;17;0;8500.532;444591.8;601363;19106.81;5080781;0;6154343
2037;18;490360.8;134180.5;235816.7;1217601;20020.21;4075435;0;6173415
2037;19;100240.4;32652.89;101207.7;436039.8;15554.66;2646160;0;3331855
2037;20;6461808;783515.7;735807.8;3309875;213715.7;1.96E+07;0;3.11E+07
2037;21;694535.1;113601.7;275705.3;917882.5;96421.27;1.19E+07;0;1.40E+07
2037;22;809942.6;46753.77;176206.4;595602.3;38975.7;1747472;0;3414952
2037;23;679778.9;59751.66;125469.9;577240.5;19755.46;4149927;0;5611923
2037;24;307638.9;98104.46;71136.88;208434.6;28818.04;1402500;0;2116633
2037;25;246007.9;29376.43;70364.47;362600.1;5571.854;1440285;0;2154206
2037;26;34862.82;18515.39;51907.95;118062.5;2527.509;946953.3;0;1172830
2037;27;0;0;0;0;0;0;0;0
2037;28;1.52E+07;5030425;5954618;1.86E+07;821351;1.26E+08;0;1.72E+08
2038;1;313064.3;325101.4;114447.9;302678.6;14966.65;2570612;0;3640871
2038;2;2081225;2087697;1137068;3081866;157655.8;1.21E+07;0;2.07E+07
2038;3;181980.2;109547.6;140386.2;405797.7;7298.48;2138912;0;2983923
2038;4;53930.95;3922.11;58443.73;161086.4;14046.88;1118018;0;1409448
2038;5;316759.2;175414.8;304485.4;822936;13891.62;1710653;0;3344140
2038;6;295990.5;19273.17;203045.4;582055.4;12542.58;2183609;0;3296516
2038;7;85013.14;16312.42;158748.8;216068.7;5401.817;1539246;0;2020791
2038;8;179048.3;49683.86;153812.7;355995.8;6426.386;1528424;0;2273391
2038;9;36322.71;21855.72;68364.33;158930.7;7045.501;660156.9;0;952675.9
2038;10;71154.09;83440.87;58875.21;130289.2;2616.513;614988.3;0;961364.1
2038;11;1486062;111959.4;766413.4;2837477;71515.97;3.74E+07;0;4.27E+07
2038;12;41267.68;37514.52;197751.1;735516.2;6124.46;5747967;0;6766141
2038;13;115069.5;4105.695;214598.1;249891.3;22787.39;2120009;0;2726461
2038;14;32917.2;48514.89;34087.84;129144.1;493.7325;428492.5;0;673650.3
2038;15;2026.457;32369.9;31367.26;79773.09;4726.598;525534.4;0;675797.8
2038;16;146986.5;656663.8;91785;225838.5;20987.22;1300451;0;2442713
2038;17;0;8749.118;453041;612969.9;19570.05;5176350;0;6270680
2038;18;499286.8;139538.9;243301.8;1255533;20921.93;4186116;0;6344698
2038;19;100755.2;33201.7;102483.5;441713.3;15855.83;2676582;0;3370591
2038;20;6493601;798563.4;746250;3356392;221384.7;1.98E+07;0;3.14E+07
2038;21;704029.1;117205.8;282396.3;939384.3;99760.66;1.22E+07;0;1.43E+07
2038;22;820890.3;48286.5;180507.7;609834.4;40468.91;1783049;0;3483037
2038;23;679152.4;60167.54;126332.8;581248.4;19942.86;4154900;0;5621744
2038;24;310897.8;100341.8;72494.13;212279.2;29377.43;1423335;0;2148726
2038;25;252581.6;30810.06;73287.55;377339.5;5800.912;1493463;0;2233283
2038;26;35969.63;19453.29;54217.87;123164.9;2641.856;984158.6;0;1219606
2038;27;0;0;0;0;0;0;0;0
2038;28;1.53E+07;5139695;6067993;1.90E+07;844252.7;1.28E+08;0;1.74E+08
2039;1;315162.1;331643.6;116096.2;306863.6;15311.48;2594079;0;3679156
2039;2;2094073;2125381;1147787;3110390;160450.5;1.22E+07;0;2.09E+07
2039;3;184236.1;112819.4;143392.9;414224.4;7463.534;2181062;0;3043199
2039;4;54815.23;4021.691;60139.51;165689.8;14462.13;1143115;0;1442244
2039;5;321651.7;181427;313562.6;847491.6;14249.26;1752063;0;3430445
2039;6;299917.6;19865.52;208104.9;595959.1;12822.34;2224641;0;3361310
2039;7;86571.2;16921.86;162992.3;221852.6;5624.21;1579219;0;2073181
2039;8;184175.7;51950.68;159832.9;369536.3;6660.077;1580277;0;2352432
2039;9;37477.23;23017.11;71490.83;166053.6;7293.663;687638.3;0;992970.8
2039;10;72324.19;85937.23;60316.89;133357.7;2672.211;627461.9;0;982070.1
2039;11;1494705;113992.1;777804.9;2879415;72564.87;3.77E+07;0;4.30E+07
2039;12;41408.47;38184.67;200772;746491.7;6287.047;5801159;0;6834303
2039;13;117025.6;4226.304;220692.5;256907.6;23555.55;2165176;0;2787584
2039;14;33256.89;49980.42;34943.83;132315.3;501.4867;437031.5;0;688029.4
2039;15;2056.128;32917.99;32086.41;81539.41;4902.04;535423.9;0;688925.9
2039;16;147553;669932.2;93050.58;228751.4;21340.78;1313375;0;2474003
2039;17;0;9013.877;461520.4;624614.3;20029.51;5269907;0;6385085
2039;18;507963.5;144944;250874.5;1293791;21835.79;4294770;0;6514179
2039;19;101287.6;33757.35;103898;447846;16144.48;2707226;0;3410159
2039;20;6524550;813764.1;757401.5;3405668;228649.3;2.00E+07;0;3.17E+07
2039;21;713238.9;120825.1;289223.3;961149.2;103054.2;1.24E+07;0;1.46E+07
2039;22;831574.6;49833.82;184822.3;623964.3;42000.56;1817945;0;3550141
2039;23;678595.6;60597.06;127279.4;585637.4;20124.68;4162730;0;5634964
2039;24;314068.2;102579.6;73859.69;216179.1;29942.72;1443584;0;2180213
2039;25;259022.5;32260.63;76237.65;392193.5;6045.773;1545406;0;2311167
2039;26;37068.58;20403.06;56565.07;128337.4;2755.306;1020951;0;1266080
2039;27;0;0;0;0;0;0;0;0
2039;28;1.55E+07;5250197;6184748;1.93E+07;866743.5;1.29E+08;0;1.76E+08
2040;1;317319;338326.8;117982;311643.6;15666.67;2618087;0;3719025
2040;2;2106164;2163265;1158814;3139066;163218.5;1.23E+07;0;2.10E+07
2040;3;186487;116141;146508;422869.1;7631.984;2223205;0;3102842
2040;4;55686.71;4122.542;61952.65;170608.2;14871.85;1167407;0;1474649
2040;5;326424.3;187489.1;323127.5;873445.6;14619.24;1792766;0;3517872
2040;6;303798.1;20368.1;213510.8;610748.6;13108.66;2265279;0;3426813
2040;7;88092.35;17536.61;167208.3;227586.5;5851.796;1618353;0;2124629
2040;8;189300.4;54256.75;166067.9;383522.9;6890.641;1634249;0;2434288
2040;9;38641.7;24219.84;74742.66;173438.8;7537.247;715829.3;0;1034410
2040;10;73321.29;88442.45;61787.29;136484.9;2728.821;639719.4;0;1002484
2040;11;1503170;116053.2;790964.4;2927876;73594.88;3.80E+07;0;4.34E+07
2040;12;41546.08;38859.45;204159.1;759085.1;6444.999;5852335;0;6902429
2040;13;118947.5;4348.151;226847.2;264072.3;24315.08;2207965;0;2846495
2040;14;33582.15;51459.31;35862.03;135712.8;509.6139;445421.7;0;702547.5
2040;15;2085.052;33471.8;32823.77;83337.42;5076.059;544974.1;0;701768.3
2040;16;148101.9;683352.6;94431.06;231908.7;21687.99;1326810;0;2506292
2040;17;0;9283.148;470044.4;636315.1;20481.46;5361411;0;6497535
2040;18;516389.1;150397.8;258640.3;1332804;22736.26;4401601;0;6682569
2040;19;101805.1;34319.99;105562.8;455022.3;16423.83;2736515;0;3449649
2040;20;6554536;829119.5;770762.8;3464333;235597;2.01E+07;0;3.20E+07
2040;21;722149.7;124459.4;296452.6;983884.9;106314;1.26E+07;0;1.49E+07
2040;22;841996.1;51396.17;189208.7;638101;43483.86;1852143;0;3616329
2040;23;678109.1;61049.09;128369.9;590684.9;20306.38;4174184;0;5652703
2040;24;317128.9;104818.8;75270.24;220240.3;30511.87;1463054;0;2211024
2040;25;265333.6;33728.71;79284.83;407460.7;6271.409;1596055;0;2388134
2040;26;38159.88;21365.46;58991.9;133662.5;2867.146;1057288;0;1312334
2040;27;0;0;0;0;0;0;0;0
2040;28;1.56E+07;5361651;6309378;1.97E+07;888747.3;1.31E+08;0;1.79E+08
2041;1;319499;344883;119373.4;315337.2;16019.48;2640535;0;3755647
2041;2;2118130;2200890;1166848;3160558;165826.2;1.24E+07;0;2.12E+07
2041;3;188887.2;119694.3;149523;431359.3;7790.947;2268344;0;3165599
2041;4;56607.41;4227.357;63642.73;175290.6;15258.03;1193304;0;1508330
2041;5;331934.3;194529.2;332304.9;898735.1;14981.07;1841041;0;3613526
2041;6;307898.6;20726.54;218358.4;624451.1;13382.41;2308878;0;3493695
2041;7;89836.67;18231.71;171786.9;233833.5;6081.054;1662423;0;2182193
2041;8;195228.3;56952.9;172743.3;398811.3;7119.539;1696678;0;2527534
2041;9;40022.88;25684.41;78476.13;182032.5;7769.106;750229.2;0;1084214
2041;10;74347.06;91296.13;63265.49;139687.1;2781.254;653646.8;0;1025024
2041;11;1512244;118189.5;800867.8;2965307;74567.45;3.83E+07;0;4.37E+07
2041;12;41639.82;39449.36;206805.7;768720.4;6593.535;5888001;0;6951210
2041;13;120776.6;4467.063;232844.1;271053.3;25008.28;2248317;0;2902466
2041;14;33880.43;52921.63;36626.66;138608.2;517.3513;453281.8;0;715836.1
2041;15;2112.877;34029.01;33434.29;84855.03;5244.858;553697.6;0;713373.7
2041;16;148735.3;697000.3;95565.69;234573.7;22030.15;1339679;0;2537584
2041;17;0;9550.872;477625.6;646768.1;20903.99;5447569;0;6602418
2041;18;524914.2;156129.4;265926.4;1369919;23602.29;4512273;0;6852765
2041;19;102217.5;34838.98;106640.2;459923;16659.5;2759675;0;3479954
2041;20;6579640;843606.5;779806.2;3505491;241759.5;2.03E+07;0;3.22E+07
2041;21;730322.6;127982.3;302412.9;1002989;109339.7;1.28E+07;0;1.51E+07
2041;22;851983;52961.08;193032.8;650587.8;44935.04;1885002;0;3678501
2041;23;677856.7;61534.28;128990.7;593629;20476.23;4189311;0;5671798
2041;24;320326.6;107172.7;76393.9;223558.8;31060.84;1483061;0;2241574
2041;25;272330.8;35395.14;82461.27;423652.8;6509.644;1653339;0;2473689
2041;26;39419;22502.37;61642.02;139587.2;2975.509;1100541;0;1366668
2041;27;0;0;0;0;0;0;0;0
2041;28;1.57E+07;5474846;6417399;2.00E+07;909193;1.32E+08;0;1.81E+08
2042;1;321765;351630.3;120805.5;319212;16382.68;2663694;0;3793489
2042;2;2129675;2238742;1174753;3181667;168463.6;1.25E+07;0;2.14E+07
2042;3;191264.2;123299.7;152548.4;439883.5;7961.36;2313328;0;3228285
2042;4;57513.61;4324.009;65339.91;180029.1;15663.14;1219064;0;1541934
2042;5;337343.3;201614.1;341393;923933.5;15373.9;1888876;0;3708534
2042;6;311912.6;21071.84;223184.7;638191.5;13678.79;2351536;0;3559576
2042;7;91536.42;18931.14;176279;239958.9;6324.08;1705333;0;2238363
2042;8;201134.5;59696.09;179434.7;414151.2;7356.668;1759039;0;2620812
2042;9;41430.02;27219.8;82341.74;190933.2;8010.159;785640.5;0;1135575
2042;10;75336.56;94150.67;64716.51;142833.1;2836.92;667080.9;0;1046955
2042;11;1521214;120362.5;811010.9;3003912;75563.09;3.86E+07;0;4.41E+07
2042;12;41730.98;40044.63;209196.8;777789.9;6737.632;5922297;0;6997797
2042;13;122592.8;4587.205;238900.9;278103.9;25693.21;2288524;0;2958402
2042;14;34168.52;54398.96;37396.88;141549.2;525.889;460890.8;0;728930.1
2042;15;2139.832;34574.61;34025.31;86332.88;5416.105;561995.7;0;724484.4
2042;16;149351.6;710804;96741.85;237350.3;22371.42;1352197;0;2568816
2042;17;0;9822.854;485182.7;657189.9;21341.81;5532943;0;6706480
2042;18;533180.4;161908.9;273177.1;1406908;24494.88;4620767;0;7020435
2042;19;102629.5;35122.43;107636.3;464471.2;16879.26;2780219;0;3506958
2042;20;6604340;853491.9;789081.8;3548101;247749.3;2.04E+07;0;3.24E+07
2042;21;738237.5;131515.2;308393.2;1022236;112462.2;1.30E+07;0;1.53E+07
2042;22;861702.4;54540.12;196800.9;662880.4;46394.9;1917030;0;3739349
2042;23;677661.3;62049.79;129636.8;596657.6;20661.1;4207550;0;5694216
2042;24;323379.2;109528.3;77472.91;226790.1;31620.16;1501928;0;2270719
2042;25;279188.7;37080.54;85632.79;439872.1;6736.988;1709568;0;2558080
2042;26;40662.85;23653.13;64300.89;145539.6;3086.803;1143242;0;1420485
2042;27;0;0;0;0;0;0;0;0
2042;28;1.58E+07;5584165;6525385;2.04E+07;929786.1;1.34E+08;0;1.83E+08
2043;1;324125.9;358579.2;122285;323285.4;16753.3;2687598;0;3832627
2043;2;2140548;2276882;1182705;3202942;171106.8;1.26E+07;0;2.15E+07
2043;3;193617.6;126958.3;155585.5;448457.4;8137.427;2358138;0;3290894
2043;4;58406.01;4412.557;67034.04;184798.7;16072.76;1244523;0;1575247
2043;5;342702.1;208744.5;350567.3;949460.9;15793.07;1936708;0;3803976
2043;6;315889.7;21399.43;227980.4;651967.1;13988.5;2393929;0;3625154
2043;7;93195.12;19635.61;180696.4;245976.4;6576.176;1747174;0;2293254
2043;8;207024.9;62489.52;186184.6;429620.8;7597.438;1821470;0;2714388
2043;9;42847.21;28811.7;86287.18;200023.9;8251.968;821498.1;0;1187720
2043;10;76292.72;97007.76;66143.43;145931.2;2895.042;679996.4;0;1068267
2043;11;1530192;122574.1;821519.2;3044232;76546.96;3.88E+07;0;4.44E+07
2043;12;41822.66;40645.15;211700;787372.3;6876.886;5957240;0;7045657
2043;13;124413.5;4708.579;245017.8;285198.1;26377.25;2328718;0;3014433
2043;14;34451.01;55891.87;38176.64;144554;534.9577;468360.7;0;741969.2
2043;15;2165.919;35127.13;34609.57;87793.77;5588.431;569892.6;0;735177.4
2043;16;149954.6;724761.3;98003.25;240342.1;22712.43;1364412;0;2600186
2043;17;0;10099.09;492722.7;667586.8;21781.9;5617649;0;6809839
2043;18;541239.3;167739;280387.7;1443802;25401;4726894;0;7185463
2043;19;103048.4;35298.68;108663;469210;17092.79;2798743;0;3532056
2043;20;6628700;860582.4;798579.2;3592171;253386.5;2.05E+07;0;3.26E+07
2043;21;745942;135061.9;314419.7;1041769;115542.8;1.32E+07;0;1.56E+07
2043;22;871187.8;56133.97;200563;675181.8;47909.7;1948344;0;3799321
2043;23;677432;62582.39;130272.6;599650.1;20841.59;4223714;0;5714492
2043;24;326309.5;111888.8;78532.77;229992.7;32181.84;1519741;0;2298647
2043;25;285931.4;38786.39;88803.24;456161.6;6992.535;1764925;0;2641600
2043;26;41893.66;24818.97;66984;151555.5;3198.643;1185654;0;1474105
2043;27;0;0;0;0;0;0;0;0
2043;28;1.59E+07;5691621;6634424;2.07E+07;950138.8;1.35E+08;0;1.85E+08
2044;1;326574;365713.3;123795.8;327526.5;17130.83;2712025;0;3872766
2044;2;2150830;2315336;1190710;3224495;173767.4;1.26E+07;0;2.17E+07
2044;3;195947.4;130670.6;158641.2;457111.4;8323.858;2402779;0;3353473
2044;4;59286.44;4496.835;68728.27;189612.3;16498.98;1269338;0;1607960
2044;5;348029.7;215919.2;359842.1;975421.3;16244.77;1984709;0;3900166
2044;6;319799.1;21729.25;232796.8;665914.6;14319.74;2435615;0;3690175
2044;7;94816.11;20345.7;185047.8;251897.6;6842.18;1788045;0;2346995
2044;8;212906.3;65335.86;193034.7;445301.5;7846.169;1884102;0;2808526
2044;9;44250.78;30432.45;90228.09;209116.2;8500.619;856925.9;0;1239454
2044;10;77219.63;99869.05;67549.16;148990.8;2956.413;692423.5;0;1089009
2044;11;1539205;124820.6;832508.6;3086795;77533.33;3.91E+07;0;4.48E+07
2044;12;41917.44;41251.08;214373;797721.1;7010.205;5992959;0;7095232
2044;13;126263.7;4831.251;250873;292115.2;27047.7;2368991;0;3070122
2044;14;34730.4;57356.34;38970.47;147644.5;544.7077;475718.8;0;754965.3
2044;15;2191.23;35680.27;35181.86;89233.05;5762.753;577425.1;0;745474.3
2044;16;150550.3;738868.8;99360.51;243602;23049.76;1376365;0;2631796
2044;17;0;10379.58;500251.7;677963.2;22233.8;5701754;0;6912582
2044;18;549116.7;173622;287559.4;1480709;26333.62;4830276;0;7347616
2044;19;103485.4;35479.43;109760.4;474350.4;17283.73;2816241;0;3556600
2044;20;6653401;867648.2;808421.3;3638398;258821.5;2.06E+07;0;3.29E+07
2044;21;753437.9;138619.9;320520.8;1061737;118694.2;1.34E+07;0;1.58E+07
2044;22;880472.6;57742.8;204342.8;687589.6;49426.64;1979034;0;3858608
2044;23;677169;63124.64;130893;602599.9;21020.47;4236976;0;5731783
2044;24;329159.9;114255.8;79581.89;233197.4;32750.67;1536724;0;2325669
2044;25;292584.5;40513.92;92014.23;472712.7;7234.405;1819618;0;2724678
2044;26;43112.44;26000.49;69696.77;157656.2;3313.267;1227944;0;1527723
2044;27;0;0;0;0;0;0;0;0
2044;28;1.60E+07;5800044;6744684;2.10E+07;970491.7;1.37E+08;0;1.87E+08
2045;1;329098.3;373014;125322.1;331898;17513.54;2736676;0;3913522
2045;2;2160616;2354146;1198834;3246617;176435;1.27E+07;0;2.18E+07
2045;3;198264.2;134438.1;161733.4;465911;8517.928;2447455;0;3416320
2045;4;60158.26;4575.741;70434.65;194509.3;16931.71;1293798;0;1640408
2045;5;353300.4;223138.5;369192.2;1001804;16723.18;2032637;0;3996795
2045;6;323642.3;22048.17;237631.1;680068.8;14665.91;2476609;0;3754665
2045;7;96382.71;21062.07;189315.7;257700.9;7116.476;1827398;0;2398976
2045;8;218786.2;68237.65;200013.9;461265.1;8101.375;1947037;0;2903442
2045;9;45628.09;32065.34;94132.26;218130.4;8753.553;891383.9;0;1290094
2045;10;78120.4;102736.3;68931.88;152014.3;3020.882;704416.5;0;1109240
2045;11;1548289;127099.3;844010.1;3131771;78506.73;3.94E+07;0;4.51E+07
2045;12;42015.72;41862.5;217148;808600.8;7136.792;6028978;0;7145742
2045;13;128150.7;4955.288;256697;299133.9;27696.89;2409396;0;3126029
2045;14;35009.9;58612.7;39789.23;150858.5;554.9166;483004;0;767829.3
2045;15;2215.749;36215.82;35744.29;90663.09;5938.712;584605.9;0;755383.6
2045;16;151149.8;753124.8;100832.6;247189.6;23383.69;1388035;0;2663716
2045;17;0;10664.3;507773.5;688320.8;22691.75;5785285;0;7014735
2045;18;556838.1;179560.4;294697.1;1517750;27277.82;4930709;0;7506832
2045;19;103948.9;35632.87;110909.2;479790.9;17463.14;2833978;0;3581723
2045;20;6678622;874656.1;818593.6;3686816;263949.9;2.08E+07;0;3.31E+07
2045;21;760745.3;142190.1;326704.6;1082242;121818.6;1.36E+07;0;1.60E+07
2045;22;889578;59366.98;208154;700184.4;51007.18;2009149;0;3917440
2045;23;676873.4;63674.46;131494;605515.5;21191.1;4246748;0;5745496
2045;24;331969;116631.9;80643.15;236467.7;33323.31;1553003;0;2352038
2045;25;299163.5;42264.61;95265.3;489571.1;7507.817;1873764;0;2807536
2045;26;44319.55;27198.52;72442.95;163859.4;3429.683;1270070;0;1581320
2045;27;0;0;0;0;0;0;0;0
2045;28;1.61E+07;5909173;6856440;2.14E+07;990657.6;1.38E+08;0;1.89E+08
2046;1;331544.9;380151.6;126742.8;336091;17905.75;2759369;0;3951805
2046;2;2169550;2392891;1206876;3268856;179095.9;1.28E+07;0;2.20E+07
2046;3;200595.6;138415.2;165029.3;475364.4;8713.2;2494467;0;3482585
2046;4;61050.4;4657.135;72244.14;199752;17361.19;1320338;0;1675403
2046;5;358896.5;231130.7;379709.2;1031628;17209.85;2085651;0;4104225
2046;6;327478.9;22383.6;242734.8;695181.6;15018.32;2519318;0;3822115
2046;7;98079.61;21863.44;194191.2;264322.6;7397.647;1872168;0;2458022
2046;8;225469.6;71629.03;208322.6;480302.6;8367.438;2021694;0;3015786
2046;9;47168.46;33959.14;98683.28;228656.2;9008.761;931252.8;0;1348729
2046;10;79042.96;105834.7;70429.7;155310.5;3084.541;717437.2;0;1131140
2046;11;1557444;129397.3;856009.2;3179205;79488.13;3.96E+07;0;4.54E+07
2046;12;42096.52;42435.92;219790.8;819162.6;7260.847;6057869;0;7188616
2046;13;129878.5;5074.186;262190.1;305851.2;28296.12;2446106;0;3177396
2046;14;35283.07;59864.24;40626.41;154183.6;565.5493;490061.7;0;780584.5
2046;15;2237.951;36703.63;36280.13;92040.21;6111.227;591164.9;0;764538.1
2046;16;151784.3;767548;102440.4;251166.2;23720.39;1399332;0;2695991
2046;17;0;10944.72;514885.3;698106.3;23132.24;5863580;0;7110649
2046;18;564400.9;185735.7;302101.3;1556526;28212.84;5032989;0;7669966
2046;19;104338.2;35758.86;112010.5;485109.5;17626.08;2848997;0;3603840
2046;20;6694716;880187.7;827960.1;3732408;268536.8;2.08E+07;0;3.32E+07
2046;21;767269.8;145677.8;332764.5;1102664;124870.9;1.37E+07;0;1.62E+07
2046;22;897630.6;60957.75;211844.3;712482.8;52523.53;2037067;0;3972506
2046;23;676737.2;64257.61;132123.3;608631.3;21363.32;4254214;0;5757327
2046;24;334805.7;119050.4;81748.02;239903.6;33905.87;1569047;0;2378461
