! Data imported from: X:\user\arpf\Environments\IMAGE_Materials\2_TIMER\outputlib\TIMER_3_4\IMAGE_Materials\SSP2\T2RT\endem\transport\trp_frgt_Tkm.out;;;;;;;;;
real main.em.dem.trp.frgt.ProjF.TkmGlobalTot[28,8](t) = [;;;;;;;;;
unit= million Tkm;;conversionfactor =0.001;;;;;;;
;;national shipping;train;medium truck;heavy truck;plane;international shipping;;total
t;DIM_ 1;class_ 1;class_ 2;class_ 3;class_ 4;class_ 5;class_ 6;class_ 7;class_ 8
2086;9;114550.9;145426.6;368453.7;863909.4;23642.92;3086695;0;4602679
2086;10;109408.5;205159.4;127566.8;285422.4;5971.905;1244819;0;1978348
2086;11;1920213;177445.8;1168054;4388808;108939.8;4.85E+07;0;5.63E+07
2086;12;41502.64;45898.95;227171.9;858088.4;8833.177;5881482;0;7062977
2086;13;149937.5;6355.147;307621.5;364693.6;31897.53;2717043;0;3577548
2086;14;38763.7;77681.43;53656.6;206650.2;1142.967;608660.9;0;986555.8
2086;15;3288.214;67471.14;67392.95;173675.1;11793.12;997559.3;0;1321180
2086;16;176333.3;1108533;145006.2;359396.7;27325.1;1824124;0;3640718
2086;17;0;17861.43;758646.7;1034198;38415.13;8029793;0;9878914
2086;18;732911.4;334949.8;533421.2;2793749;64115.26;8139136;0;1.26E+07
2086;19;91526.59;32189.22;104658.4;458056.7;16707.57;2552450;0;3255589
2086;20;5819439;834612.8;821643.1;3756236;278454.4;1.93E+07;0;3.08E+07
2086;21;899529.3;220737.8;484926;1632630;167638.2;1.79E+07;0;2.13E+07
2086;22;1016094;95724.4;299702;1022253;89670.62;2583360;0;5106804
2086;23;620883.4;65775.91;132728.9;619422.4;26106.96;3968293;0;5433211
2086;24;489630.3;214049.4;136061.4;405075.4;52305.04;2515257;0;3812378
2086;25;576232.9;128355.8;265150.1;1386190;25516.13;4673480;0;7054925
2086;26;106921.2;110806.2;260717.1;597254.4;11041.69;3973743;0;5060483
2086;27;0;0;0;0;0;0;0;0
2086;28;1.78E+07;8849419;1.07E+07;3.24E+07;1435563;1.81E+08;0;2.52E+08
2087;1;455518.6;589045.4;192829.6;520328.8;29711.07;3939733;0;5727166
2087;2;2491220;3345061;1549983;4255955;261046.3;1.52E+07;0;2.71E+07
2087;3;244429.8;216519.3;248554.6;726368.6;16203.42;3692470;0;5144545
2087;4;88611.74;8656.264;135934.1;381634.3;31609.64;2243728;0;2890174
2087;5;465309.9;423586;632845.8;1746059;31264.05;3113089;0;6412154
2087;6;418822.9;35510.4;397814.5;1157960;31060.16;3718178;0;5759346
2087;7;158234.3;55420.51;452014.1;618114.6;19918.27;3857299;0;5161001
2087;8;595335.1;315947.5;826037.7;1927968;27763.25;6949216;0;1.06E+07
2087;9;116382.7;149345.4;377931.9;886057.2;24072.96;3157262;0;4711052
2087;10;109943;207409.9;128850.9;288349;6005.434;1256923;0;1997481
2087;11;1926797;177969.9;1171509;4402798;109509.4;4.86E+07;0;5.64E+07
2087;12;41429.58;45825.74;226866.4;856960.3;8835.001;5869787;0;7049704
2087;13;149536.2;6357.025;307822.5;364859.1;31666.88;2706974;0;3567216
2087;14;38769.88;77936;53834.93;207340;1154.271;610319;0;989354.1
2087;15;3315.661;68404.24;68289.71;176005.2;11869.8;1009158;0;1337043
2087;16;176884.2;1114366;145791.8;361394.2;27292.75;1835239;0;3660969
2087;17;0;17962.3;763695.9;1041241;38721.84;8061026;0;9922647
2087;18;733712.3;337094.3;536773.1;2811645;64291.31;8177552;0;1.27E+07
2087;19;90899.93;32022.87;104127.8;455750.3;16621.51;2536864;0;3236286
2087;20;5777296;830062;817205.7;3736262;276273.7;1.92E+07;0;3.06E+07
2087;21;899810.1;221733.2;487072.4;1639975;166855.6;1.79E+07;0;2.13E+07
2087;22;1014709;95904.77;300389;1024731;89789.58;2584243;0;5109767
2087;23;618960.6;65637.98;132481.4;618329.9;26182.39;3953813;0;5415406
2087;24;492471.5;215858.9;137202.9;408489.9;52476.57;2533100;0;3839600
2087;25;582037.9;130614.4;269713.8;1410066;25925.19;4743147;0;7161504
2087;26;108495.8;113428.6;266711.7;610978.7;11290.19;4053292;0;5164197
2087;27;0;0;0;0;0;0;0;0
2087;28;1.78E+07;8897680;1.07E+07;3.26E+07;1437411;1.82E+08;0;2.53E+08
2088;1;458010.7;593488.1;194402.1;524499.1;29828.69;3959629;0;5759858
2088;2;2497707;3357171;1556392;4273746;261935.3;1.53E+07;0;2.72E+07
2088;3;244522.4;217187.5;249380.4;728939.1;16308.64;3705668;0;5162006
2088;4;89011.99;8756.932;137417.4;385785.4;31698.77;2263206;0;2915876
2088;5;466102.1;425655.7;635889.8;1754588;31424.49;3122204;0;6435863
2088;6;419704.7;35736;400347.3;1165382;31288.77;3733744;0;5786202
2088;7;159336.5;56196.14;458434.3;626977.8;20145.18;3902867;0;5223957
2088;8;606702.7;324327.1;847351.5;1977856;28456.52;7131539;0;1.09E+07
2088;9;118192.1;153265.9;387413.8;908176.9;24502.95;3226700;0;4818252
2088;10;110460.3;209661.8;130130.7;291267.9;6037.071;1268823;0;2016381
2088;11;1933261;178468.1;1174837;4416343;110072.7;4.88E+07;0;5.66E+07
2088;12;41355.02;45764.2;226601.7;855971.8;8835.801;5856577;0;7035105
2088;13;149135.7;6359.449;308054.4;365051.4;31455.45;2705311;0;3565367
2088;14;38770.96;78184.98;54008.63;208011.3;1165.36;611965.3;0;992106.6
2088;15;3343.047;69350.48;69197.75;178360.1;11944.18;1020622;0;1352817
2088;16;177409.7;1120071;146563.8;363358.3;27257.73;1846151;0;3680811
2088;17;0;18061.63;768639.4;1048136;39027.08;8091709;0;9965573
2088;18;734463.6;339249.3;540115.9;2829477;64428.47;8215053;0;1.27E+07
2088;19;90272.19;31854.46;103591.6;453420.8;16533.33;2521010;0;3216682
2088;20;5735202;825535.8;812800.8;3716388;274014.1;1.90E+07;0;3.04E+07
2088;21;900027;222712.1;489179.5;1647195;166027.5;1.80E+07;0;2.14E+07
2088;22;1013281;96088.58;301068.8;1027182;89883.28;2584965;0;5112468
2088;23;617010.3;65505.92;132235.8;617245.6;26254.52;3939445;0;5397697
2088;24;495249.6;217610.8;138321.1;411836.9;52639.56;2550907;0;3866565
2088;25;587752.9;132843.5;274226.6;1433672;26318.05;4811664;0;7266478
2088;26;110050.6;116037.6;272653.3;624578.9;11542.05;4131764;0;5266626
2088;27;0;0;0;0;0;0;0;0
2088;28;1.78E+07;8945144;1.08E+07;3.28E+07;1439026;1.82E+08;0;2.54E+08
2089;1;460552.5;597657.1;195913;528495.1;29940.12;3979402;0;5791960
2089;2;2504330;3369155;1562747;4291360;262798;1.53E+07;0;2.73E+07
2089;3;244606.5;217907.3;250241;731604.7;16411.56;3718677;0;5179449
2089;4;89401.66;8853.74;138863.4;389829.2;31777.56;2282489;0;2941215
2089;5;466791.8;427694.8;638889.3;1762974;31578.15;3131016;0;6458945
2089;6;420571.3;35951.1;402790.6;1172554;31511.27;3748876;0;5812254
2089;7;160423;56955.07;464738.6;635688.5;20368.93;3948062;0;5286236
2089;8;617836.1;332716.9;868641.6;2027680;29162.45;7307784;0;1.12E+07
2089;9;119978.8;157148.3;396835.7;930131.4;24931.16;3294750;0;4923776
2089;10;110958.4;211856.7;131389.3;294139.1;6066.79;1280507;0;2034917
2089;11;1939601;178996.1;1178296;4430329;110629.7;4.89E+07;0;5.68E+07
2089;12;41278.79;45704.17;226336.3;854985;8836.271;5846924;0;7024064
2089;13;148735;6361.513;308263.9;365221.6;31232.91;2702223;0;3562038
2089;14;38768.2;78405.52;54166.79;208625.7;1176.204;613559;0;994701.4
2089;15;3370.344;70311.52;70118.25;180742.2;12016.33;1031959;0;1368518
2089;16;177905.6;1125674;147324.1;365293.7;27220.3;1856822;0;3700239
2089;17;0;18154.34;773359.6;1054737;39330.5;8121844;0;1.00E+07
2089;18;735162.1;341397.8;543438.6;2847185;64526.86;8251491;0;1.28E+07
2089;19;89643.3;31685.55;103051.4;451076.8;16443.15;2504998;0;3196898
2089;20;5693119;821029.7;808406.1;3696541;271680.7;1.89E+07;0;3.02E+07
2089;21;900154.1;223712.8;491308.5;1654475;165152.7;1.80E+07;0;2.14E+07
2089;22;1011813;96274.6;301741;1029602;89952.92;2585530;0;5114913
2089;23;615027.8;65376.88;131989.7;616157.4;26323.66;3925351;0;5380227
2089;24;497969.6;219350.9;139432.6;415164.1;52795.1;2568799;0;3893511
2089;25;593378.6;135046.8;278692.9;1457031;26693.82;4878920;0;7369763
2089;26;111588.3;118605.8;278503.3;637976.1;11797.38;4209037;0;5367508
2089;27;0;0;0;0;0;0;0;0
2089;28;1.78E+07;8991983;1.09E+07;3.30E+07;1440355;1.83E+08;0;2.55E+08
2090;1;463152.8;601589.8;197362.3;532325.1;30045.2;3999066;0;5823542
2090;2;2511028;3380377;1568861;4308324;263627.1;1.53E+07;0;2.74E+07
2090;3;244682.8;218599;251085.5;734218.9;16512.25;3731517;0;5196616
2090;4;89780.98;8945.548;140259;393732.3;31846.15;2301567;0;2966131
2090;5;467377.2;429712.7;641855.2;1771246;31724.73;3139398;0;6481314
2090;6;421422.8;36165.86;405214.6;1179668;31727.75;3763583;0;5837781
2090;7;161488.9;57698.2;470929.5;644251.4;20588.94;3992629;0;5347586
2090;8;628744.4;341116.8;889914.1;2077453;29881.58;7477963;0;1.14E+07
2090;9;121746;161003.5;406210.8;951952.8;25357.4;3361544;0;5027815
2090;10;111436.1;214018.4;132633.4;296978.1;6094.583;1291976;0;2053137
2090;11;1945826;179508.7;1181687;4444063;111181.5;4.90E+07;0;5.69E+07
2090;12;41201.46;45638.66;226044.5;853911.9;8835.516;5835892;0;7011524
2090;13;148333.5;6363.236;308453.2;365370.9;31006.56;2700417;0;3559944
2090;14;38762.34;78616.34;54317.71;209213;1186.814;615111.5;0;997207.8
2090;15;3397.528;71285.59;71050.02;183148.5;12086.32;1043182;0;1384149
2090;16;178376.4;1131201;148075;367205.1;27180.5;1867213;0;3719251
2090;17;0;18244.17;777936.9;1061146;39631.81;8151438;0;1.00E+07
2090;18;735811.3;343501.7;546710.1;2864603;64587.47;8286857;0;1.28E+07
2090;19;89013.3;31516.77;102507.5;448720;16350.95;2488820;0;3176929
2090;20;5650981;816496.5;803990.2;3676589;269275.8;1.88E+07;0;3.00E+07
2090;21;900226.1;224704;493411.1;1661665;164237.6;1.80E+07;0;2.15E+07
2090;22;1010302;96452.02;302387;1031930;89998.2;2585906;0;5116975
2090;23;613014.3;65248.77;131741.2;615056;26389.91;3911600;0;5363051
2090;24;500641.3;221115.9;140551.6;418512.6;52943.88;2586834;0;3920599
2090;25;598923.4;137231.2;283121.7;1480189;27053.11;4945028;0;7471546
2090;26;113109;121139.9;284271.6;651192.1;12056.06;4285026;0;5466794
2090;27;0;0;0;0;0;0;0;0
2090;28;1.78E+07;9037490;1.10E+07;3.32E+07;1441408;1.84E+08;0;2.56E+08
2091;1;465544.6;604800.4;198603.8;535607.6;30125.52;4016283;0;5850965
2091;2;2517023;3390083;1574334;4323531;264323.5;1.54E+07;0;2.74E+07
2091;3;244634.9;219128.8;251757.6;736324.6;16607.67;3741700;0;5210154
2091;4;90150.65;9034.503;141628.6;397566.7;31894.39;2320657;0;2990932
2091;5;467847.9;431672.5;644710.1;1779218;31866.22;3146941;0;6502255
2091;6;422146;36368.5;407499.9;1186378;31928.67;3776945;0;5861266
2091;7;162538.2;58452.26;477199.4;652932.1;20792.1;4038365;0;5410279
2091;8;639972.4;350343.7;913063.8;2131610;30577.8;7658989;0;1.17E+07
2091;9;123578.3;165144.4;416243.9;975293.8;25758.64;3433031;0;5139050
2091;10;111885.2;216172.2;133874.3;299809.7;6118.816;1303339;0;2071199
2091;11;1951057;179899.9;1184340;4455025;111690.6;4.92E+07;0;5.70E+07
2091;12;41135.58;45590.52;225822.4;853101.1;8837.197;5823551;0;6998038
2091;13;147889.7;6361.839;308495;365351.3;30772.34;2699014;0;3557884
2091;14;38762.84;78843.16;54478.5;209839.6;1197.29;616802.3;0;999923.8
2091;15;3425.276;72319.53;72035.45;185687.8;12149.69;1054913;0;1400531
2091;16;178859.2;1137350;148889.8;369271.8;27135.22;1878013;0;3739519
2091;17;0;18326.03;782208.4;1067154;39913.84;8179695;0;1.01E+07
2091;18;736129;345345.4;549619;2880101;64599.42;8316885;0;1.29E+07
2091;19;88378.71;31342.58;101917.6;446213.8;16262.01;2472445;0;3156560
2091;20;5610577;811944.5;799593.9;3656711;267019.7;1.87E+07;0;2.98E+07
2091;21;900082.9;225627.3;495385.3;1668424;163244.9;1.81E+07;0;2.15E+07
2091;22;1008192;96558.9;302815.4;1033510;89984.03;2584405;0;5115466
2091;23;610920.4;65114.98;131470;613849;26458.82;3897083;0;5344897
2091;24;503011.1;222864.7;141636.9;421755;53054.59;2603748;0;3946070
2091;25;604480.9;139483.3;287674.3;1503996;27380.59;5013013;0;7576028
2091;26;114693.2;123859.8;290444.1;665352.1;12305.39;4367756;0;5574411
2091;27;0;0;0;0;0;0;0;0
2091;28;1.78E+07;9082033;1.10E+07;3.34E+07;1441999;1.84E+08;0;2.57E+08
2092;1;468009;607613.4;199740.8;538633.8;30199.42;4033243;0;5877440
2092;2;2523165;3400875;1580077;4339415;264997.6;1.54E+07;0;2.75E+07
2092;3;244581.8;219795.6;252525.2;738698.3;16700.77;3751766;0;5224068
2092;4;90511.62;9119.943;142956.6;401288.3;31931.94;2339095;0;3014904
2092;5;468219.6;433506.8;647440.9;1786836;32000.27;3153936;0;6521940
2092;6;422853.7;36580;409833.4;1193212;32123.45;3789889;0;5884491
2092;7;163569.3;59183.73;483318.4;661419;20991.77;4083618;0;5472101
2092;8;651010.9;359581.9;935997;2185419;31284.88;7835694;0;1.20E+07
2092;9;125386.4;169258;426217;998474.2;26156.2;3503207;0;5248699
2092;10;112311.9;218288;135099;302604.2;6141.129;1314523;0;2088967
2092;11;1956230;180319.9;1187183;4466570;112195;4.93E+07;0;5.72E+07
2092;12;41069.29;45541.72;225591.4;852265.1;8837.851;5810147;0;6983452
2092;13;147444.3;6357.968;308439.2;365228.5;30529.64;2696869;0;3554869
2092;14;38761.09;79044.27;54624.13;210411.5;1207.54;618412.9;0;1002461
2092;15;3452.83;73369.5;73034.65;188256.7;12210.95;1066536;0;1416860
2092;16;179325;1143376;149691.2;371305.8;27087.94;1888500;0;3759285
2092;17;0;18403.4;786293.7;1072919;40192.67;8207192;0;1.01E+07
2092;18;736422.9;347147.7;552484.4;2895339;64576.42;8346237;0;1.29E+07
2092;19;87743.17;31164.83;101320.8;443675.9;16170.33;2456462;0;3136537
2092;20;5570015;807392.8;795193.9;3636807;264691.9;1.86E+07;0;2.97E+07
2092;21;899917.8;226501;497284.7;1674937;162219.7;1.81E+07;0;2.16E+07
2092;22;1006022;96662.45;303230.9;1035039;89943.95;2582591;0;5113490
2092;23;608810.6;64980.13;131195.8;612626.9;26524.22;3882578;0;5326715
2092;24;505354.7;224616.5;142723.9;425000.5;53158.23;2620730;0;3971583
2092;25;609954.4;141744.5;292223.8;1527773;27691.37;5079828;0;7679214
2092;26;116253.5;126500.6;296518.9;679255.7;12557.94;4448923;0;5680009
2092;27;0;0;0;0;0;0;0;0
2092;28;1.78E+07;9126925;1.11E+07;3.36E+07;1442323;1.85E+08;0;2.58E+08
2093;1;470551.4;610088.9;200780.9;541435.1;30267.06;4049797;0;5902921
2093;2;2529294;3411715;1585799;4355233;265621;1.54E+07;0;2.76E+07
2093;3;244552.4;220510.4;253336.2;741185.6;16793.07;3762563;0;5238941
2093;4;90865.42;9202.947;144249.6;404917.9;31958.18;2356685;0;3037879
2093;5;468500.1;435196.6;649994.3;1793993;32126.91;3160712;0;6540523
2093;6;423546.7;36783.12;412097.5;1199847;32312.25;3802420;0;5907007
2093;7;164583.8;59916.56;489405.8;669860.9;21188.02;4128454;0;5533409
2093;8;661919.7;368667.9;958838.6;2238864;32005.38;8010240;0;1.23E+07
2093;9;127171.3;173339.8;436135.6;1021502;26548.88;3572048;0;5356745
2093;10;112716;220369;136308.1;305362.8;6161.554;1325544;0;2106462
2093;11;1961380;180738.3;1190032;4478102;112694;4.94E+07;0;5.73E+07
2093;12;41002.77;45478.26;225310.1;851252.1;8836.828;5790408;0;6962288
2093;13;146996.8;6352.188;308297.6;365016.7;30268.29;2689083;0;3546015
2093;14;38757.3;79232.73;54760.54;210949.6;1217.552;619913.4;0;1004831
2093;15;3480.185;74430.03;74044.53;190847.5;12270.13;1078057;0;1433129
2093;16;179779;1149249;150473.1;373295.9;27038.49;1898720;0;3778556
2093;17;0;18477.9;790233.1;1078494;40467.76;8233792;0;1.02E+07
2093;18;736702.1;348882.2;555279.5;2910184;64520.27;8375081;0;1.30E+07
2093;19;87106.55;30985.85;100712.3;441100.7;16077.37;2440950;0;3116933
2093;20;5529210;802679.8;790682.9;3616422;262303.7;1.85E+07;0;2.95E+07
2093;21;899751.8;227328.1;499116.3;1681223;161166.4;1.81E+07;0;2.16E+07
2093;22;1003779;96752.18;303614;1036453;89877.05;2580384;0;5110860
2093;23;606692.8;64839.04;130912.8;611362.4;26586.06;3868032;0;5308425
2093;24;507677.8;226379.4;143815.6;428257.4;53254.25;2637651;0;3997035
2093;25;615352.7;143993;296742.7;1551386;27985.63;5145639;0;7781099
2093;26;117791;129077.5;302477.6;692896.3;12812.93;4528599;0;5783655
2093;27;0;0;0;0;0;0;0;0
2093;28;1.78E+07;9170666;1.12E+07;3.38E+07;1442359;1.85E+08;0;2.59E+08
2094;1;473164.1;612233.6;201724.8;544026.6;30328.45;4065888;0;5927366
2094;2;2535604;3422153;1591392;4370691;266223.2;1.55E+07;0;2.76E+07
2094;3;244517.1;221116.3;254081.5;743476.8;16883.02;3773213;0;5253288
2094;4;91213.84;9284.292;145514.5;408474.6;31974.46;2373631;0;3060093
2094;5;468701.7;436769.1;652392.7;1800750;32247.26;3168030;0;6558891
2094;6;424225.9;36990.93;414384.3;1206533;32495.14;3814544;0;5929173
2094;7;165580.9;60647.86;495451.4;678245;21380.71;4172822;0;5594128
2094;8;672757.9;377644.5;981251.3;2291525;32734.54;8184541;0;1.25E+07
2094;9;128934.2;177481.6;446192.2;1044756;26935.82;3639582;0;5463882
2094;10;113098.2;222497;137528.1;308145.9;6180.087;1336409;0;2123858
2094;11;1966536;181158;1192915;4489703;113186.8;4.95E+07;0;5.74E+07
2094;12;40936.13;45404.42;224991.9;850109.9;8834.212;5764327;0;6934604
2094;13;146546.5;6345.45;307973;364650.9;30022.79;2687187;0;3542726
2094;14;38751.47;79406.01;54886.55;211450.1;1227.333;621310.6;0;1007032
2094;15;3507.33;75480.64;75052.26;193429.1;12327.23;1089483;0;1449280
2094;16;180224.6;1154995;151241;375252;26987.14;1908745;0;3797444
2094;17;0;18552.29;794101.3;1083974;40738.64;8259364;0;1.02E+07
2094;18;736970;350550.4;558000.9;2924626;64432.07;8403498;0;1.30E+07
2094;19;86468.63;30802.96;100125.9;438569.5;15978.66;2425819;0;3097765
2094;20;5488171;797856.8;786140.9;3595827;259857.8;1.83E+07;0;2.93E+07
2094;21;899595.8;228062.5;500810.8;1687071;160087.6;1.81E+07;0;2.16E+07
2094;22;1001463;96830.41;303969;1037766;89783.48;2577737;0;5107549
2094;23;604572.6;64692;130621;610056.3;26644.06;3853327;0;5289913
2094;24;509983.1;228072.1;144881.1;431437.4;53342.08;2654389;0;4022105
2094;25;620684.3;146214.2;301211.7;1574744;28263.93;5210588;0;7881706
2094;26;119307.1;131614.2;308356.3;706349.3;13070.09;4606819;0;5885516
2094;27;0;0;0;0;0;0;0;0
2094;28;1.78E+07;9212855;1.13E+07;3.40E+07;1442167;1.86E+08;0;2.60E+08
2095;1;475830.3;614205.3;202607.6;546509.1;30383.75;4081551;0;5951088
2095;2;2542089;3432422;1596918;4385951;266803.4;1.55E+07;0;2.77E+07
2095;3;244475.7;221779.5;254870.9;745887.6;16970.64;3783700;0;5267685
2095;4;91558.55;9362.504;146734;411914.5;31981.6;2390073;0;3081624
2095;5;468840.2;438276.2;654685.4;1807233;32361.63;3175949;0;6577346
2095;6;424892.1;37193.14;416623.8;1213079;32672.1;3826266;0;5950726
2095;7;166556.7;61375.01;501444.8;686558.9;21569.51;4216505;0;5654010
2095;8;683551.7;386541.5;1003693;2344085;33474.05;8359554;0;1.28E+07
2095;9;130676.8;181651.9;456288.2;1068063;27315.93;3705843;0;5569839
2095;10;113458.7;224615.2;138742.9;310915.8;6196.758;1347121;0;2141051
2095;11;1971704;181593.9;1195850;4501489;113673.2;4.96E+07;0;5.75E+07
2095;12;40869.38;45323.3;224647;848873.1;8832.062;5742445;0;6910990
2095;13;146093.4;6337.528;307624.1;364250.8;29760.06;2679607;0;3533672
2095;14;38743.13;79554.57;54997.67;211896.8;1236.884;622610.5;0;1009040
2095;15;3534.261;76524.55;76059.09;196005.1;12382.23;1100820;0;1465325
2095;16;180663.5;1160678;152000.8;377186.9;26934;1918629;0;3816093
2095;17;0;18625.17;797872.3;1089325;41004.78;8283777;0;1.02E+07
2095;18;737225.9;352158.1;560647.9;2938672;64312.61;8431515;0;1.31E+07
2095;19;85829.03;30615.8;99528.16;435991.8;15878.75;2410990;0;3078833
2095;20;5446930;793044.7;781635.3;3575323;257366.6;1.82E+07;0;2.91E+07
2095;21;899460.5;228737.6;502410.7;1692616;158986.5;1.82E+07;0;2.17E+07
2095;22;999084.4;96900.96;304301.5;1039000;89663.68;2574672;0;5103622
2095;23;602451.9;64540.91;130322.6;608718.9;26698.15;3838422;0;5271154
2095;24;512272.1;229730.3;145934;434579.8;53421.61;2670879;0;4046817
2095;25;625953.8;148406.6;305628.8;1597838;28526.4;5274770;0;7981123
2095;26;120800.2;134112.2;314100.8;719545.3;13326.96;4683405;0;5985291
2095;27;0;0;0;0;0;0;0;0
2095;28;1.78E+07;9254306;1.13E+07;3.42E+07;1441734;1.87E+08;0;2.61E+08
2096;1;478287.3;615841.1;203363.8;548708.9;30419.36;4094760;0;5971380
2096;2;2547986;3441963;1602049;4400093;267271.7;1.55E+07;0;2.78E+07
2096;3;244297.8;222297.2;255499.8;747818.7;17051.38;3791317;0;5278282
2096;4;91907.73;9441.615;147959.7;415379.3;31975.46;2406777;0;3103441
2096;5;468959.2;439689;656848.4;1813376;32476.76;3184474;0;6595823
2096;6;425471.9;37378.5;418708.1;1219179;32837.73;3836898;0;5970473
2096;7;167493.5;62103.3;507440;694884.8;21739.96;4260596;0;5714258
2096;8;694743.7;396133.2;1027568;2400201;34180.75;8551066;0;1.31E+07
2096;9;132476.1;186131.1;467069.4;1092943;27666.18;3776454;0;5682740
2096;10;113787.6;226716;139948.9;313664.1;6210.116;1357679;0;2158006
2096;11;1975860;181923.7;1198105;4510659;114110.5;4.96E+07;0;5.76E+07
2096;12;40806.55;45226.2;224247.1;847445.6;8832.45;5725266;0;6891824
2096;13;145603.2;6325.407;307060.9;363619.7;29481.13;2665821;0;3517912
2096;14;38729.47;79687.52;55097.98;212304.6;1245.967;623834.9;0;1010901
2096;15;3561.043;77588.84;77088.42;198637;12429.07;1112465;0;1481769
2096;16;181066.9;1166118;152732.2;379054.2;26869.07;1928312;0;3834153
2096;17;0;18704.43;801697.7;1094725;41245.91;8305812;0;1.03E+07
2096;18;737275;353649.3;563085.8;2951605;64158.81;8455853;0;1.31E+07
2096;19;85216.73;30433.91;98951.35;433501.4;15786.22;2397107;0;3060997
2096;20;5405611;787906.3;776887.6;3553667;254955.2;1.81E+07;0;2.89E+07
2096;21;899259.4;229355.5;503899.8;1697799;157843.5;1.82E+07;0;2.17E+07
2096;22;996179.9;96902.55;304424.1;1039514;89493.13;2569696;0;5096209
2096;23;600113.1;64332.22;129926.2;606921.3;26747.3;3821195;0;5249235
2096;24;514322.9;231153.2;146865.5;437369.8;53469.18;2685985;0;4069165
2096;25;631295.7;150659.2;310163;1621558;28761.93;5341649;0;8084087
2096;26;122344;136856.3;320326.5;733832.3;13570.07;4765621;0;6092550
2096;27;0;0;0;0;0;0;0;0
2096;28;1.77E+07;9294516;1.14E+07;3.43E+07;1440829;1.87E+08;0;2.61E+08
2097;1;480728;617489.3;204112.6;550955.5;30448.79;4107683;0;5991417
2097;2;2554033;3451210;1607077;4413951;267713.7;1.55E+07;0;2.78E+07
2097;3;244115.5;222728.5;256076.3;749591.2;17129.57;3798749;0;5288390
2097;4;92251.65;9518.463;149148.7;418749.8;31961.41;2423238;0;3124868
2097;5;469033.8;441227.3;659102.1;1819741;32586.49;3193758;0;6615449
2097;6;426039.3;37546.65;420657.8;1224905;32997.25;3847134;0;5989280
2097;7;168408.3;62817.66;513332.9;703077.9;21906.26;4303979;0;5773522
2097;8;705865.1;405639.3;1051263;2455896;34893.71;8743492;0;1.34E+07
2097;9;134253.2;190623.7;477807.1;1117732;28008.1;3845961;0;5794385
2097;10;114096.6;228775.1;141139.8;316375.5;6221.63;1368098;0;2174707
2097;11;1980022;182264.1;1200402;4519963;114540.1;4.97E+07;0;5.77E+07
2097;12;40743.72;45122.29;223812.6;845904.4;8833.397;5713522;0;6877938
2097;13;145110.3;6312.383;306436.5;362929.7;29186.59;2646069;0;3496044
2097;14;38711.56;79801.05;55185.87;212667.2;1254.826;624976.9;0;1012597
2097;15;3587.53;78635.96;78108.23;201243.3;12473.78;1124012;0;1498061
2097;16;181466.4;1171667;153470.2;380932.4;26802.36;1937865;0;3852204
