time,class_ 1,class_ 2,class_ 3,class_ 4,class_ 5,class_ 6,class_ 7,class_ 8,class_ 9,class_ 10,class_ 11,class_ 12,class_ 13,class_ 14,class_ 15,class_ 16,class_ 17,class_ 18,class_ 19,class_ 20,class_ 21,class_ 22,class_ 23,class_ 24,class_ 25,class_ 26
1981,24781748.29082584,99413854.22383276,74627190.54442568,16623814.180355525,27399364.64995278,47317832.10690142,28556673.407815084,46185499.688751504,30161347.078491088,27929021.593247175,133080303.31392713,16174711.035968645,13594186.751978816,18987982.046986524,10306090.720584031,63623272.66859048,14583160.278405556,125033030.69021222,14188246.42364914,267317572.06095576,55753402.56277806,31904114.936982024,76396387.0344081,16834743.70086935,42066143.741002195,19134328.533919826
1982,9375565.45483771,60180344.57414381,26560880.64109361,11566267.80893812,4549563.895195439,33086989.934532195,30398859.283015825,45967752.67042028,32381564.94432829,12246497.337545007,119048302.19500354,11530756.612024654,11985113.01680961,15424760.894147072,9738924.540200578,52340853.10236587,127932810.32082768,125918099.15884052,15226193.021243421,279226351.6282467,59966491.89285773,42341521.5827486,98638539.04712789,13422197.839285376,50506677.66708404,18172752.451237842
1983,13346685.278425634,369074357.729962,7205.043027016479,10518455.322273767,237862.34387477394,20817488.76163466,32968984.153777543,57568701.04987262,29916724.078703936,9430564.711602194,166145976.28978577,10654737.677563744,20635636.13447782,15207293.152152836,9290694.743601257,54212035.598479755,78897727.7324796,146800102.12747806,18040558.333164062,301049054.52062964,58069192.5298308,44213502.467004165,96299140.91421986,11298108.222031502,52118798.00283134,17985851.571546093
1984,33322558.17313096,352815602.8854156,12428929.385682024,14705942.986472039,5658333.322148217,23851287.710594565,36835514.19963486,60728179.46978312,25643368.295952234,11998840.613960348,185768345.0423393,23429765.57736159,27839747.453815103,15389974.838811012,10068169.866740026,52042158.90416504,52989678.98939222,134334664.00308716,17512775.219731223,298055279.0515326,56743977.073914796,41226095.39561788,83486286.1137069,14470416.976906635,52512084.09989215,20360707.621454965
1985,39001000.785989605,340818967.4340451,31384983.941499785,12445462.768128557,15447144.1574774,25916621.219003435,30372190.265895374,86186807.20899975,22761693.32004429,9787203.956404855,209030596.39762908,18479621.49603197,16500912.233996449,13158439.303870738,10395451.736502666,44171875.7521284,34275387.958698966,134770685.89328915,18277818.91486207,344128339.40682435,53371790.22393431,32422467.867164254,107385147.26373073,24189881.114580903,58680004.07264063,15887801.628912002
1986,39243630.39091821,294326149.32596445,26736938.147095878,8348980.824564213,34103523.688966125,84641829.32501617,24903948.585454255,53587918.04397077,30701397.28912966,1145125.9548931164,222787034.6653458,33888841.325589254,9462480.936699452,9877093.034799421,10194320.558973415,33973337.45966212,153409450.3463593,152068048.87363386,19515523.97301298,336129176.1969274,53837222.7522177,50581232.050707586,90075122.06068204,17741988.145709585,52138383.76280016,21833910.517276607
1987,29251615.841210566,256160396.04433018,24764044.011424854,16493759.292978544,62860013.70058152,57417057.32780735,34300931.38317784,50985039.71455954,35812116.87024306,8963883.419807542,269022561.9862794,34292277.62615982,35254628.47420162,12056645.728179088,10089256.076750692,41207393.27324663,57882786.22977565,143146735.3908691,23204815.75918074,351730760.69353,61688111.155988954,29301520.92519529,123710232.10113466,23081456.10874024,45560454.71463106,19754744.7622202
1988,31924566.90616133,278521625.88801,42269362.628315166,14404569.339070566,7720945.334579024,40621538.62379918,41489001.799437694,73586982.38133511,38422525.90465413,19159921.0798869,308588804.92462415,13652354.81640207,13923633.676562857,21055759.022504933,11722377.20567195,75043110.65579519,11969824.812439889,166242382.7846105,24514808.414998543,384280012.89144874,77710887.80329816,43579908.64645178,136777355.68843225,19235106.71166722,52474920.00095564,22799304.180243216
1989,29480444.14751008,251337783.14078382,70394553.53118882,20109522.28318656,43894243.64997357,23944502.79223256,33966690.02706057,58570037.689260244,32850511.02557788,16316917.346213521,293750565.85782653,15783439.577876939,9526281.510432782,29556127.59054356,14685533.502005022,103180364.70864958,48504605.276720874,152267490.14092696,30384512.773466025,350566835.6215531,82529035.211299,34334529.51182837,123408557.8917129,21683638.60932824,55215148.91314702,27654310.081714995
1990,22530511.883960824,203417163.47874215,71364210.46344967,13842317.923165487,368854.49754951475,9169144.837298429,27408353.349695202,18831872.380501408,33595749.25073294,14415353.502872648,281884804.5307409,18294288.896435052,46251698.01355198,32227093.936078895,14641296.59755844,113261171.74665576,33942904.92892443,159308079.3903547,30469321.347874705,307856498.0757651,98506860.25566077,65337256.716250956,119734085.9347399,21240760.159937598,57825774.00907802,28522631.070173137
1991,16807611.593716677,149711855.24369237,67301549.53630291,12227590.471148336,14216187.416729618,112678381.98104432,21575015.996705305,65710993.22172895,33220286.663182177,12735555.512532048,252033209.0615259,8700353.384469297,23788892.008916903,6734946.937884899,8947716.29827545,32547403.30963142,127211191.90650909,153857989.9117376,36598341.31133676,348875734.85567605,73220914.68733937,57058173.66803944,110867224.20717853,17063978.78503047,55286586.25433163,21804469.299783524
1992,16408012.767105747,254131289.01295182,67546759.62266581,15490077.897002755,29392750.576302644,115524267.74624017,30561509.24609894,72732087.72146273,35171200.32668246,5365978.312570791,233494874.95943457,2396340.4798716023,25301122.79207809,6987432.458927012,3444637.0173697285,26501726.4642356,69409490.67074822,149063361.97786403,30821531.49404257,372689212.0777503,87570288.34384798,48864188.15899896,98098875.23562737,16791993.794956177,72531573.0828865,30108324.222127356
