Time,type_data,unit,Region,sector,technology,sub_technology,material,value,min,max
2020,inflow,kg/MW,World,generation,NUC,tech1,niobium,0.77,0.01,2
2020,inflow,kg/MW,World,generation,NUC,tech1,silver,3.0933333333333333,0.06,8
2020,inflow,kg/MW,World,generation,NUC,tech1,steel,36143.71428571428,7407,61104
2020,inflow,kg/MW,World,generation,NUC,tech1,tin,2.65,0.3,5
2020,inflow,kg/MW,World,generation,NUC,tech1,tungsten,5,5,5
2020,inflow,kg/MW,World,generation,NUC,tech1,vanadium,1.725,1,3
2020,inflow,kg/MW,World,generation,NUC,tech1,yttrium,1,1,1
2020,inflow,kg/MW,World,generation,NUC,tech1,zinc,67.33333333333333,2,100
2020,inflow,kg/MW,World,generation,NUC,tech1,zirconium,22.5,14,31
2020,inflow,kg/MW,World,generation,ClST,tech1,aluminium,504,255,1033.5
2020,inflow,kg/MW,World,generation,ClST,tech1,chromium,308,308,308
2020,inflow,kg/MW,World,generation,ClST,tech1,cobalt,115,115,201
2020,inflow,kg/MW,World,generation,ClST,tech1,concrete,352800,74300,352800
2020,inflow,kg/MW,World,generation,ClST,tech1,copper,1146,454,1510.5
2020,inflow,kg/MW,World,generation,ClST,tech1,manganese,3.795,3.795,199
2020,inflow,kg/MW,World,generation,ClST,tech1,nickel,836,721,836
2020,inflow,kg/MW,World,generation,ClST,tech1,steel,84600,44425,84600
2020,inflow,kg/MW,World,generation,ClST,tech1,tantalum,8.757,8.757,8.757
2020,inflow,kg/MW,World,generation,IGCC,tech1,aluminium,504,255,1033.5
2020,inflow,kg/MW,World,generation,IGCC,tech1,chromium,0,0,0
2020,inflow,kg/MW,World,generation,IGCC,tech1,cobalt,115,115,201
2020,inflow,kg/MW,World,generation,IGCC,tech1,concrete,165000,74300,178320
2020,inflow,kg/MW,World,generation,IGCC,tech1,copper,1146,454,1510.5
2020,inflow,kg/MW,World,generation,IGCC,tech1,manganese,3.795,3.795,199
2020,inflow,kg/MW,World,generation,IGCC,tech1,nickel,836,721,836
2020,inflow,kg/MW,World,generation,IGCC,tech1,steel,34900,34900,77036
2020,inflow,kg/MW,World,generation,IGCC,tech1,tantalum,8.757,8.757,8.757
2020,inflow,kg/MW,World,generation,ClCS,tech1,aluminium,504,255,624
2020,inflow,kg/MW,World,generation,ClCS,tech1,chromium,0,0,0
2020,inflow,kg/MW,World,generation,ClCS,tech1,cobalt,123,123,123
2020,inflow,kg/MW,World,generation,ClCS,tech1,concrete,352800,272830,352800
2020,inflow,kg/MW,World,generation,ClCS,tech1,copper,1630,545,1630
2020,inflow,kg/MW,World,generation,ClCS,tech1,manganese,3765,112,3765
2020,inflow,kg/MW,World,generation,ClCS,tech1,nickel,1981,1981,1981
2020,inflow,kg/MW,World,generation,ClCS,tech1,steel,109200,61648,109200
2020,inflow,kg/MW,World,generation,ClCS,tech1,tantalum,8.757,8.757,8.757
2020,inflow,kg/MW,World,generation,ClCHP,tech1,aluminium,504,504,504
2020,inflow,kg/MW,World,generation,ClCHP,tech1,chromium,0,0,0
2020,inflow,kg/MW,World,generation,ClCHP,tech1,cobalt,115,115,115
2020,inflow,kg/MW,World,generation,ClCHP,tech1,concrete,352800,352800,352800
2020,inflow,kg/MW,World,generation,ClCHP,tech1,copper,5591,5591,5591
2020,inflow,kg/MW,World,generation,ClCHP,tech1,manganese,14.595,14.595,14.595
2020,inflow,kg/MW,World,generation,ClCHP,tech1,nickel,836,836,836
2020,inflow,kg/MW,World,generation,ClCHP,tech1,steel,84600,84600,84600
2020,inflow,kg/MW,World,generation,ClCHP,tech1,tantalum,8.757,8.757,8.757
2020,inflow,kg/MW,World,generation,ClCHPCS,tech1,aluminium,504,504,504
2020,inflow,kg/MW,World,generation,ClCHPCS,tech1,chromium,0,0,0
2020,inflow,kg/MW,World,generation,ClCHPCS,tech1,cobalt,123,123,123
2020,inflow,kg/MW,World,generation,ClCHPCS,tech1,concrete,352800,352800,352800
2020,inflow,kg/MW,World,generation,ClCHPCS,tech1,copper,6283,6283,6283
2020,inflow,kg/MW,World,generation,ClCHPCS,tech1,manganese,3776,3776,3776
2020,inflow,kg/MW,World,generation,ClCHPCS,tech1,nickel,1981,1981,1981
2020,inflow,kg/MW,World,generation,ClCHPCS,tech1,steel,109200,109200,109200
2020,inflow,kg/MW,World,generation,ClCHPCS,tech1,tantalum,8.757,8.757,8.757
2020,inflow,kg/MW,World,generation,OlST,tech1,aluminium,600,517.6,600
2020,inflow,kg/MW,World,generation,OlST,tech1,chromium,904,904,904
2020,inflow,kg/MW,World,generation,OlST,tech1,cobalt,67.282,67.282,67.282
2020,inflow,kg/MW,World,generation,OlST,tech1,concrete,213360,213360,213360
2020,inflow,kg/MW,World,generation,OlST,tech1,copper,762.112903199999,762.112903199999,1513
2020,inflow,kg/MW,World,generation,OlST,tech1,lead,0,0,9
2020,inflow,kg/MW,World,generation,OlST,tech1,manganese,0,0,359
2020,inflow,kg/MW,World,generation,OlST,tech1,nickel,425.782,425.782,676
2020,inflow,kg/MW,World,generation,OlST,tech1,steel,72900,72900,72900
2020,inflow,kg/MW,World,generation,OlST,tech1,tantalum,4.756,4.756,4.756
2020,inflow,kg/MW,World,generation,OlST,tech1,zinc,40,40,40
2020,inflow,kg/MW,World,generation,OlCC,tech1,aluminium,600,517.6,600
2020,inflow,kg/MW,World,generation,OlCC,tech1,chromium,0,0,0
2020,inflow,kg/MW,World,generation,OlCC,tech1,cobalt,67.282,67.282,67.282
2020,inflow,kg/MW,World,generation,OlCC,tech1,concrete,213360,213360,213360
2020,inflow,kg/MW,World,generation,OlCC,tech1,copper,762.112903199999,762.112903199999,1513
2020,inflow,kg/MW,World,generation,OlCC,tech1,lead,0,0,9
2020,inflow,kg/MW,World,generation,OlCC,tech1,manganese,0,0,359
2020,inflow,kg/MW,World,generation,OlCC,tech1,nickel,425.782,425.782,676
2020,inflow,kg/MW,World,generation,OlCC,tech1,steel,72900,72900,72900
2020,inflow,kg/MW,World,generation,OlCC,tech1,tantalum,4.756,4.756,4.756
2020,inflow,kg/MW,World,generation,OlCC,tech1,zinc,425.782,425.782,676
2020,inflow,kg/MW,World,generation,OlCS,tech1,aluminium,600,600,600
2020,inflow,kg/MW,World,generation,OlCS,tech1,chromium,0,0,0
2020,inflow,kg/MW,World,generation,OlCS,tech1,cobalt,74.782,74.782,74.782
2020,inflow,kg/MW,World,generation,OlCS,tech1,concrete,213360,213360,213360
2020,inflow,kg/MW,World,generation,OlCS,tech1,copper,1454.112903,1454.112903,1454.112903
2020,inflow,kg/MW,World,generation,OlCS,tech1,lead,0,0,0
2020,inflow,kg/MW,World,generation,OlCS,tech1,manganese,3761,3761,3761
2020,inflow,kg/MW,World,generation,OlCS,tech1,nickel,425.782,425.782,425.782
2020,inflow,kg/MW,World,generation,OlCS,tech1,steel,94097.87234,94097.87234,94097.87234
2020,inflow,kg/MW,World,generation,OlCS,tech1,tantalum,4.756,4.756,4.756
2020,inflow,kg/MW,World,generation,OlCS,tech1,zinc,425.782,425.782,676
2020,inflow,kg/MW,World,generation,OlCHP,tech1,aluminium,600,600,600
2020,inflow,kg/MW,World,generation,OlCHP,tech1,chromium,0,0,0
2020,inflow,kg/MW,World,generation,OlCHP,tech1,cobalt,67.282,67.282,67.282
2020,inflow,kg/MW,World,generation,OlCHP,tech1,concrete,213360,213360,213360
2020,inflow,kg/MW,World,generation,OlCHP,tech1,copper,5206.912903,5206.912903,5206.912903
2020,inflow,kg/MW,World,generation,OlCHP,tech1,lead,0,0,0
2020,inflow,kg/MW,World,generation,OlCHP,tech1,manganese,10.8,10.8,10.8
2020,inflow,kg/MW,World,generation,OlCHP,tech1,nickel,425.782,425.782,425.782
2020,inflow,kg/MW,World,generation,OlCHP,tech1,steel,72900,72900,72900
2020,inflow,kg/MW,World,generation,OlCHP,tech1,tantalum,4.756,4.756,4.756
2020,inflow,kg/MW,World,generation,OlCHP,tech1,zinc,425.782,425.782,425.782
2020,inflow,kg/MW,World,generation,OlCHPCS,tech1,aluminium,600,600,600
2020,inflow,kg/MW,World,generation,OlCHPCS,tech1,chromium,0,0,0
2020,inflow,kg/MW,World,generation,OlCHPCS,tech1,cobalt,74.782,74.782,74.782
2020,inflow,kg/MW,World,generation,OlCHPCS,tech1,concrete,213360,213360,213360
2020,inflow,kg/MW,World,generation,OlCHPCS,tech1,copper,5898.912903,5898.912903,5898.912903
2020,inflow,kg/MW,World,generation,OlCHPCS,tech1,lead,0,0,0
2020,inflow,kg/MW,World,generation,OlCHPCS,tech1,manganese,3771.8,3771.8,3771.8
2020,inflow,kg/MW,World,generation,OlCHPCS,tech1,nickel,425.782,425.782,425.782
2020,inflow,kg/MW,World,generation,OlCHPCS,tech1,steel,94097.87234,94097.87234,94097.87234
2020,inflow,kg/MW,World,generation,OlCHPCS,tech1,tantalum,4.756,4.756,4.756
2020,inflow,kg/MW,World,generation,OlCHPCS,tech1,zinc,425.782,425.782,425.782
2020,inflow,kg/MW,World,generation,NGOT,tech1,aluminium,376.451613,376.451613,922
2020,inflow,kg/MW,World,generation,NGOT,tech1,chromium,48,52.5,57
2020,inflow,kg/MW,World,generation,NGOT,tech1,cobalt,19.078,1.8,19.078
2020,inflow,kg/MW,World,generation,NGOT,tech1,concrete,43029.35484,43029.35484,43029.35484
2020,inflow,kg/MW,World,generation,NGOT,tech1,copper,378.2258065,378.2258065,1110
2020,inflow,kg/MW,World,generation,NGOT,tech1,lead,0,0,5
2020,inflow,kg/MW,World,generation,NGOT,tech1,magnesium,2,2,2
2020,inflow,kg/MW,World,generation,NGOT,tech1,manganese,27.419,27,199
2020,inflow,kg/MW,World,generation,NGOT,tech1,nickel,20.7,8,425.782
2020,inflow,kg/MW,World,generation,NGOT,tech1,steel,4035.483871,4035.483871,15538
2020,inflow,kg/MW,World,generation,NGOT,tech1,tantalum,0.755,0.755,0.755
2020,inflow,kg/MW,World,generation,NGOT,tech1,zinc,20,20,20
2020,inflow,kg/MW,World,generation,NGCC,tech1,aluminium,652,204,652
2020,inflow,kg/MW,World,generation,NGCC,tech1,chromium,48,52.5,57
2020,inflow,kg/MW,World,generation,NGCC,tech1,cobalt,19.078,19.078,19.078
2020,inflow,kg/MW,World,generation,NGCC,tech1,concrete,64624.5,64624.5,97800
2020,inflow,kg/MW,World,generation,NGCC,tech1,copper,1051.282051,500,1051.282051
2020,inflow,kg/MW,World,generation,NGCC,tech1,lead,0,0,0
2020,inflow,kg/MW,World,generation,NGCC,tech1,magnesium,2,2,2
2020,inflow,kg/MW,World,generation,NGCC,tech1,manganese,27.419,27.419,124
2020,inflow,kg/MW,World,generation,NGCC,tech1,nickel,15.75,15.75,15.75
2020,inflow,kg/MW,World,generation,NGCC,tech1,steel,28969,28969,51130
2020,inflow,kg/MW,World,generation,NGCC,tech1,tantalum,0.755,0.755,0.755
2020,inflow,kg/MW,World,generation,NGCC,tech1,zinc,20,20,20
2020,inflow,kg/MW,World,generation,NGCS,tech1,aluminium,376.451613,204,376.451613
2020,inflow,kg/MW,World,generation,NGCS,tech1,chromium,48,52.5,57
2020,inflow,kg/MW,World,generation,NGCS,tech1,cobalt,26.578,26.578,26.578
2020,inflow,kg/MW,World,generation,NGCS,tech1,concrete,43029.35484,43029.35484,109043
2020,inflow,kg/MW,World,generation,NGCS,tech1,copper,1070.225806,545,1070.225806
2020,inflow,kg/MW,World,generation,NGCS,tech1,lead,0,0,0
2020,inflow,kg/MW,World,generation,NGCS,tech1,magnesium,2,2,2
2020,inflow,kg/MW,World,generation,NGCS,tech1,manganese,3788.419,112,3788.419
2020,inflow,kg/MW,World,generation,NGCS,tech1,nickel,425.782,425.782,425.782
2020,inflow,kg/MW,World,generation,NGCS,tech1,steel,5208.922443,5208.922443,78229
2020,inflow,kg/MW,World,generation,NGCS,tech1,tantalum,0.755,0.755,0.755
2020,inflow,kg/MW,World,generation,NGCS,tech1,zinc,20,20,20
2020,inflow,kg/MW,World,generation,NGCHP,tech1,aluminium,376.451613,376.451613,376.451613
2020,inflow,kg/MW,World,generation,NGCHP,tech1,chromium,48,52.5,57
2020,inflow,kg/MW,World,generation,NGCHP,tech1,cobalt,19.078,19.078,19.078
2020,inflow,kg/MW,World,generation,NGCHP,tech1,concrete,43029.35484,43029.35484,43029.35484
2020,inflow,kg/MW,World,generation,NGCHP,tech1,copper,4823.025806,4823.025806,4823.025806
2020,inflow,kg/MW,World,generation,NGCHP,tech1,lead,0,0,0
2020,inflow,kg/MW,World,generation,NGCHP,tech1,magnesium,2,2,2
2020,inflow,kg/MW,World,generation,NGCHP,tech1,manganese,38.219,38.219,38.219
2020,inflow,kg/MW,World,generation,NGCHP,tech1,neodymium,0,0,0
2020,inflow,kg/MW,World,generation,NGCHP,tech1,nickel,425.782,425.782,425.782
2020,inflow,kg/MW,World,generation,NGCHP,tech1,steel,4035.483871,4035.483871,4035.483871
2020,inflow,kg/MW,World,generation,NGCHP,tech1,tantalum,0.755,0.755,0.755
2020,inflow,kg/MW,World,generation,NGCHP,tech1,zinc,20,20,20
2020,inflow,kg/MW,World,generation,NGCHPCS,tech1,aluminium,376.451613,376.451613,376.451613
2020,inflow,kg/MW,World,generation,NGCHPCS,tech1,chromium,48,52.5,57
2020,inflow,kg/MW,World,generation,NGCHPCS,tech1,cobalt,26.578,26.578,26.578
2020,inflow,kg/MW,World,generation,NGCHPCS,tech1,concrete,43029.35484,43029.35484,109043
2020,inflow,kg/MW,World,generation,NGCHPCS,tech1,copper,5515.025806,5515.025806,5515.025806
2020,inflow,kg/MW,World,generation,NGCHPCS,tech1,lead,0,0,0
2020,inflow,kg/MW,World,generation,NGCHPCS,tech1,magnesium,2,2,2
2020,inflow,kg/MW,World,generation,NGCHPCS,tech1,manganese,3799.219,3799.219,3799.219
2020,inflow,kg/MW,World,generation,NGCHPCS,tech1,nickel,425.782,425.782,425.782
2020,inflow,kg/MW,World,generation,NGCHPCS,tech1,steel,5208.922443,5208.922443,78229
2020,inflow,kg/MW,World,generation,NGCHPCS,tech1,tantalum,0.755,0.755,0.755
2020,inflow,kg/MW,World,generation,NGCHPCS,tech1,zinc,20,20,20
