type,years,Canada,US,Mexico,Rest C.Am.,Brazil,Rest S.Am.,N.Africa,W.Africa,E.Africa,South Africa,W.Europe,C.Europe,Turkey,Ukraine,Stan,Russia,M.East,India,Korea,China,SE.Asia,Indonesia,Japan,Oceania,Rest S.Asia,Rest S.Africa
underground,2026,11617.043646771652,90318.50104631249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63902.595257860405,5513.08740794985,574.2770232802293,0.0,0.0,758.2142837414244,0.0,0.0,757.156856183264,22015.394002620345,0.0,0.0,3567.8652421696547,7849.883273217033,0.0,0.0
underground,2027,11944.632918585548,92920.39620373498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65731.74047294472,6120.502775640825,735.7521079491529,0.0,0.0,1338.5694129536225,0.0,0.0,811.7224337817405,27406.498206524175,0.0,0.0,3638.6169083986497,8113.484182111625,0.0,0.0
underground,2028,12331.313552691818,96404.03266614398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68702.622892169,6840.9624600295165,903.2759526520895,0.0,0.0,1932.381919727143,0.0,0.0,911.3186931182173,33252.93677020349,0.0,0.0,3740.4553804087313,8322.530084691885,0.0,0.0
underground,2029,12764.055090044352,100956.42658633528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72616.48176417581,7645.249143627045,1082.807075748103,0.0,0.0,2521.8284276202603,0.0,0.0,1030.0895741885577,39618.75591554955,0.0,0.0,3788.13896644473,8598.738765529302,0.0,0.0
underground,2030,13203.456587822433,106794.28733409637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77748.58652737537,8612.10907477496,1287.5267394086895,0.0,0.0,3164.0507774703638,0.0,0.0,1347.42553621535,46465.4104046123,0.0,0.0,3845.685316587206,8939.360856845542,0.0,0.0
underground,2031,13712.7178036021,108297.58555356867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78160.91315052805,9677.1430139909,1477.6129221417332,0.0,0.0,3703.8562509884187,0.0,0.0,1476.1537504636665,51526.457577364665,0.0,0.0,3917.5874746315367,9329.391403501308,0.0,0.0
underground,2032,14274.60552397254,109538.74763892153,5.5790249720418466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79109.10058202969,10964.553415382325,1696.0931470652397,0.0,0.0,4244.700805989124,0.0,0.0,1607.6173566393054,56922.170018570105,0.0,0.0,3970.79392292639,9824.90021409759,0.0,0.0
underground,2033,14984.301800356166,112095.35444120185,186.5656574425319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80923.04519993234,12501.341684908057,1927.1469535812337,0.0,0.0,4825.9376298885745,0.0,0.0,1687.1082197225355,62779.40355010052,0.0,0.0,4034.828963016816,10404.705752566058,0.0,0.0
underground,2034,15837.62679574297,115761.88477482829,386.4364478872529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82575.43885630791,14722.200778312716,2185.2568107742413,0.0,0.0,5444.3062896940755,0.0,0.0,1747.4165584043076,69202.47504844947,0.0,0.0,4096.596524313841,10944.131552488378,0.0,0.0
underground,2035,16889.043288904126,119875.50681898465,606.0295072777775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84437.50462594582,17480.22172081057,2453.2162546043555,0.0,0.0,6019.315261166439,0.0,0.0,1813.1665798501865,76022.43629832717,0.0,0.0,4156.914464520566,11489.568876157971,0.0,0.0
underground,2036,18279.040160443536,122768.734307135,840.8880833287589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84686.80605083458,19426.467486957157,2742.1962737422186,0.0,0.0,6473.621608930099,0.0,0.0,1864.8989485429568,82207.53334736699,0.0,0.0,4216.71906668537,11989.289852038251,0.0,0.0
underground,2037,19775.939673507542,125449.30125160202,1097.1718455991231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86250.56953357338,20706.950945664794,3041.2246767670176,0.0,0.0,6962.918750509679,0.0,0.0,1914.3122938091506,88544.73663086868,0.0,0.0,4279.833507876304,12451.516144268133,0.0,0.0
underground,2038,21247.27709136951,128195.35991006203,1370.3629610609596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89214.35387896215,22252.546623657126,3355.967548127793,0.0,0.0,7426.230015556688,59.33867332591106,0.0,1960.48031627105,95169.79872702545,0.0,0.0,4344.922489559623,12843.139801942438,0.0,0.0
underground,2039,22659.140811661404,130788.45053172829,1656.845084727825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92033.88832141846,23449.274605750983,3696.1542728918407,0.0,0.0,7939.885608894105,459.9163809748676,0.0,1997.6530937410769,102137.93358081138,0.0,0.0,4413.208150679535,13275.52831314085,0.0,0.0
underground,2040,23895.369936445073,133304.12965007205,1964.0288701652871,4.9708532918462955,0.0,0.0,0.0,0.0,0.0,0.0,95070.55724669155,24864.998232595633,4064.2416104381746,0.0,0.0,8480.003643701544,899.139348597535,0.0,2027.4870230857598,109065.48455365183,0.0,0.0,4476.122153203859,13671.854026816809,0.0,0.0
underground,2041,24825.17011410879,135621.6662198812,2289.6654050732936,98.8003875858937,0.0,0.0,0.0,0.0,0.0,0.0,98069.72366990376,25715.31700803059,4436.4009415683595,0.0,0.0,8952.286494233207,1331.3668458249563,0.0,2051.7167668312345,115768.21069289891,0.0,0.0,4546.800745684799,14109.21879114834,0.0,0.0
underground,2042,25732.6797277424,138425.1051968934,2635.1826390801302,203.66345975470696,0.0,0.0,0.0,0.0,0.0,0.0,101471.47946353503,26559.78168549235,4849.2093134368015,0.0,0.0,9515.608781315332,1792.6531622787727,0.0,2079.9515396215893,122799.2836691528,0.0,0.0,4645.508862775758,14595.786253577658,0.0,0.0
underground,2043,26706.58711562592,140993.18021779315,2999.604477792161,320.94891078713334,0.0,0.0,0.0,0.0,0.0,0.0,104915.64105534228,27614.43548653115,5273.283148782217,0.0,0.0,10187.896286013342,2292.5325620154167,0.0,2125.835296742277,130174.0785915021,0.0,0.0,4740.677939139115,15147.771341222851,0.0,0.0
underground,2044,27799.15208787291,143935.54510264404,3390.4579499527895,453.58003984160985,0.0,0.0,0.0,0.0,0.0,0.0,108132.58676278683,28779.73741102626,5739.83482147518,0.0,0.0,11073.265542680712,2820.7157723062423,0.0,2199.5069908696973,137966.7739587215,0.0,0.0,4841.043553033122,15734.704759604982,0.0,0.0
underground,2045,28704.804585577716,146563.59851525875,3797.6095830944373,599.0415448220499,0.0,219.62788682123647,0.0,0.0,0.0,0.0,111597.45666451189,30052.37653492149,6212.917799048932,0.0,0.0,12064.849182822129,3377.5347999067203,0.0,2265.9548430402333,146035.45769407207,0.0,0.0,4944.840208521292,16341.69782128579,0.0,0.0
underground,2046,29572.59331007809,149001.80568087453,4239.83009909642,760.3939970243733,0.0,650.3540715163322,0.0,0.0,0.0,0.0,114285.75833726121,31100.60611843747,6702.6159446483625,0.0,0.0,13121.134797647153,3924.9844763419283,0.0,2336.69106759042,153553.9549822446,0.0,0.0,5052.351117606708,16900.015534265935,0.0,0.0
underground,2047,30363.290924267218,151786.434416963,4707.007894824865,935.5393063158143,0.0,1110.97040868761,0.0,0.0,0.0,0.0,117989.3410885682,32321.168205603874,7178.0919740524505,0.0,0.0,14269.144566510815,4504.740223572955,0.0,2401.394295211746,161105.09909967502,0.0,0.0,5164.743999553876,17417.893347491154,0.0,0.0
underground,2048,31063.340113096627,154833.58919488566,5194.003932557147,1131.080336795472,379.08248454515115,1601.2029417133026,0.0,0.0,0.0,73.43743791139379,121340.36809035098,33609.324664060914,7688.705103090864,151.72893601121578,0.0,15353.283560056425,5123.577801691849,0.0,2511.0137604951183,168935.47087043387,0.0,142.513398033739,5285.210420846198,17944.33506284225,0.0,0.0
underground,2049,31668.401702709478,158356.96301716493,5712.27607737716,1336.3804204942128,875.2059046536596,2125.432781681816,0.0,0.0,0.0,235.70966847030155,125404.85498725704,34863.54006203265,8211.706793747619,324.96988222633297,0.0,16281.03112585054,5783.139200865772,0.0,2590.0385994860953,176819.82853753163,40.33497629662315,470.1535771095762,5405.7307662302555,18422.064445460277,0.0,0.0
underground,2050,32061.661996120405,162238.7925273221,6256.278493445224,1564.595673867302,1401.8441394861993,2679.735609326655,0.0,0.0,0.0,407.7662624097477,129616.01268756157,36276.45460807899,8747.5511566505,516.8345443132482,54.195065103657605,17163.63608498083,6473.695446760414,0.0,2647.5032208534567,184700.00221477877,542.4810320864312,825.8257877954976,5529.288877700102,18931.971233351884,0.0,0.0
underground,2051,32386.149824561297,166725.09578386304,6833.098805826049,1802.557499280837,1967.0055184377832,3257.3105360632476,0.0,0.0,1932.955037887301,584.2176308001261,133839.20045651236,37510.923957786224,9324.614161131456,727.2649935353625,180.18111850090233,18065.9470158282,7188.524798595481,0.0,2711.499046064327,192044.83583949655,1066.6559574512441,1184.718395969047,5687.876009464483,19477.279347237898,0.0,0.0
underground,2052,32754.937836336903,171369.6207885685,7439.767600093744,2063.0946094558713,2569.4138621438433,3858.798817614549,0.0,0.0,4589.20855690213,771.6956111442263,138958.9703425119,38820.73099798379,9937.396557875447,964.7986635549228,311.1560839838446,18798.73069466377,7933.206874567682,0.0,2783.1065986887725,199217.0566397532,1630.0395888816902,1573.217966739519,5838.813580481732,20031.874807594148,0.0,0.0
underground,2053,33237.303392943315,176420.74387227904,8085.114570180772,2333.2026541270166,3205.574547500248,4490.707337223213,0.0,0.0,7701.134208797913,970.79615640726,143657.10522841488,40173.97949693536,10565.020878814978,1228.9047324732826,449.90502993105,19675.857098068358,8717.949308935888,0.0,2838.959072604516,206306.31652947605,2233.035011388413,1990.254233169668,5976.171005438502,20638.620697618222,0.0,0.0
underground,2054,33691.44272805937,181914.10226668525,8777.091405380628,2627.5143962403686,3881.7789615571196,5148.76105473884,0.0,0.0,11287.301724037432,1182.910271834441,148889.83923875124,41606.91260047153,11231.20292620591,1524.0812800807835,595.5678541675782,20343.835090121545,9551.727286351967,2443.545049471401,2896.4054281866433,214237.65479760652,2874.713769820047,2437.0945545749278,6121.261826197484,21260.905489767032,0.0,0.0
underground,2055,34132.60056790727,187108.67502618834,9505.065107756354,2927.1252286052318,4590.809943322822,5831.914691498924,0.0,0.0,15430.774538136364,1408.9100288599707,153874.07318760396,43113.48545849706,11887.281751479755,1845.4288914426863,747.4295115407929,21231.083676340586,10457.417714738185,7438.539679817321,2943.3314333724697,221213.72187998146,3560.537427990645,2921.3981847978926,6242.753937207864,21883.861769516127,0.0,0.0
underground,2056,34526.89458906844,192998.89393693715,10261.18078810772,3246.2656092946213,5334.260134930493,6533.118282606629,0.0,0.0,20101.5768562569,1645.366081182079,158778.87819623965,44497.55513330127,12507.79667411887,2195.277798982634,909.4438411117044,22137.054713223126,11479.913184612507,12758.191764495736,2980.3823920234577,227870.2212732537,4264.07560309524,3416.5183619188597,6354.863565023786,22596.443630899685,0.0,0.0
underground,2057,34865.81272475872,198636.87690424302,11033.877815859001,3574.6018893567775,6109.136817405129,7266.1877885014865,552.6254378004752,0.0,25433.189506041737,1897.3173879445778,163862.28346452792,45749.000031133735,13134.942509809043,2559.4141925989265,1075.8250227263732,23196.97738786795,12540.385020055686,18621.72339527686,3013.207661572386,234556.23926369046,5009.351842227085,3942.9466470750403,6476.379592015503,23341.738860370755,0.0,0.0
underground,2058,34975.9618548348,204656.05233888398,11840.048714657765,3933.014503745918,6916.352776093869,8039.928992512329,1225.8313885426805,0.0,31517.996374708764,2165.1124416976545,169298.04659083034,47114.47504789124,13758.430154441667,2936.179974797679,1253.5305598450354,24087.85755284428,13644.36818143397,25035.15121902374,3050.9926838180404,241635.8492385205,5789.535396587819,4510.9259709526505,6595.805478658408,24047.165741615427,0.0,0.0
underground,2059,35276.11798843821,210110.97252043444,12707.949188714232,4302.96538417727,7747.7316692530785,8845.122148574323,1952.2924046814337,0.0,38396.27729599515,2446.109957891123,173715.01370075627,48414.80132707505,14383.154181868751,3310.2370500084085,1430.1357197757598,24890.18468551077,14786.727789548087,31814.045460649537,3085.412141412765,248756.8184878375,6610.576248523954,5121.681830608078,6718.296990064738,24860.363949264236,0.0,0.0
underground,2060,35586.87468167954,215657.06094943453,13619.642422275232,4701.082941723171,8607.068070315276,9688.949890216149,2736.8124529900924,0.0,46142.7923977446,2737.49641246102,178698.89957139254,49920.966663997155,15011.761602253095,3692.8119297203484,1617.0009582919745,25716.749567765746,15942.079046602275,39119.570295544385,3121.8087529891027,255626.2774165415,7473.716408116968,5778.080226287175,6841.498990212758,25612.83923087069,0.0,0.0
