type,time,Canada,US,Mexico,Rest C.Am.,Brazil,Rest S.Am.,N.Africa,W.Africa,E.Africa,South Africa,W.Europe,C.Europe,Turkey,Ukraine,Stan,Russia,M.East,India,Korea,China,SE.Asia,Indonesia,Japan,Oceania,Rest S.Asia,Rest S.Africa
phs,1971,735.447,6946.064,31.81561,14.10828,62.39334,80.37454,64.98549,39.587378072342986,12.19602,4.268952829356662,4225.907,671.8501,21.16440791688985,57.8542713333702,74.33946173212955,620.8450768366815,26.610427119158224,173.00820563980218,71.8585659408565,221.7254,38.15437,4.907253,1042.438,275.0202,18.634412386305414,27.75388889837961
phs,1972,759.1855,6232.191,33.76728,14.75648,64.72932,87.41286,63.4201,44.75095134383279,12.94789,4.825773793235113,4202.191,684.509,23.924983263782877,65.40049467937428,84.03586707999375,701.824883996361,30.08133546001262,175.2241,81.23141448425021,216.4364,41.78436,5.442649,1090.8,264.9797,17.10498,31.373966778034895
phs,1973,848.2824,6953.423,36.23951,16.14804,74.72646,94.61426,69.46065,49.91451721859641,14.04652,5.382593087326639,4551.089,724.0818,26.68554834810364,72.94670610592173,93.73234924999514,782.8043535965508,33.552268251129256,187.79,90.60424246930924,236.3883,45.50531,6.398905,1195.602,308.1774,19.12638,34.99404462427131
phs,1974,880.8403,6925.105,47.15644,16.88277,83.1761,100.387,79.71723,54.87407427903079,15.34181,5.917410590054936,4658.319,761.891,29.337053552420688,80.1947302439256,113.55266612299862,860.5845093778352,36.88603118749485,195.7203,99.60674072811729,239.587,50.00045,6.858215,1189.794,330.2616,19.6543,38.4710718826657
phs,1975,862.4747,7179.935,48.24523,18.16344,89.4527,104.7994,109.37912486901644,59.4818741177789,16.4888,6.410184176295054,4678.014,823.3403,31.78010315855687,86.87296176118008,127.7902,932.2495558132891,39.95774946968851,219.1954,107.9015586402155,271.9449,51.83371,8.08984,1227.33,342.5244,21.05523,45.014079033365306
phs,1976,932.97,7691.907,51.55055,19.53784,102.5132,110.4353,116.80563997002496,63.56232742603191,18.5204,7.125470307007447,5018.009,860.1652,33.93789948964303,92.7713945271773,130.4767,995.5467167295121,44.77787623116737,247.4517,115.22768140201255,284.2197,57.85015,7.712904,1304.448,356.0231,21.25173,56.44889693534968
phs,1977,997.9266,7951.502,56.56361,21.51409,115.0504,119.239,122.97222610506387,66.96318739390783,19.71325,7.804151918652163,5133.194,909.9604,35.72959773056928,97.66917800071576,132.6225,1048.106343554756,49.607104024310445,258.6653,121.31108855047829,313.3373,64.11201,8.539184,1356.952,375.8335,22.46345,68.47907077752191
phs,1978,1060.348,8182.188,61.25023,22.94557,126.9325,125.8628,126.50911060116313,70.92035,22.00514,8.348004867364791,5343.661,952.1047,36.757260744895824,100.47833252841066,136.5573,1078.2520603449707,90.23922103491272,288.8188,124.8002361752534,353.9596,65.14972,11.39609,1413.944,388.7618,24.5852,71.50904
phs,1979,1120.93,8342.586,66.70834,24.76441,143.4404,140.5532,131.8013534356911,82.95013029418091,23.15218,8.839433588363061,5586.248,957.6049,37.45006276069669,102.3721342653948,139.0432,1098.574767326994,132.94945216768275,296.8371,127.15240793252354,390.3342,71.72323,13.11118,1487.541,404.0954,26.42122,76.89871
phs,1980,1147.82,8409.23,72.36127,24.15146,158.1535,152.754,139.65437813032278,91.03635,22.61221,9.31151886955625,5630.167,1017.379,41.77520112447063,103.81002850345972,144.04,1114.00408935034,177.52610416334045,317.8622,128.93835773825077,416.5244,75.27014,15.99627,1458.643,422.0977,26.04603,71.00812
phs,1981,1202.58,8429.978,78.89396,25.76356,159.4196,155.8926,164.9086,92.97467,24.87938,10.470287152767218,5667.905,992.6112,51.238396658161726,116.44573531631028,146.197,1249.600587460462,245.52905497446807,349.7563,144.63272118974365,427.3867,80.30047,16.70909,1473.671,446.7891,27.2952,74.17485
phs,1982,1171.374,8128.731,85.18305,26.87478,170.0975,162.1592,170.629,94.67048,26.07582,11.393706252594695,5663.769,1014.44,60.503423059861646,126.40058815441638,148.6767,1356.4275442814126,318.01688645505016,377.9008,156.99724311615387,454.9058,86.31356,20.5456,1485.084,455.5781,30.19001,76.14965
phs,1983,1215.877,8365.825,85.53952,29.06709,181.4704,173.3452,181.316,88.18422,27.57513,12.190864838767126,5801.264,1065.933,69.93145242681432,134.89964671868015,150.6344,1447.6320837618398,343.3062257498383,413.2039,174.3,487.2305,94.61081,22.99988,1529.829,465.5728,34.02096,75.96156
phs,1984,1299.461,8755.977,91.6347,30.82423,203.444,182.4076,196.8083,87.77461,27.64528,12.785790152229778,6002.57,1102.435,78.919363068814,141.11296166747383,152.7509,1514.3090038755918,363.3216395696626,462.6346,187.3578,521.7536,100.9883,26.86987,1591.041,488.8127,38.15967,77.77972
phs,1985,1367.794,8905.445,98.37633,31.11612,218.1566,187.5621,220.197,98.8409,29.62313,13.197872680241286,6237.429,1100.685,81.65161708360284,145.27013822568176,154.9619,1558.9206175286938,378.4773945192498,503.032,201.5543,561.253,108.4902,28.09525,1645.651,524.5916,42.50609,79.50482
phs,1986,1391.257,8883.19,101.4105,32.62901,225.1019,207.4227,207.8797,103.2063,30.17985,13.496927892928886,6352.282,1144.529,84.97445880642918,148.15274355882485,158.2878,1589.8535945269896,390.661654473834,550.6945,217.0087,608.4453,113.4273,37.57631,1658.499,543.4059,47.10464,82.30373
phs,1987,1474.867,9050.894,108.8046,34.73937,222.8522,226.0519,220.4068,108.846,32.21156,13.830050807139948,6564.338,1159.586,88.61729255374209,151.37991328983313,160.5434,1624.4853345670629,404.0902511856188,588.8124023745842,240.538,668.3434,120.0732,43.51439,1761.345,565.0674,52.6953,82.5314
phs,1988,1487.76,9398.056,114.1078,35.30811,236.4771,232.341,236.6574,114.4173,34.28407,14.21521903170974,6850.656,1178.43,96.5223956532051,155.14375222267458,162.7278,1664.8752828237887,419.3309990757088,606.9752867812979,271.9939,728.1966,132.7256,46.36916,1851.84,593.9413,61.64421,90.65942
phs,1989,1449.7,10292.52,121.6991,37.21874,239.5566,238.0292,250.7903,120.9113,35.56221,14.704733538816964,7047.625,1183.223,107.50517758526944,160.00700887011138,164.6449,1717.0642994805223,438.01191496890567,629.8488573839853,295.5972,779.7806,146.3109,52.21897,1965.932,631.1257,65.58999,88.495
phs,1990,1407.01,10478.57,126.6393,37.81092,237.818,244.5223,267.6409,128.3143,37.82452,15.206842706574424,7188.755,1317.903,132.94596555149542,164.96256686505697,160.5647,1770.2445581135144,457.4474000257901,656.0524276064527,317.4104,831.6738,163.0345,58.30532,2094.223,652.8381,71.95042,97.42423
phs,1991,1492.052,10561.78,130.8196,36.77533,252.374,256.9609,275.67335770831926,129.9899,40.08561,15.102153599898728,7345.313,1243.468,158.84838778058665,163.30971517668826,162.9749,1752.5062474023568,458.8605338324475,662.2845715911488,331.6672,894.4518,176.1314,66.79852,2181.267,661.306,78.86293,100.8886
phs,1992,1526.308,10733.75,132.7108,38.90839,261.9228,260.9101,271.65089915994724,134.7203,40.80796,14.869369790910055,7381.772,1159.253,186.5932300124367,160.27002740609407,163.6355,1719.8912762536772,531.9988888588597,722.6281674294545,353.2762,999.6882,191.8816,72.09084,2193.286,672.4075,87.08223,89.69587
phs,1993,1582.789,11050.91,136.9634,41.13891,275.3731,280.1563,299.86704958725625,131.6115,43.16355,14.465422629886847,7390.256,1117.088,207.82877714924928,155.3946848333027,176.4873,1667.5728065682856,599.4046897524386,775.2498396100284,391.8047,1113.449,211.077,77.73196,2207.751,690.2594,90.88205,92.42805
phs,1994,1677.904,11284.93,147.3207,43.85597,287.9848,295.7223,323.2623184375729,135.5308,45.33003,13.900453183564382,7537.493,1128.834,225.6925989689965,148.81132717872364,186.1281,1596.9257726421913,656.7324379695067,855.5233278060678,440.3592,1224.158,235.9067,85.61353,2331.894,712.9811,96.05257,92.57714
phs,1995,1710.069,11603.66,150.781,46.48273,302.899,310.5629,343.6173077324534,145.9012,48.63771,13.293531607262334,7742.255,1197.558,237.58473118396063,141.80904021782322,194.4217,1521.7847178458333,707.3163729637223,925.0214681600675,488.9032,1329.19,264.2842,95.50774,2356.292,737.6039,101.5786,94.1385
phs,1996,1769.374,11869.69,140.3134,50.41577,316.5308,325.2281,361.49632949671616,153.8261,51.52419,12.67896682012199,7862.221,1271.288,251.54662418624721,134.75870185334452,198.0556,1460.1239114595007,752.2622139202102,981.5814057323287,539.4752,1454.409,289.873,111.0929,2409.506,758.6254,106.4518,88.44423
phs,1997,1806.976,12070.31,151.9864,53.76626,333.3639,346.1833,378.2644929242308,153.7341,53.95806,12.105410759955086,7988.954,1285.463,273.7908950664569,128.1776285132514,186.9466,1526.3619200553665,741.9404667758732,982.673687454585,583.9104,1520.386,314.9279,120.249,2439.86,781.616,112.6057,92.36739
phs,1998,1800.117,12388.8,168.0041,60.80772,344.5221,363.0131,372.86789187724895,148.7064,56.55273,11.601557642982362,8151.387,1316.392,299.09308404750703,122.36653868663618,179.9864,1636.885370437848,777.7697886121476,985.0149076965824,555.2061,1603.575,316.6101,126.6403,2474.862,827.5612,122.021,116.3209
phs,1999,1857.249,12613.93,178.8732,64.96607,358.0436,366.8171,375.84998136569544,159.0696,58.67149,11.194386447538394,8215.93,1318.852,336.3246210402044,117.59785199664553,179.3644,1773.8497559510981,834.1996651678994,958.5039161372807,616.1545,1723.255,333.6331,140.617,2505.89,861.2514,127.7291,123.005
phs,2000,1952.816,13065.67,192.8017,68.72491,375.9362,393.6771,384.26993875891634,165.3372,61.92346,10.819280477363609,8258.904,1375.363,396.3707007181255,113.18593144685916,187.3671,1917.0975417503892,927.1775438037066,933.3683118254751,726.885021763549,1940.984,363.7067,151.4772,2590.226,888.2692,134.1915,134.518
phs,2001,1902.599,12396.85,198.8672,69.6237,367.8073,392.1543,382.42632895683556,171.9976,64.42049,10.206020196680678,8129.352,1431.403,438.1209410829567,106.31473189692286,196.1316,1993.0924271799563,1006.6103859306697,911.6876314333066,693.1532162559379,2130.463,390.0602,166.0172,2557.052,934.369,143.3405,147.1228
phs,2002,1948.798,12724.89,202.8622,73.32369,394.0347,395.1248,380.31496241454994,181.7393,66.38617,9.629539225672172,7884.753,1441.608,465.68333779361546,99.86621200199524,198.755,1954.1729926003466,1126.9081628994622,951.8421560073381,661.2522294345168,2403.496,418.7117,184.1854,2627.069,948.6449,151.1548,156.5089
phs,2003,1887.341,12726.11,247.8099,76.42323,414.4755,416.4882,375.92899548567317,176.0015,71.06763,9.096082955643707,7755.69,1487.604,487.49000437040445,93.90227805165095,211.8557,1880.7216037272053,1213.5386834595788,1010.2108604278864,631.7318515526545,2781.26,449.6349,197.5621,2633.266,906.8516,157.9104,150.0867
phs,2004,1912.864,13042.46,251.0278,79.25237,438.6426,443.2979,391.7037886998136,190.437,77.6745,8.607195132670238,7648.176,1544.455,497.05838233920025,88.43514607074242,220.3809,1795.5873596585234,1279.0865291242105,1065.2866133491225,604.7387829772412,3201.6,488.1702,208.5729,2741.261,918.5667,170.7703,158.0357
phs,2005,1997.771,13078.03,265.5081,84.27911,455.8252,459.925,403.52034847463784,194.6315,83.84435,8.175582932015859,7488.947,1564.604,481.3643229838596,83.5881155059068,218.1528,1713.4974743765176,1319.943476163659,1118.9937823427877,581.6728451682374,3611.09,523.8601,224.6652,2800.874,901.5028,184.6225,168.6931
phs,2006,1938.742,12993.67,274.6606,88.40387,477.3912,483.7326,415.23741841286534,215.1487,87.12618173099449,7.740419075450715,7250.757,1601.048,464.86507124753035,78.73587263213152,226.8985,1635.3636727909459,1396.8116190042035,1155.1169899597337,557.9832295853272,4174.473,557.8963,235.5122,2892.303,914.8884,195.5001,172.874
phs,2007,1975.241,12623.27,287.6065,91.54256,510.1123,501.1882,462.5300538614207,212.1274,96.80711201580404,7.268355077735844,7031.471,1584.293,455.6164622598176,73.54389570074217,236.6447,1691.348655518962,1433.6050632000897,1128.180391174184,530.7312921001374,4860.594,589.9161,251.3126,2945.639,906.8035,200.2129,177.9324
phs,2008,1969.441,11989.97,294.3215,92.73511,535.9874,534.5825,497.13867962236174,214.5632,105.63106616717101,6.765508043004999,7038.828,1573.29,460.15244936643495,68.08098950243263,237.3091,1771.7893074836754,1553.0334152361609,1074.0807062757235,502.61678750630364,5493.959,614.7172,265.4048,2870.115,886.3132,213.0184,188.062
phs,2009,1816.354,10641.87,292.2215,93.46309,535.3611,535.2487,517.1731729162985,221.3111,115.26667703964004,6.251441917803487,6272.493,1487.214,472.94288057915816,62.55098272214781,238.3066,1833.03408457156,1660.7745127073958,1014.622340727366,491.35283399935565,6584.045,639.1016,273.6201,2866.647,884.7806,224.4432,201.5185
phs,2010,1786.952,10890.87,308.5394,95.5759,593.2841,542.7488,545.1251479583175,245.5445,126.48635480556234,5.731845638276408,6720.133,1591.008,506.20414891323657,58.61192734822806,248.9354,1889.5776896096734,1791.8941381134537,951.1816936470544,474.9182885623425,8281.23,691.5805,290.3282,3088.348,929.1883,233.2027,209.8494
phs,2011,1802.099,10392.6,344.1767,100.6076,616.5015,565.4991,613.5899284634218,253.7719,145.406972046029,5.803654014888116,7295.554,1538.693,580.7032936926993,66.7515407938433,259.0615,2046.0577660124366,1992.623431029759,934.796800878585,498.22353993765057,10649.92,721.4194,307.356,3084.965,977.3979,246.5626,221.3664
phs,2012,1806.502,9649.728,368.2576,108.4967,642.3666,588.9879,660.0367577653228,273.5271,152.5030022715101,5.920461799610664,7487.432,1450.271,652.9338806925871,77.47375216829673,270.3848,2119.0366021049326,2179.85714694384,926.5482246767459,555.6628513059236,12676.17,805.8677,329.1887,3331.545,990.9801407820256,271.1934,225.3891
phs,2013,1743.793,9764.072,351.8333,114.9332,662.0488,614.2747,732.0939083127823,289.882,163.17048222921437,6.1623833439370115,7225.49,1409.962,714.1842734449042,89.19851985891704,287.5599,2156.356361932912,2345.284539010997,921.6609773988818,617.0595866960639,15590.56,889.7564,354.2165,4290.332,988.228228402857,304.4657,241.6773
phs,2014,1680.81,9900.113,369.4692,119.7861,692.4583,620.4973,806.1723846212568,311.5822,173.19738206386543,6.714776559932371,6883.876,1354.649,795.7688630390015,101.10808251107018,299.3086,2179.117905409186,2546.108105899353,917.677106874207,662.3623597646896,19035.72,1016.825,369.2266,5447.947,987.1123980378811,339.0357,279.2074
phs,2015,1685.302,10031.97,386.1249,133.817,707.6655,635.2663,886.6422819690539,327.3149,179.23015420995515,6.999502824512757,7674.689,1313.159,868.7873590284801,112.55440423403985,315.4207,2187.198998983184,2734.807417677749,915.3182966712031,713.6291519441205,24354.91,1122.254,383.2843,6840.034,1015.3848141037257,371.4517,284.5741
phs,2016,1587.825,10230.21,409.9662,142.9723,687.5696,630.0336,957.0054190890255,341.2898,181.6800983047924,7.340410345550279,8419.124,1305.992,977.9350416216496,116.70208586823962,311.8987,2185.290679630506,2957.95195425582,926.5069348034248,750.2697538059368,30262.82,1387.587,402.302,8010.918,1063.4911061903492,455.4857,295.8867
phs,2017,1587.148,10558.17,422.6779,152.8246,744.925,668.7661,1044.799784076069,397.0424,183.3253299697833,7.7753707149615545,9352.451,1328.075,1218.1903442925634,119.00208589643664,331.7861,2158.600196961014,3199.995747368936,951.7366192061075,755.7926849108184,37964.01,1497.531,429.998,9287.741,1114.300246220244,511.955,328.7228
phs,2018,1557.364,10840.14,446.7357,164.0218,807.668,705.72,1203.0588611680948,470.211,199.14273903286445,8.331423493836715,10250.07,1363.756,1417.3322305145175,127.38428151755025,377.5858,2186.871335988171,3514.7792072228294,998.7040932157022,787.8533008377726,45261.02,1669.745,471.6682,10464.34,1185.014637076744,583.2641,365.2917
phs,2019,1528.859,11021.39,477.1577,176.7257,860.9928,746.0574,1318.182991618971,507.02,206.3911548473823,8.278502387106604,11704.86,1487.741,1554.3441644571008,150.46876333040083,467.6427,2240.7158652825906,3931.628733783901,1040.1014141722949,839.3528425782747,52474.84,2553.945,512.6641,11830.64,1240.811398458383,640.4276,436.4815
phs,2020,1364.84,9892.358,435.7207,164.8252,808.6276,709.3578,1409.121640127346,533.3077,228.1365666275776,9.294687127933049,12942.89,1359.448,1728.0789515137985,160.65229746638914,531.507,2284.5402146263546,4310.438160777886,1100.8791672754037,899.5637869320676,69051.35,3374.5987473961763,495.012,12958.55,1297.1261577856503,672.816,421.1753
phs,2021,1397.011,11018.58,439.7959,177.497,856.4481,738.6798,1484.0197560931347,599.0312,245.75565149187355,9.511646924780099,13673.19,1506.593,1818.52334358438,165.99301223898374,612.8406,2332.171645798999,4562.055740900212,1392.8057591633094,918.9258791753363,71197.17,3424.0403727125827,522.9974,13166.32,1374.39274367484,715.381,456.7858
phs,2022,1392.88,12416.24,460.1381,188.3428,916.078,762.5975,1430.7098459595124,599.2446,243.45483280662364,33.75961400914467,14046.77,1514.268,1911.5464693553856,175.3353621845154,773.8018,2381.5970837621917,4370.197403827883,1850.7538370394984,989.0546526927395,80089.7,3601.6308148884045,628.639,13531.82,1493.3467306898929,846.7437,420.1767
phs,2023,1401.695,13457.63,474.4297,199.7896,948.6647,786.4727,1357.9944628325015,606.9711,259.9218495819566,65.64972516247202,14431.24,1583.559,2479.5059394344703,178.29725987573175,915.6725,2419.0092548307184,4231.559584411051,1740.3827944156974,1037.8358754253732,90800.7,3863.309409241326,768.1522,14011.49,1593.6736063056685,942.8836,399.8389
phs,2024,1406.855,14541.21,489.9504,213.6513,998.6451,816.9728,1262.6534460219825,619.694,290.70132079708804,93.87545135726599,15070.26,1593.344,2339.4996253175796,180.7806434769433,1115.058,2455.3924170607925,4134.193370180407,1763.0487312199366,1072.752425519295,94744.93,4309.882380521751,919.3983,14258.37,1626.5022084566199,1089.343,392.6505
phs,2025,1394.553,16498.51,509.7643,228.9981,1050.959,845.9916,1165.8344205499002,635.4618,328.9065488796474,124.02145822241688,16132.34,1704.303,2269.7637130433063,182.73240364316115,1331.046,2487.8313716708576,3969.003185095092,1799.4567638073663,1097.3565620414665,104779.0,4766.806432420026,1083.334,14482.61,1768.7753383439797,1268.936,391.6517
phs,2026,1385.135,19325.78,543.4092,249.9544,1108.821,887.7061,1064.3230406526109,643.3918,391.30375655245103,151.60371476357366,17284.72,1843.97,2270.933206069925,183.66009027204905,1493.108764009549,2502.3743466660476,3707.4860311180137,1934.991549897779,1094.6241465875544,117610.9,5229.910629001235,1253.102,15241.77,1797.866634739779,1560.836,392.1409
phs,2027,1377.416,23598.21,584.3597,274.2607,1169.481,932.1973,966.2306539624695,639.0786,422.7177,176.03470510005766,19121.0,2069.883,2299.1972202971574,183.42150489154716,1578.1538615733807,2501.3756157216617,3401.463423293308,2550.017055845151,1214.1282182305838,127489.0,5742.500957702685,1582.225,15532.36,1811.455843475419,1982.7210940812056,393.1006
phs,2028,1365.78,29927.49,653.0388,355.2328,1251.198,984.5145,871.6000688312421,603.9684,380.6817,196.58963880890124,21882.86,2496.483,2167.1189873577314,181.53750020461834,1668.7702384976517,2480.2198959401417,3046.791312576523,3241.6957700748894,1289.5455760559687,136284.8,6347.673960743936,1732.1165052929366,16122.39,1807.8533863046393,2343.5803032719605,384.0509
phs,2029,1352.225,43295.69,729.5719,482.9679,1331.414,1045.744,794.0237341918441,553.6138,334.1553,222.91790870467054,25374.72,3123.401,2036.6016127503383,179.89586354785862,1745.771147304007,2463.2921740968254,2692.5082107111516,4073.006821755208,1356.7582897710504,146204.1,6805.7182270852545,1944.4998392662355,16326.45,1840.4019668191077,2708.1208423632534,370.3518
phs,2030,1342.078,51235.68567324864,812.603,694.3962,1426.974,1121.595,658.304,468.9866,277.6237,244.0713096757443,36536.49,3870.055,1930.456222022943,177.84242738706374,1831.9175302078636,2499.69585314052,2130.336,5006.750596248397,1512.765814721112,154907.2,7302.226552831978,2248.6432893458673,16571.2,1896.2855081174598,3048.06088173936,345.0041
phs,2031,1360.05,51837.25778776723,891.4478,872.6155220493828,1490.689,1199.933,514.8948,350.9062,199.9429,219.80889387546455,27666.7,4885.457,1765.9648512598471,175.19503549162857,1895.8113591549638,2537.458245026763,1476.869,5851.777936009637,1510.8785767064846,158003.8,7707.449837069003,2582.865386189119,16634.9,1959.6877240381734,3324.1175470363355,285.7254
phs,2032,1328.929,52706.46754408454,1119.222,1059.6822915845107,1561.128,1277.819,649.5919,400.3593,234.9232,219.8547033884713,28735.57,6515.163,1810.0682404581858,172.51930930590555,1972.005282103671,2573.5784751576966,1726.961,6550.2125636933315,1501.4324385071718,160950.3,8069.0210020181485,2886.057530795944,16725.81,2060.717957378096,3584.061754545571,330.0285
phs,2033,1322.557,54127.079185972165,1367.182,1361.7900355959664,1611.66,1444.167,748.1913292834668,426.889,267.8162,222.06671432580842,34782.56,14134.57,1849.9159626188825,169.64543433917126,2040.5190146645396,2641.2685813117555,1930.412,6866.683027271805,1490.6863416090575,165167.5,8323.43948011662,3193.2124734160598,16920.12,2204.5192000816232,3761.1431353501007,359.1818660356687
phs,2034,1647.843,56299.82970958862,1558.932922504317,1718.627065323604,1660.491,1659.402,790.3397465091816,424.5217,289.9029,222.95149731974215,38364.21,26017.549892309537,1892.783988685761,168.33090355686107,2090.285762392829,2706.3216172061216,2148.295,7073.1505548044415,1483.172316609847,170954.6,8586.870284463384,3430.435842618843,17062.9,2324.491349577685,3853.4754199769045,388.1674328062702
phs,2035,2150.116,58151.15122082357,1663.8472385048817,2012.8840549088518,1697.047,1857.372,821.7907392449735,411.1009,311.3705,224.65158823713372,43277.79,38318.42420040179,1932.041499205833,168.8021112145076,2129.485649842848,2744.349761723354,2263.80530517241,7147.934032586703,1468.2330697706095,178833.5,8769.565103184419,3618.4759179719,17211.48,2439.118564851694,3905.5792846646955,426.5243457761136
phs,2036,2892.313,58672.53380369713,1771.6747042785985,2203.7919078811865,1929.701,2096.022,849.2341431066334,397.3621,344.2386,224.66960320545346,36051.43,44462.36354584644,1985.1991566819313,170.92675820203888,2164.087852804995,2794.683581936305,2319.5716068792526,7197.514738411512,1462.8355038944135,189192.2,8940.326386888142,3793.2245584823204,17326.34,2531.885013084863,3943.381101895601,477.9288318606254
phs,2037,3584.14,59544.888509736964,1859.1866238688096,2245.2932334893007,2119.69,2370.553,871.8415511152675,383.2148,381.8163,224.3128075922572,37733.86,47980.64554475306,2050.6415759428473,175.77127872734025,2188.6977258278425,2911.6753724204614,2343.5780342436265,7263.983430552103,1447.479083010054,198088.9,9049.130906386004,3948.884261174459,17442.21,2599.196242870092,3960.7787058273034,538.7901869541919
phs,2038,4231.555,60343.2410104427,1928.1762984764464,2210.30585402374,2293.226,2603.297,887.6973566175612,366.7633,428.2376,222.99625497770518,38824.25,52083.30004252375,2099.9342070707803,183.65954388879692,2208.3256400915147,3063.1900469050015,2329.085590597035,7369.265705020974,1440.0569753825548,207227.7,9151.753355985358,4089.7604473294427,17545.22,2625.7005905259653,3971.5200034301,596.0207714830522
phs,2039,4787.633,61129.26404448289,1964.4503060953025,2136.1291077512797,2463.019,2777.183,903.6803008108141,349.0287,508.9807,220.19140066185446,41152.13,52757.51510405654,2182.267564393023,192.01779588907576,2234.9705969351126,3238.074581957096,2544.87116060544,7484.569335626011,1420.8129092655797,215494.2,9221.073387497489,4207.293459150768,17671.81,2648.084727929127,3979.9079636824645,662.1613931765244
phs,2040,5318.282,61774.32980708607,1996.4917494961355,2060.9801173937294,2607.69,2896.665,922.4831243318747,335.6612,589.2928,217.69397365420704,42996.15,53411.20971892886,2265.5019674391624,202.89922149011852,2258.2192624621966,3402.275850819005,2979.939633661619,7645.061384354646,1411.27634696754,220886.2,9200.249955810916,4296.297812253253,17694.64,2656.0744962364615,3986.8995948935853,710.4292172615378
phs,2041,5684.403,62322.86825397097,2039.7809771806144,1987.208171738537,2713.575,3030.093,945.947218543729,325.2104,696.4531,217.8801414697027,42745.95,53808.98812223431,2363.306673343893,217.64917578908234,2292.535412785329,3554.0855335345577,3591.1616985302608,7752.594971024819,1392.9294311482274,228292.2,9215.112389686155,4395.299878815886,17743.28,2673.2095506313062,3995.0404242076092,743.0126919608672
phs,2042,6153.956,63062.950755277576,2094.0390865918207,1963.5930526593474,2806.307,3129.177,968.6614122916542,320.9485,783.4175525674455,219.73451876714248,48399.85,54297.20274417872,2436.003854012842,235.70565319095408,2327.460257192808,3659.669530138657,4214.8915806352015,7813.44247169037,1389.5607210987414,234705.4,9233.812610130664,4490.2893855076545,17854.07,2694.0586144515687,4001.069272498993,775.5108811833461
phs,2043,6791.177,63670.361855919306,2149.5856875909258,1961.0817650835675,2856.659,3257.353,988.1731082960466,323.7347,874.6529590030553,227.7843243649234,50021.69,55178.25389113889,2506.5152212091975,258.64848562084177,2378.590479611467,3697.3921611225924,4772.016088996593,7881.917799805893,1382.6195465435496,242256.0,9270.26605690836,4588.04978327816,17932.19,2727.9658272529623,4007.0936586586154,816.5207917191314
phs,2044,7435.017712555755,64351.103279369585,2211.357746051411,1976.842646476224,2870.428,3352.123,1008.460592184122,330.4701,1007.6997544033658,239.9672244987572,53354.64,56278.49627092635,2589.214882632989,284.3188193304476,2434.2004890474213,3773.6935578706157,5192.806819129834,7970.160664949339,1391.7818682420473,248953.2,9323.477682605191,4679.4978358593635,18024.93,2761.9962473878572,4019.82301667717,861.4012651070647
phs,2045,7528.498727585006,65090.38658874285,2265.69201277924,1983.9786256704265,2908.808,3444.845,1030.2282688443547,333.0807,1129.3377064773651,249.2936082047734,55603.47,57464.975521039996,2651.590200189362,314.5053357387537,2478.5675307043803,3826.456128683449,5312.741982307661,8079.643500114215,1395.295174517202,254757.9,9366.381190690736,4776.421939845633,18174.41,2793.266398576376,4049.6759128924405,914.6946038436708
phs,2046,7601.0716236081325,65915.97674816308,2326.993569600445,1987.95205867196,2980.99,3567.615,1055.5640001659438,339.7235,1308.4958689240618,257.4688630831568,55149.46,57958.15450279511,2713.0638174245305,343.3591760998616,2518.980759123877,3924.1924891052054,5379.7777748461385,8248.798397363318,1402.2187723691768,261312.0,9432.751487981841,4911.607701588605,18407.81,2810.449039776723,4079.1016811137524,970.3744020890102
phs,2047,7650.108322829341,66624.47479750663,2334.042048351112,1997.7037308753193,3048.822,3699.418,1077.3030531800994,345.9172,1486.5159047631848,266.8061135228125,59943.59,58547.89315103798,2750.6958679933077,371.80754280538713,2571.679392926028,4055.745668690271,5459.524236012773,8430.854938743314,1405.5067945687165,267469.7,9524.280746108469,5016.696847491476,18826.14,2807.0990269998038,4112.397426135327,1033.860821693646
phs,2048,7668.488152901432,67237.9749448162,2419.153280377327,2001.522922708258,3115.126,3858.628,1096.9318286820794,352.0305,1651.6359377848762,276.09296646048716,59453.58,58655.017095997944,2798.9131746999797,393.0531809229091,2608.3535788239456,4157.140206296371,5541.495064918024,8667.454880722918,1403.949505698347,274280.1,9616.383320301627,5119.54085837014,19204.63,2795.3646215244025,4340.135133081486,1090.2914353855317
phs,2049,7665.302216701654,68024.92026183526,2398.51519909283,1976.7135802673392,3189.884,3831.607,1115.8823797810194,361.0419,1795.1329644897558,285.32372287246227,62609.63,58468.44702277772,2837.643671691991,412.565964733653,2620.7527797703597,4255.668286288723,5626.952554885194,8958.756558137304,1399.642380790054,281195.5,9697.186817814407,5226.389973413245,19765.18,2771.5211771044615,4515.625527360848,1143.658038945952
phs,2050,7623.925323835158,69089.68511918953,2425.138284629113,1963.5641833199847,3231.197,4150.554,1133.4298086005037,371.7768,1835.5532899617522,294.9177501853486,64933.2,58685.88176837382,2877.357063672713,431.21267644394646,2642.6897877205756,4364.771524285194,5672.710624419687,9297.788561148502,1389.0960288740284,287040.7,9754.17713192313,5321.828765709629,20259.09,2754.6851972282316,4657.305097941566,1187.815894951718
