year,region,region_name,shipping_type,source,ton_km_mega
2056,22,INDO,international shipping,preprocessed,2281742.0
2056,23,JAP,international shipping,preprocessed,4167457.0
2056,24,OCE,international shipping,preprocessed,1733264.0
2056,25,RSAS,international shipping,preprocessed,2568339.0
2056,26,RSAF,international shipping,preprocessed,1823293.0
2056,27,Unused,international shipping,preprocessed,0.0
2056,28,World Total,international shipping,preprocessed,150950700.0
2057,1,CAN,international shipping,preprocessed,2920100.0
2057,2,USA,international shipping,preprocessed,13510040.0
2057,3,MEX,international shipping,preprocessed,2929913.0
2057,4,RCAM,international shipping,preprocessed,1567458.0
2057,5,BRA,international shipping,preprocessed,2404702.0
2057,6,RSAM,international shipping,preprocessed,2908919.0
2057,7,NAF,international shipping,preprocessed,2408235.0
2057,8,WAF,international shipping,preprocessed,2890148.0
2057,9,EAF,international shipping,preprocessed,1380923.0
2057,10,SAF,international shipping,preprocessed,863363.2
2057,11,WEU,international shipping,preprocessed,42135410.0
2057,12,CEU,international shipping,preprocessed,6041924.0
2057,13,TUR,international shipping,preprocessed,2656006.0
2057,14,UKR,international shipping,preprocessed,539422.8
2057,15,STAN,international shipping,preprocessed,682238.0
2057,16,RUS,international shipping,preprocessed,1505273.0
2057,17,ME,international shipping,preprocessed,6661265.0
2057,18,INDIA,international shipping,preprocessed,6172486.0
2057,19,KOR,international shipping,preprocessed,2725375.0
2057,20,CHN,international shipping,preprocessed,21132870.0
2057,21,SEAS,international shipping,preprocessed,15370300.0
2057,22,INDO,international shipping,preprocessed,2300179.0
2057,23,JAP,international shipping,preprocessed,4166049.0
2057,24,OCE,international shipping,preprocessed,1759159.0
2057,25,RSAS,international shipping,preprocessed,2636616.0
2057,26,RSAF,international shipping,preprocessed,1883236.0
2057,27,Unused,international shipping,preprocessed,0.0
2057,28,World Total,international shipping,preprocessed,152151600.0
2058,1,CAN,international shipping,preprocessed,2950807.0
2058,2,USA,international shipping,preprocessed,13575260.0
2058,3,MEX,international shipping,preprocessed,2963431.0
2058,4,RCAM,international shipping,preprocessed,1591627.0
2058,5,BRA,international shipping,preprocessed,2435736.0
2058,6,RSAM,international shipping,preprocessed,2941815.0
2058,7,NAF,international shipping,preprocessed,2459099.0
2058,8,WAF,international shipping,preprocessed,2988928.0
2058,9,EAF,international shipping,preprocessed,1427273.0
2058,10,SAF,international shipping,preprocessed,877702.3
2058,11,WEU,international shipping,preprocessed,42394530.0
2058,12,CEU,international shipping,preprocessed,6043211.0
2058,13,TUR,international shipping,preprocessed,2666128.0
2058,14,UKR,international shipping,preprocessed,542872.3
2058,15,STAN,international shipping,preprocessed,692146.8
2058,16,RUS,international shipping,preprocessed,1517230.0
2058,17,ME,international shipping,preprocessed,6727557.0
2058,18,INDIA,international shipping,preprocessed,6265309.0
2058,19,KOR,international shipping,preprocessed,2715475.0
2058,20,CHN,international shipping,preprocessed,21129020.0
2058,21,SEAS,international shipping,preprocessed,15501420.0
2058,22,INDO,international shipping,preprocessed,2317908.0
2058,23,JAP,international shipping,preprocessed,4164400.0
2058,24,OCE,international shipping,preprocessed,1785021.0
2058,25,RSAS,international shipping,preprocessed,2703555.0
2058,26,RSAF,international shipping,preprocessed,1942031.0
2058,27,Unused,international shipping,preprocessed,0.0
2058,28,World Total,international shipping,preprocessed,153319500.0
2059,1,CAN,international shipping,preprocessed,2981249.0
2059,2,USA,international shipping,preprocessed,13638590.0
2059,3,MEX,international shipping,preprocessed,2996336.0
2059,4,RCAM,international shipping,preprocessed,1615295.0
2059,5,BRA,international shipping,preprocessed,2466027.0
2059,6,RSAM,international shipping,preprocessed,2973920.0
2059,7,NAF,international shipping,preprocessed,2508437.0
2059,8,WAF,international shipping,preprocessed,3086852.0
2059,9,EAF,international shipping,preprocessed,1472776.0
2059,10,SAF,international shipping,preprocessed,891764.9
2059,11,WEU,international shipping,preprocessed,42645140.0
2059,12,CEU,international shipping,preprocessed,6044251.0
2059,13,TUR,international shipping,preprocessed,2676789.0
2059,14,UKR,international shipping,preprocessed,546155.5
2059,15,STAN,international shipping,preprocessed,702019.8
2059,16,RUS,international shipping,preprocessed,1528993.0
2059,17,ME,international shipping,preprocessed,6792980.0
2059,18,INDIA,international shipping,preprocessed,6355951.0
2059,19,KOR,international shipping,preprocessed,2706467.0
2059,20,CHN,international shipping,preprocessed,21121620.0
2059,21,SEAS,international shipping,preprocessed,15629320.0
2059,22,INDO,international shipping,preprocessed,2334996.0
2059,23,JAP,international shipping,preprocessed,4162429.0
2059,24,OCE,international shipping,preprocessed,1810713.0
2059,25,RSAS,international shipping,preprocessed,2769121.0
2059,26,RSAF,international shipping,preprocessed,1999954.0
2059,27,Unused,international shipping,preprocessed,0.0
2059,28,World Total,international shipping,preprocessed,154458100.0
2060,1,CAN,international shipping,preprocessed,3011487.0
2060,2,USA,international shipping,preprocessed,13701410.0
2060,3,MEX,international shipping,preprocessed,3028870.0
2060,4,RCAM,international shipping,preprocessed,1638545.0
2060,5,BRA,international shipping,preprocessed,2495717.0
2060,6,RSAM,international shipping,preprocessed,3005348.0
2060,7,NAF,international shipping,preprocessed,2556172.0
2060,8,WAF,international shipping,preprocessed,3184287.0
2060,9,EAF,international shipping,preprocessed,1517722.0
2060,10,SAF,international shipping,preprocessed,905610.4
2060,11,WEU,international shipping,preprocessed,42891720.0
2060,12,CEU,international shipping,preprocessed,6045309.0
2060,13,TUR,international shipping,preprocessed,2687724.0
2060,14,UKR,international shipping,preprocessed,549286.4
2060,15,STAN,international shipping,preprocessed,712166.8
2060,16,RUS,international shipping,preprocessed,1540567.0
2060,17,ME,international shipping,preprocessed,6857451.0
2060,18,INDIA,international shipping,preprocessed,6445044.0
2060,19,KOR,international shipping,preprocessed,2698440.0
2060,20,CHN,international shipping,preprocessed,21111520.0
2060,21,SEAS,international shipping,preprocessed,15754580.0
2060,22,INDO,international shipping,preprocessed,2351638.0
2060,23,JAP,international shipping,preprocessed,4160089.0
2060,24,OCE,international shipping,preprocessed,1836216.0
2060,25,RSAS,international shipping,preprocessed,2833760.0
2060,26,RSAF,international shipping,preprocessed,2057021.0
2060,27,Unused,international shipping,preprocessed,0.0
2060,28,World Total,international shipping,preprocessed,155577700.0
2061,1,CAN,international shipping,preprocessed,3043294.0
2061,2,USA,international shipping,preprocessed,13766290.0
2061,3,MEX,international shipping,preprocessed,3060875.0
2061,4,RCAM,international shipping,preprocessed,1663542.0
2061,5,BRA,international shipping,preprocessed,2527275.0
2061,6,RSAM,international shipping,preprocessed,3038011.0
2061,7,NAF,international shipping,preprocessed,2607014.0
2061,8,WAF,international shipping,preprocessed,3298491.0
2061,9,EAF,international shipping,preprocessed,1570493.0
2061,10,SAF,international shipping,preprocessed,920106.4
2061,11,WEU,international shipping,preprocessed,43135950.0
2061,12,CEU,international shipping,preprocessed,6044920.0
2061,13,TUR,international shipping,preprocessed,2695506.0
2061,14,UKR,international shipping,preprocessed,552639.2
2061,15,STAN,international shipping,preprocessed,722984.3
2061,16,RUS,international shipping,preprocessed,1552579.0
2061,17,ME,international shipping,preprocessed,6919588.0
2061,18,INDIA,international shipping,preprocessed,6534886.0
2061,19,KOR,international shipping,preprocessed,2690444.0
2061,20,CHN,international shipping,preprocessed,21088580.0
2061,21,SEAS,international shipping,preprocessed,15875070.0
2061,22,INDO,international shipping,preprocessed,2367146.0
2061,23,JAP,international shipping,preprocessed,4154788.0
2061,24,OCE,international shipping,preprocessed,1862028.0
2061,25,RSAS,international shipping,preprocessed,2907166.0
2061,26,RSAF,international shipping,preprocessed,2124243.0
2061,27,Unused,international shipping,preprocessed,0.0
2061,28,World Total,international shipping,preprocessed,156723900.0
2062,1,CAN,international shipping,preprocessed,3074967.0
2062,2,USA,international shipping,preprocessed,13832460.0
2062,3,MEX,international shipping,preprocessed,3092874.0
2062,4,RCAM,international shipping,preprocessed,1688265.0
2062,5,BRA,international shipping,preprocessed,2558133.0
2062,6,RSAM,international shipping,preprocessed,3070097.0
2062,7,NAF,international shipping,preprocessed,2657411.0
2062,8,WAF,international shipping,preprocessed,3413598.0
2062,9,EAF,international shipping,preprocessed,1622949.0
2062,10,SAF,international shipping,preprocessed,934447.1
2062,11,WEU,international shipping,preprocessed,43379500.0
2062,12,CEU,international shipping,preprocessed,6045012.0
2062,13,TUR,international shipping,preprocessed,2703120.0
2062,14,UKR,international shipping,preprocessed,555935.4
2062,15,STAN,international shipping,preprocessed,733828.1
2062,16,RUS,international shipping,preprocessed,1564422.0
2062,17,ME,international shipping,preprocessed,6980526.0
2062,18,INDIA,international shipping,preprocessed,6623912.0
2062,19,KOR,international shipping,preprocessed,2683202.0
2062,20,CHN,international shipping,preprocessed,21065040.0
2062,21,SEAS,international shipping,preprocessed,15994180.0
2062,22,INDO,international shipping,preprocessed,2382572.0
2062,23,JAP,international shipping,preprocessed,4149265.0
2062,24,OCE,international shipping,preprocessed,1887547.0
2062,25,RSAS,international shipping,preprocessed,2979767.0
2062,26,RSAF,international shipping,preprocessed,2190612.0
2062,27,Unused,international shipping,preprocessed,0.0
2062,28,World Total,international shipping,preprocessed,157863600.0
2063,1,CAN,international shipping,preprocessed,3106543.0
2063,2,USA,international shipping,preprocessed,13900590.0
2063,3,MEX,international shipping,preprocessed,3125256.0
2063,4,RCAM,international shipping,preprocessed,1712756.0
2063,5,BRA,international shipping,preprocessed,2588430.0
2063,6,RSAM,international shipping,preprocessed,3101642.0
2063,7,NAF,international shipping,preprocessed,2707151.0
2063,8,WAF,international shipping,preprocessed,3525931.0
2063,9,EAF,international shipping,preprocessed,1675358.0
2063,10,SAF,international shipping,preprocessed,948662.8
2063,11,WEU,international shipping,preprocessed,43626550.0
2063,12,CEU,international shipping,preprocessed,6045561.0
2063,13,TUR,international shipping,preprocessed,2710320.0
2063,14,UKR,international shipping,preprocessed,558948.2
2063,15,STAN,international shipping,preprocessed,744701.1
2063,16,RUS,international shipping,preprocessed,1576127.0
2063,17,ME,international shipping,preprocessed,7040337.0
2063,18,INDIA,international shipping,preprocessed,6712331.0
2063,19,KOR,international shipping,preprocessed,2676425.0
2063,20,CHN,international shipping,preprocessed,21040290.0
2063,21,SEAS,international shipping,preprocessed,16112940.0
2063,22,INDO,international shipping,preprocessed,2397904.0
2063,23,JAP,international shipping,preprocessed,4143527.0
2063,24,OCE,international shipping,preprocessed,1912942.0
2063,25,RSAS,international shipping,preprocessed,3051889.0
2063,26,RSAF,international shipping,preprocessed,2256738.0
2063,27,Unused,international shipping,preprocessed,0.0
2063,28,World Total,international shipping,preprocessed,158999900.0
2064,1,CAN,international shipping,preprocessed,3138014.0
2064,2,USA,international shipping,preprocessed,13971350.0
2064,3,MEX,international shipping,preprocessed,3157463.0
2064,4,RCAM,international shipping,preprocessed,1737015.0
2064,5,BRA,international shipping,preprocessed,2617974.0
2064,6,RSAM,international shipping,preprocessed,3132634.0
2064,7,NAF,international shipping,preprocessed,2756215.0
2064,8,WAF,international shipping,preprocessed,3639401.0
2064,9,EAF,international shipping,preprocessed,1727538.0
2064,10,SAF,international shipping,preprocessed,962736.8
2064,11,WEU,international shipping,preprocessed,43877100.0
2064,12,CEU,international shipping,preprocessed,6046490.0
2064,13,TUR,international shipping,preprocessed,2718046.0
2064,14,UKR,international shipping,preprocessed,561800.9
2064,15,STAN,international shipping,preprocessed,755576.0
2064,16,RUS,international shipping,preprocessed,1587715.0
2064,17,ME,international shipping,preprocessed,7099104.0
2064,18,INDIA,international shipping,preprocessed,6800153.0
2064,19,KOR,international shipping,preprocessed,2669646.0
2064,20,CHN,international shipping,preprocessed,21014980.0
2064,21,SEAS,international shipping,preprocessed,16230950.0
2064,22,INDO,international shipping,preprocessed,2413112.0
2064,23,JAP,international shipping,preprocessed,4137693.0
2064,24,OCE,international shipping,preprocessed,1938378.0
2064,25,RSAS,international shipping,preprocessed,3123369.0
2064,26,RSAF,international shipping,preprocessed,2321798.0
2064,27,Unused,international shipping,preprocessed,0.0
2064,28,World Total,international shipping,preprocessed,160136200.0
2065,1,CAN,international shipping,preprocessed,3169376.0
2065,2,USA,international shipping,preprocessed,14041740.0
2065,3,MEX,international shipping,preprocessed,3189384.0
2065,4,RCAM,international shipping,preprocessed,1761010.0
