year,region,region_name,shipping_type,source,ton_km_mega
2085,12,CEU,international shipping,preprocessed,5886493.0
2085,13,TUR,international shipping,preprocessed,2700547.0
2085,14,UKR,international shipping,preprocessed,601292.6
2085,15,STAN,international shipping,preprocessed,978312.6
2085,16,RUS,international shipping,preprocessed,1789248.0
2085,17,ME,international shipping,preprocessed,8005073.0
2085,18,INDIA,international shipping,preprocessed,8106261.0
2085,19,KOR,international shipping,preprocessed,2461620.0
2085,20,CHN,international shipping,preprocessed,19175600.0
2085,21,SEAS,international shipping,preprocessed,17719980.0
2085,22,INDO,international shipping,preprocessed,2570448.0
2085,23,JAP,international shipping,preprocessed,3910951.0
2085,24,OCE,international shipping,preprocessed,2422441.0
2085,25,RSAS,international shipping,preprocessed,4649307.0
2085,26,RSAF,international shipping,preprocessed,3892214.0
2085,27,Unused,international shipping,preprocessed,0.0
2085,28,World Total,international shipping,preprocessed,178881400.0
2086,1,CAN,international shipping,preprocessed,3725184.0
2086,2,USA,international shipping,preprocessed,15141180.0
2086,3,MEX,international shipping,preprocessed,3664371.0
2086,4,RCAM,international shipping,preprocessed,2215766.0
2086,5,BRA,international shipping,preprocessed,3069194.0
2086,6,RSAM,international shipping,preprocessed,3658066.0
2086,7,NAF,international shipping,preprocessed,3811667.0
2086,8,WAF,international shipping,preprocessed,6780857.0
2086,9,EAF,international shipping,preprocessed,3074125.0
2086,10,SAF,international shipping,preprocessed,1240952.0
2086,11,WEU,international shipping,preprocessed,48180100.0
2086,12,CEU,international shipping,preprocessed,5877159.0
2086,13,TUR,international shipping,preprocessed,2692942.0
2086,14,UKR,international shipping,preprocessed,602822.8
2086,15,STAN,international shipping,preprocessed,989822.0
2086,16,RUS,international shipping,preprocessed,1799747.0
2086,17,ME,international shipping,preprocessed,8037625.0
2086,18,INDIA,international shipping,preprocessed,8144083.0
2086,19,KOR,international shipping,preprocessed,2449790.0
2086,20,CHN,international shipping,preprocessed,19063990.0
2086,21,SEAS,international shipping,preprocessed,17757050.0
2086,22,INDO,international shipping,preprocessed,2571438.0
2086,23,JAP,international shipping,preprocessed,3901014.0
2086,24,OCE,international shipping,preprocessed,2441874.0
2086,25,RSAS,international shipping,preprocessed,4722223.0
2086,26,RSAF,international shipping,preprocessed,3976122.0
2086,27,Unused,international shipping,preprocessed,0.0
2086,28,World Total,international shipping,preprocessed,179589200.0
2087,1,CAN,international shipping,preprocessed,3743535.0
2087,2,USA,international shipping,preprocessed,15175200.0
2087,3,MEX,international shipping,preprocessed,3678119.0
2087,4,RCAM,international shipping,preprocessed,2234385.0
2087,5,BRA,international shipping,preprocessed,3081587.0
2087,6,RSAM,international shipping,preprocessed,3673375.0
2087,7,NAF,international shipping,preprocessed,3858194.0
2087,8,WAF,international shipping,preprocessed,6950490.0
2087,9,EAF,international shipping,preprocessed,3142620.0
2087,10,SAF,international shipping,preprocessed,1252353.0
2087,11,WEU,international shipping,preprocessed,48319940.0
2087,12,CEU,international shipping,preprocessed,5867831.0
2087,13,TUR,international shipping,preprocessed,2685267.0
2087,14,UKR,international shipping,preprocessed,604331.1
2087,15,STAN,international shipping,preprocessed,1001211.0
2087,16,RUS,international shipping,preprocessed,1809784.0
2087,17,ME,international shipping,preprocessed,8069588.0
2087,18,INDIA,international shipping,preprocessed,8181274.0
2087,19,KOR,international shipping,preprocessed,2437930.0
2087,20,CHN,international shipping,preprocessed,18952520.0
2087,21,SEAS,international shipping,preprocessed,17792280.0
2087,22,INDO,international shipping,preprocessed,2572194.0
2087,23,JAP,international shipping,preprocessed,3891163.0
2087,24,OCE,international shipping,preprocessed,2461267.0
2087,25,RSAS,international shipping,preprocessed,4793963.0
2087,26,RSAF,international shipping,preprocessed,4058399.0
2087,27,Unused,international shipping,preprocessed,0.0
2087,28,World Total,international shipping,preprocessed,180288800.0
2088,1,CAN,international shipping,preprocessed,3761707.0
2088,2,USA,international shipping,preprocessed,15205830.0
2088,3,MEX,international shipping,preprocessed,3691658.0
2088,4,RCAM,international shipping,preprocessed,2252679.0
2088,5,BRA,international shipping,preprocessed,3093597.0
2088,6,RSAM,international shipping,preprocessed,3688197.0
2088,7,NAF,international shipping,preprocessed,3904097.0
2088,8,WAF,international shipping,preprocessed,7118610.0
2088,9,EAF,international shipping,preprocessed,3210213.0
2088,10,SAF,international shipping,preprocessed,1263593.0
2088,11,WEU,international shipping,preprocessed,48462680.0
2088,12,CEU,international shipping,preprocessed,5858578.0
2088,13,TUR,international shipping,preprocessed,2677547.0
2088,14,UKR,international shipping,preprocessed,605805.3
2088,15,STAN,international shipping,preprocessed,1012378.0
2088,16,RUS,international shipping,preprocessed,1819572.0
2088,17,ME,international shipping,preprocessed,8100892.0
2088,18,INDIA,international shipping,preprocessed,8217505.0
2088,19,KOR,international shipping,preprocessed,2426104.0
2088,20,CHN,international shipping,preprocessed,18841590.0
2088,21,SEAS,international shipping,preprocessed,17825710.0
2088,22,INDO,international shipping,preprocessed,2572780.0
2088,23,JAP,international shipping,preprocessed,3881313.0
2088,24,OCE,international shipping,preprocessed,2480390.0
2088,25,RSAS,international shipping,preprocessed,4864555.0
2088,26,RSAF,international shipping,preprocessed,4139113.0
2088,27,Unused,international shipping,preprocessed,0.0
2088,28,World Total,international shipping,preprocessed,180976700.0
2089,1,CAN,international shipping,preprocessed,3779678.0
2089,2,USA,international shipping,preprocessed,15239660.0
2089,3,MEX,international shipping,preprocessed,3704994.0
2089,4,RCAM,international shipping,preprocessed,2270158.0
2089,5,BRA,international shipping,preprocessed,3105211.0
2089,6,RSAM,international shipping,preprocessed,3702503.0
2089,7,NAF,international shipping,preprocessed,3949486.0
2089,8,WAF,international shipping,preprocessed,7285236.0
2089,9,EAF,international shipping,preprocessed,3276500.0
2089,10,SAF,international shipping,preprocessed,1274709.0
2089,11,WEU,international shipping,preprocessed,48608060.0
2089,12,CEU,international shipping,preprocessed,5849475.0
2089,13,TUR,international shipping,preprocessed,2669935.0
2089,14,UKR,international shipping,preprocessed,607236.4
2089,15,STAN,international shipping,preprocessed,1023384.0
2089,16,RUS,international shipping,preprocessed,1829212.0
2089,17,ME,international shipping,preprocessed,8131358.0
2089,18,INDIA,international shipping,preprocessed,8252925.0
2089,19,KOR,international shipping,preprocessed,2414378.0
2089,20,CHN,international shipping,preprocessed,18731820.0
2089,21,SEAS,international shipping,preprocessed,17858330.0
2089,22,INDO,international shipping,preprocessed,2573044.0
2089,23,JAP,international shipping,preprocessed,3871381.0
2089,24,OCE,international shipping,preprocessed,2499439.0
2089,25,RSAS,international shipping,preprocessed,4933925.0
2089,26,RSAF,international shipping,preprocessed,4218888.0
2089,27,Unused,international shipping,preprocessed,0.0
2089,28,World Total,international shipping,preprocessed,181660900.0
2090,1,CAN,international shipping,preprocessed,3797432.0
2090,2,USA,international shipping,preprocessed,15271940.0
2090,3,MEX,international shipping,preprocessed,3717846.0
2090,4,RCAM,international shipping,preprocessed,2287347.0
2090,5,BRA,international shipping,preprocessed,3116404.0
2090,6,RSAM,international shipping,preprocessed,3716283.0
2090,7,NAF,international shipping,preprocessed,3994639.0
2090,8,WAF,international shipping,preprocessed,7449532.0
2090,9,EAF,international shipping,preprocessed,3341712.0
2090,10,SAF,international shipping,preprocessed,1285724.0
2090,11,WEU,international shipping,preprocessed,48755020.0
2090,12,CEU,international shipping,preprocessed,5840535.0
2090,13,TUR,international shipping,preprocessed,2662460.0
2090,14,UKR,international shipping,preprocessed,608619.5
2090,15,STAN,international shipping,preprocessed,1034438.0
2090,16,RUS,international shipping,preprocessed,1838724.0
2090,17,ME,international shipping,preprocessed,8160808.0
2090,18,INDIA,international shipping,preprocessed,8287538.0
2090,19,KOR,international shipping,preprocessed,2402785.0
2090,20,CHN,international shipping,preprocessed,18620250.0
2090,21,SEAS,international shipping,preprocessed,17890880.0
2090,22,INDO,international shipping,preprocessed,2572885.0
2090,23,JAP,international shipping,preprocessed,3861235.0
2090,24,OCE,international shipping,preprocessed,2518378.0
2090,25,RSAS,international shipping,preprocessed,5001815.0
2090,26,RSAF,international shipping,preprocessed,4297106.0
2090,27,Unused,international shipping,preprocessed,0.0
2090,28,World Total,international shipping,preprocessed,182332300.0
2091,1,CAN,international shipping,preprocessed,3812751.0
2091,2,USA,international shipping,preprocessed,15303140.0
2091,3,MEX,international shipping,preprocessed,3728024.0
2091,4,RCAM,international shipping,preprocessed,2304496.0
2091,5,BRA,international shipping,preprocessed,3126897.0
2091,6,RSAM,international shipping,preprocessed,3728725.0
2091,7,NAF,international shipping,preprocessed,4040910.0
2091,8,WAF,international shipping,preprocessed,7628163.0
2091,9,EAF,international shipping,preprocessed,3411522.0
2091,10,SAF,international shipping,preprocessed,1296742.0
2091,11,WEU,international shipping,preprocessed,48874530.0
2091,12,CEU,international shipping,preprocessed,5832947.0
2091,13,TUR,international shipping,preprocessed,2654193.0
2091,14,UKR,international shipping,preprocessed,610153.6
2091,15,STAN,international shipping,preprocessed,1046111.0
2091,16,RUS,international shipping,preprocessed,1848817.0
2091,17,ME,international shipping,preprocessed,8188685.0
2091,18,INDIA,international shipping,preprocessed,8316877.0
2091,19,KOR,international shipping,preprocessed,2391065.0
2091,20,CHN,international shipping,preprocessed,18507460.0
2091,21,SEAS,international shipping,preprocessed,17920680.0
2091,22,INDO,international shipping,preprocessed,2570523.0
2091,23,JAP,international shipping,preprocessed,3849785.0
2091,24,OCE,international shipping,preprocessed,2536168.0
2091,25,RSAS,international shipping,preprocessed,5072062.0
2091,26,RSAF,international shipping,preprocessed,4381762.0
2091,27,Unused,international shipping,preprocessed,0.0
2091,28,World Total,international shipping,preprocessed,182983200.0
2092,1,CAN,international shipping,preprocessed,3827807.0
2092,2,USA,international shipping,preprocessed,15330830.0
2092,3,MEX,international shipping,preprocessed,3738015.0
2092,4,RCAM,international shipping,preprocessed,2321262.0
2092,5,BRA,international shipping,preprocessed,3136922.0
2092,6,RSAM,international shipping,preprocessed,3740636.0
2092,7,NAF,international shipping,preprocessed,4086361.0
2092,8,WAF,international shipping,preprocessed,7804912.0
2092,9,EAF,international shipping,preprocessed,3479601.0
2092,10,SAF,international shipping,preprocessed,1307591.0
2092,11,WEU,international shipping,preprocessed,48990620.0
2092,12,CEU,international shipping,preprocessed,5825392.0
2092,13,TUR,international shipping,preprocessed,2646219.0
2092,14,UKR,international shipping,preprocessed,611601.7
2092,15,STAN,international shipping,preprocessed,1057617.0
2092,16,RUS,international shipping,preprocessed,1858777.0
2092,17,ME,international shipping,preprocessed,8215198.0
2092,18,INDIA,international shipping,preprocessed,8345284.0
2092,19,KOR,international shipping,preprocessed,2379435.0
2092,20,CHN,international shipping,preprocessed,18394880.0
2092,21,SEAS,international shipping,preprocessed,17950690.0
2092,22,INDO,international shipping,preprocessed,2567701.0
2092,23,JAP,international shipping,preprocessed,3838250.0
2092,24,OCE,international shipping,preprocessed,2553903.0
2092,25,RSAS,international shipping,preprocessed,5140800.0
2092,26,RSAF,international shipping,preprocessed,4464365.0
2092,27,Unused,international shipping,preprocessed,0.0
2092,28,World Total,international shipping,preprocessed,183614700.0
2093,1,CAN,international shipping,preprocessed,3842599.0
2093,2,USA,international shipping,preprocessed,15361620.0
2093,3,MEX,international shipping,preprocessed,3747769.0
2093,4,RCAM,international shipping,preprocessed,2337735.0
2093,5,BRA,international shipping,preprocessed,3146470.0
2093,6,RSAM,international shipping,preprocessed,3751980.0
2093,7,NAF,international shipping,preprocessed,4131060.0
2093,8,WAF,international shipping,preprocessed,7979851.0
2093,9,EAF,international shipping,preprocessed,3546499.0
2093,10,SAF,international shipping,preprocessed,1318290.0
2093,11,WEU,international shipping,preprocessed,49104460.0
2093,12,CEU,international shipping,preprocessed,5817817.0
2093,13,TUR,international shipping,preprocessed,2638560.0
2093,14,UKR,international shipping,preprocessed,612968.8
2093,15,STAN,international shipping,preprocessed,1068978.0
2093,16,RUS,international shipping,preprocessed,1868612.0
2093,17,ME,international shipping,preprocessed,8240297.0
2093,18,INDIA,international shipping,preprocessed,8373567.0
2093,19,KOR,international shipping,preprocessed,2367861.0
2093,20,CHN,international shipping,preprocessed,18279990.0
2093,21,SEAS,international shipping,preprocessed,17981490.0
2093,22,INDO,international shipping,preprocessed,2564455.0
2093,23,JAP,international shipping,preprocessed,3826930.0
2093,24,OCE,international shipping,preprocessed,2571730.0
2093,25,RSAS,international shipping,preprocessed,5208047.0
2093,26,RSAF,international shipping,preprocessed,4544951.0
2093,27,Unused,international shipping,preprocessed,0.0
2093,28,World Total,international shipping,preprocessed,184234600.0
2094,1,CAN,international shipping,preprocessed,3857140.0
2094,2,USA,international shipping,preprocessed,15387400.0
2094,3,MEX,international shipping,preprocessed,3757207.0
2094,4,RCAM,international shipping,preprocessed,2354261.0
2094,5,BRA,international shipping,preprocessed,3155568.0
2094,6,RSAM,international shipping,preprocessed,3763233.0
2094,7,NAF,international shipping,preprocessed,4175061.0
2094,8,WAF,international shipping,preprocessed,8153056.0
2094,9,EAF,international shipping,preprocessed,3612867.0
2094,10,SAF,international shipping,preprocessed,1328846.0
2094,11,WEU,international shipping,preprocessed,49215870.0
2094,12,CEU,international shipping,preprocessed,5810230.0
2094,13,TUR,international shipping,preprocessed,2631180.0
2094,14,UKR,international shipping,preprocessed,614257.1
2094,15,STAN,international shipping,preprocessed,1080217.0
2094,16,RUS,international shipping,preprocessed,1878329.0
2094,17,ME,international shipping,preprocessed,8264176.0
2094,18,INDIA,international shipping,preprocessed,8401830.0
2094,19,KOR,international shipping,preprocessed,2356270.0
2094,20,CHN,international shipping,preprocessed,18164230.0
2094,21,SEAS,international shipping,preprocessed,18012970.0
2094,22,INDO,international shipping,preprocessed,2561198.0
2094,23,JAP,international shipping,preprocessed,3815484.0
2094,24,OCE,international shipping,preprocessed,2589540.0
2094,25,RSAS,international shipping,preprocessed,5274476.0
2094,26,RSAF,international shipping,preprocessed,4622473.0
2094,27,Unused,international shipping,preprocessed,0.0
2094,28,World Total,international shipping,preprocessed,184837400.0
2095,1,CAN,international shipping,preprocessed,3871462.0
2095,2,USA,international shipping,preprocessed,15411120.0
2095,3,MEX,international shipping,preprocessed,3766241.0
2095,4,RCAM,international shipping,preprocessed,2370547.0
2095,5,BRA,international shipping,preprocessed,3164265.0
2095,6,RSAM,international shipping,preprocessed,3774149.0
2095,7,NAF,international shipping,preprocessed,4218240.0
2095,8,WAF,international shipping,preprocessed,8325539.0
2095,9,EAF,international shipping,preprocessed,3678670.0
2095,10,SAF,international shipping,preprocessed,1339277.0
2095,11,WEU,international shipping,preprocessed,49330280.0
2095,12,CEU,international shipping,preprocessed,5802693.0
2095,13,TUR,international shipping,preprocessed,2624176.0
2095,14,UKR,international shipping,preprocessed,615500.6
2095,15,STAN,international shipping,preprocessed,1091356.0
2095,16,RUS,international shipping,preprocessed,1887934.0
2095,17,ME,international shipping,preprocessed,8287029.0
2095,18,INDIA,international shipping,preprocessed,8429811.0
2095,19,KOR,international shipping,preprocessed,2344604.0
2095,20,CHN,international shipping,preprocessed,18048080.0
2095,21,SEAS,international shipping,preprocessed,18045150.0
2095,22,INDO,international shipping,preprocessed,2558179.0
2095,23,JAP,international shipping,preprocessed,3804012.0
2095,24,OCE,international shipping,preprocessed,2607422.0
2095,25,RSAS,international shipping,preprocessed,5340330.0
2095,26,RSAF,international shipping,preprocessed,4698339.0
2095,27,Unused,international shipping,preprocessed,0.0
2095,28,World Total,international shipping,preprocessed,185434400.0
2096,1,CAN,international shipping,preprocessed,3883639.0
2096,2,USA,international shipping,preprocessed,15429050.0
2096,3,MEX,international shipping,preprocessed,3771961.0
2096,4,RCAM,international shipping,preprocessed,2387045.0
2096,5,BRA,international shipping,preprocessed,3172501.0
2096,6,RSAM,international shipping,preprocessed,3783908.0
2096,7,NAF,international shipping,preprocessed,4261900.0
2096,8,WAF,international shipping,preprocessed,8511213.0
2096,9,EAF,international shipping,preprocessed,3749582.0
2096,10,SAF,international shipping,preprocessed,1349546.0
2096,11,WEU,international shipping,preprocessed,49402820.0
2096,12,CEU,international shipping,preprocessed,5795262.0
2096,13,TUR,international shipping,preprocessed,2616739.0
2096,14,UKR,international shipping,preprocessed,616691.1
2096,15,STAN,international shipping,preprocessed,1102783.0
2096,16,RUS,international shipping,preprocessed,1897348.0
2096,17,ME,international shipping,preprocessed,8308135.0
2096,18,INDIA,international shipping,preprocessed,8453001.0
2096,19,KOR,international shipping,preprocessed,2333272.0
2096,20,CHN,international shipping,preprocessed,17926500.0
2096,21,SEAS,international shipping,preprocessed,18075890.0
2096,22,INDO,international shipping,preprocessed,2553848.0
2096,23,JAP,international shipping,preprocessed,3790414.0
2096,24,OCE,international shipping,preprocessed,2624282.0
2096,25,RSAS,international shipping,preprocessed,5409562.0
2096,26,RSAF,international shipping,preprocessed,4780091.0
2096,27,Unused,international shipping,preprocessed,0.0
2096,28,World Total,international shipping,preprocessed,185987000.0
2097,1,CAN,international shipping,preprocessed,3895714.0
2097,2,USA,international shipping,preprocessed,15445150.0
2097,3,MEX,international shipping,preprocessed,3776778.0
2097,4,RCAM,international shipping,preprocessed,2402961.0
2097,5,BRA,international shipping,preprocessed,3180209.0
2097,6,RSAM,international shipping,preprocessed,3792567.0
2097,7,NAF,international shipping,preprocessed,4304771.0
2097,8,WAF,international shipping,preprocessed,8694323.0
2097,9,EAF,international shipping,preprocessed,3820213.0
2097,10,SAF,international shipping,preprocessed,1359552.0
2097,11,WEU,international shipping,preprocessed,49480420.0
2097,12,CEU,international shipping,preprocessed,5787687.0
2097,13,TUR,international shipping,preprocessed,2609628.0
2097,14,UKR,international shipping,preprocessed,617797.6
2097,15,STAN,international shipping,preprocessed,1114079.0
2097,16,RUS,international shipping,preprocessed,1906638.0
2097,17,ME,international shipping,preprocessed,8328546.0
2097,18,INDIA,international shipping,preprocessed,8476842.0
2097,19,KOR,international shipping,preprocessed,2321704.0
2097,20,CHN,international shipping,preprocessed,17802510.0
2097,21,SEAS,international shipping,preprocessed,18105200.0
2097,22,INDO,international shipping,preprocessed,2549721.0
2097,23,JAP,international shipping,preprocessed,3776851.0
2097,24,OCE,international shipping,preprocessed,2641008.0
2097,25,RSAS,international shipping,preprocessed,5478812.0
2097,26,RSAF,international shipping,preprocessed,4860240.0
2097,27,Unused,international shipping,preprocessed,0.0
2097,28,World Total,international shipping,preprocessed,186529900.0
2098,1,CAN,international shipping,preprocessed,3907705.0
2098,2,USA,international shipping,preprocessed,15459270.0
2098,3,MEX,international shipping,preprocessed,3780530.0
2098,4,RCAM,international shipping,preprocessed,2418087.0
2098,5,BRA,international shipping,preprocessed,3187252.0
2098,6,RSAM,international shipping,preprocessed,3799632.0
2098,7,NAF,international shipping,preprocessed,4346299.0
2098,8,WAF,international shipping,preprocessed,8874612.0
2098,9,EAF,international shipping,preprocessed,3890144.0
2098,10,SAF,international shipping,preprocessed,1369180.0
2098,11,WEU,international shipping,preprocessed,49547120.0
2098,12,CEU,international shipping,preprocessed,5779713.0
2098,13,TUR,international shipping,preprocessed,2602784.0
2098,14,UKR,international shipping,preprocessed,618790.8
2098,15,STAN,international shipping,preprocessed,1125213.0
2098,16,RUS,international shipping,preprocessed,1915796.0
2098,17,ME,international shipping,preprocessed,8348397.0
2098,18,INDIA,international shipping,preprocessed,8500860.0
2098,19,KOR,international shipping,preprocessed,2309855.0
2098,20,CHN,international shipping,preprocessed,17677850.0
2098,21,SEAS,international shipping,preprocessed,18130680.0
2098,22,INDO,international shipping,preprocessed,2545579.0
2098,23,JAP,international shipping,preprocessed,3763271.0
2098,24,OCE,international shipping,preprocessed,2657493.0
2098,25,RSAS,international shipping,preprocessed,5547754.0
2098,26,RSAF,international shipping,preprocessed,4938814.0
2098,27,Unused,international shipping,preprocessed,0.0
2098,28,World Total,international shipping,preprocessed,187042700.0
2099,1,CAN,international shipping,preprocessed,3919596.0
2099,2,USA,international shipping,preprocessed,15471210.0
2099,3,MEX,international shipping,preprocessed,3783158.0
2099,4,RCAM,international shipping,preprocessed,2432346.0
2099,5,BRA,international shipping,preprocessed,3193469.0
2099,6,RSAM,international shipping,preprocessed,3804679.0
2099,7,NAF,international shipping,preprocessed,4386195.0
2099,8,WAF,international shipping,preprocessed,9051826.0
2099,9,EAF,international shipping,preprocessed,3959093.0
2099,10,SAF,international shipping,preprocessed,1378321.0
2099,11,WEU,international shipping,preprocessed,49609280.0
2099,12,CEU,international shipping,preprocessed,5771181.0
2099,13,TUR,international shipping,preprocessed,2595986.0
2099,14,UKR,international shipping,preprocessed,619648.6
2099,15,STAN,international shipping,preprocessed,1136138.0
2099,16,RUS,international shipping,preprocessed,1924815.0
2099,17,ME,international shipping,preprocessed,8367690.0
2099,18,INDIA,international shipping,preprocessed,8522666.0
2099,19,KOR,international shipping,preprocessed,2297926.0
2099,20,CHN,international shipping,preprocessed,17550190.0
2099,21,SEAS,international shipping,preprocessed,18150760.0
2099,22,INDO,international shipping,preprocessed,2541143.0
2099,23,JAP,international shipping,preprocessed,3749588.0
2099,24,OCE,international shipping,preprocessed,2673567.0
2099,25,RSAS,international shipping,preprocessed,5615846.0
2099,26,RSAF,international shipping,preprocessed,5016281.0
2099,27,Unused,international shipping,preprocessed,0.0
2099,28,World Total,international shipping,preprocessed,187522600.0
2100,1,CAN,international shipping,preprocessed,3931128.0
2100,2,USA,international shipping,preprocessed,15480500.0
2100,3,MEX,international shipping,preprocessed,3784244.0
2100,4,RCAM,international shipping,preprocessed,2445763.0
2100,5,BRA,international shipping,preprocessed,3198696.0
2100,6,RSAM,international shipping,preprocessed,3807331.0
2100,7,NAF,international shipping,preprocessed,4424115.0
2100,8,WAF,international shipping,preprocessed,9229333.0
2100,9,EAF,international shipping,preprocessed,4026561.0
2100,10,SAF,international shipping,preprocessed,1386885.0
2100,11,WEU,international shipping,preprocessed,49662170.0
2100,12,CEU,international shipping,preprocessed,5761817.0
2100,13,TUR,international shipping,preprocessed,2588980.0
2100,14,UKR,international shipping,preprocessed,620343.2
2100,15,STAN,international shipping,preprocessed,1146824.0
2100,16,RUS,international shipping,preprocessed,1933687.0
2100,17,ME,international shipping,preprocessed,8386444.0
2100,18,INDIA,international shipping,preprocessed,8541682.0
2100,19,KOR,international shipping,preprocessed,2285850.0
2100,20,CHN,international shipping,preprocessed,17422980.0
2100,21,SEAS,international shipping,preprocessed,18164580.0
2100,22,INDO,international shipping,preprocessed,2536142.0
2100,23,JAP,international shipping,preprocessed,3735601.0
2100,24,OCE,international shipping,preprocessed,2689142.0
2100,25,RSAS,international shipping,preprocessed,5682477.0
2100,26,RSAF,international shipping,preprocessed,5091797.0
2100,27,Unused,international shipping,preprocessed,0.0
2100,28,World Total,international shipping,preprocessed,187965100.0
1971,1,CAN,international shipping,raw,2348617.0
1971,2,USA,international shipping,raw,5524689.0
1971,3,MEX,international shipping,raw,186278.4
1971,4,RCAM,international shipping,raw,992992.1
1971,5,BRA,international shipping,raw,466195.0
1971,6,RSAM,international shipping,raw,1031910.0
1971,7,NAF,international shipping,raw,695029.8
1971,8,WAF,international shipping,raw,787987.2
1971,9,EAF,international shipping,raw,294694.4
1971,10,SAF,international shipping,raw,616322.6
1971,11,WEU,international shipping,raw,29693660.0
1971,12,CEU,international shipping,raw,2478382.0
1971,13,TUR,international shipping,raw,166566.4
1971,14,UKR,international shipping,raw,265619.3
1971,15,STAN,international shipping,raw,134534.4
1971,16,RUS,international shipping,raw,817555.4
1971,17,ME,international shipping,raw,2101300.0
1971,18,INDIA,international shipping,raw,396472.5
1971,19,KOR,international shipping,raw,200331.5
1971,20,CHN,international shipping,raw,1140927.0
1971,21,SEAS,international shipping,raw,869489.7
1971,22,INDO,international shipping,raw,249849.6
1971,23,JAP,international shipping,raw,3888686.0
1971,24,OCE,international shipping,raw,778730.9
1971,25,RSAS,international shipping,raw,191841.5
1971,26,RSAF,international shipping,raw,461260.8
1971,27,Unused,international shipping,raw,0.0
1971,28,World Total,international shipping,raw,56779920.0
1972,1,CAN,international shipping,raw,2441427.0
1972,2,USA,international shipping,raw,5711827.0
1972,3,MEX,international shipping,raw,189835.6
1972,4,RCAM,international shipping,raw,967112.6
1972,5,BRA,international shipping,raw,525097.0
1972,6,RSAM,international shipping,raw,995056.5
1972,7,NAF,international shipping,raw,732248.1
1972,8,WAF,international shipping,raw,785749.3
1972,9,EAF,international shipping,raw,280664.5
1972,10,SAF,international shipping,raw,588087.9
1972,11,WEU,international shipping,raw,31030960.0
1972,12,CEU,international shipping,raw,2594502.0
1972,13,TUR,international shipping,raw,187023.2
1972,14,UKR,international shipping,raw,277885.8
1972,15,STAN,international shipping,raw,140190.6
1972,16,RUS,international shipping,raw,854707.9
1972,17,ME,international shipping,raw,2089664.0
1972,18,INDIA,international shipping,raw,381768.3
1972,19,KOR,international shipping,raw,211627.4
1972,20,CHN,international shipping,raw,1257498.0
1972,21,SEAS,international shipping,raw,871572.0
1972,22,INDO,international shipping,raw,292068.4
1972,23,JAP,international shipping,raw,4102754.0
1972,24,OCE,international shipping,raw,783914.8
1972,25,RSAS,international shipping,raw,298255.7
1972,26,RSAF,international shipping,raw,423636.2
1972,27,Unused,international shipping,raw,0.0
1972,28,World Total,international shipping,raw,59015130.0
1973,1,CAN,international shipping,raw,2514837.0
1973,2,USA,international shipping,raw,5874257.0
1973,3,MEX,international shipping,raw,202795.2
1973,4,RCAM,international shipping,raw,1041587.0
1973,5,BRA,international shipping,raw,528637.2
1973,6,RSAM,international shipping,raw,1077780.0
1973,7,NAF,international shipping,raw,760511.5
1973,8,WAF,international shipping,raw,840819.1
1973,9,EAF,international shipping,raw,308652.8
1973,10,SAF,international shipping,raw,647228.7
1973,11,WEU,international shipping,raw,31510050.0
1973,12,CEU,international shipping,raw,2644638.0
1973,13,TUR,international shipping,raw,188069.1
1973,14,UKR,international shipping,raw,282789.1
1973,15,STAN,international shipping,raw,146249.5
1973,16,RUS,international shipping,raw,868849.6
1973,17,ME,international shipping,raw,2267467.0
1973,18,INDIA,international shipping,raw,414359.3
1973,19,KOR,international shipping,raw,218778.0
1973,20,CHN,international shipping,raw,1275075.0
1973,21,SEAS,international shipping,raw,928364.6
1973,22,INDO,international shipping,raw,289722.1
1973,23,JAP,international shipping,raw,4195291.0
1973,24,OCE,international shipping,raw,827452.9
1973,25,RSAS,international shipping,raw,260802.9
1973,26,RSAF,international shipping,raw,477879.9
1973,27,Unused,international shipping,raw,0.0
1973,28,World Total,international shipping,raw,60592940.0
1974,1,CAN,international shipping,raw,2368739.0
1974,2,USA,international shipping,raw,5672515.0
1974,3,MEX,international shipping,raw,197581.9
1974,4,RCAM,international shipping,raw,987441.1
1974,5,BRA,international shipping,raw,552821.1
1974,6,RSAM,international shipping,raw,1014311.0
1974,7,NAF,international shipping,raw,761970.4
1974,8,WAF,international shipping,raw,815374.3
1974,9,EAF,international shipping,raw,281297.0
1974,10,SAF,international shipping,raw,607576.1
1974,11,WEU,international shipping,raw,30947150.0
1974,12,CEU,international shipping,raw,2580796.0
1974,13,TUR,international shipping,raw,191934.4
1974,14,UKR,international shipping,raw,276796.3
1974,15,STAN,international shipping,raw,142734.3
1974,16,RUS,international shipping,raw,849855.3
1974,17,ME,international shipping,raw,2253147.0
1974,18,INDIA,international shipping,raw,383562.1
1974,19,KOR,international shipping,raw,240308.4
1974,20,CHN,international shipping,raw,1330479.0
1974,21,SEAS,international shipping,raw,934700.1
1974,22,INDO,international shipping,raw,329959.1
1974,23,JAP,international shipping,raw,4194551.0
1974,24,OCE,international shipping,raw,807011.1
1974,25,RSAS,international shipping,raw,282426.8
1974,26,RSAF,international shipping,raw,437117.8
1974,27,Unused,international shipping,raw,0.0
1974,28,World Total,international shipping,raw,59442160.0
1975,1,CAN,international shipping,raw,2044317.0
1975,2,USA,international shipping,raw,5161042.0
1975,3,MEX,international shipping,raw,181076.3
