t,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
2057,53415.70255,61503.75747,28414.46089,27213.07851,19809.19209,21924.61025,17162.10457,7483.429286,22544.05017,20144.09776,50957.23629,40567.3336,34946.12148,20939.18767,18878.7619,31325.70759,22572.25403,18535.41789,50079.46407,47446.17837,20572.77056,21927.79353,48256.05976,48206.34971,8516.615447,7441.312836
2058,53907.1247,61854.93534,29018.72683,27981.99934,20148.26499,22384.18573,17605.51196,7796.834218,23529.80888,20526.34208,51658.01234,41226.04047,35586.99295,21414.47454,19187.76079,31797.41164,22924.43551,19055.07263,50781.11655,48190.39846,21082.45277,22514.31158,48831.37665,48750.77422,8814.907959,7743.14043
2059,54403.06791,62208.11838,29635.84316,28772.64646,20493.14178,22853.39466,18060.37541,8123.364504,24558.67078,20915.83968,52368.42562,41895.44301,36239.61725,21900.54968,19501.81723,32276.21863,23282.11187,19589.29629,51492.59973,48946.29206,21604.76217,23116.51763,49413.55257,49301.34726,9123.648097,8057.210474
2060,54903.57378,62563.31804,30266.08318,29585.63376,20843.92181,23332.43898,18526.9909,8463.569831,25632.52057,21312.7282,53088.60868,42575.71488,36904.20994,22397.65797,19821.01399,32762.23552,23645.36884,20138.49733,52214.05134,49714.04228,22140.01157,23734.83132,50002.66929,49858.13827,9443.201789,8384.019534
2061,55482.04774,62939.01787,30901.81161,30404.61594,21190.12341,23808.28348,18991.04659,8808.688369,26730.35158,21704.36689,53835.4121,43299.76939,37562.01195,22905.34699,20161.79204,33266.23402,24029.25141,20677.78039,52901.55599,50447.63171,22672.29645,24329.40311,50614.80057,50463.69905,9768.422559,8721.814448
2062,56066.61662,63316.97381,31550.89329,31246.26898,21542.07514,24293.83242,19466.72574,9167.879788,27875.20228,22103.20226,54592.72089,44036.13737,38231.53901,23424.54384,20508.429,33777.9858,24419.36631,21231.50477,53598.11304,51192.04612,23217.37839,24938.86929,51234.42555,51076.61478,10104.84383,9073.219231
2063,56657.34462,63697.19942,32213.60869,32111.22044,21899.87253,24789.2837,19954.31948,9541.717936,29069.08648,22509.36656,55360.68282,44785.02823,38913.0001,23955.50935,20861.02561,34297.61012,24815.81473,21800.05717,54303.84168,51947.44525,23775.56507,25563.60296,51861.63596,51696.97478,10452.85133,9438.782228
2064,57254.29663,64079.70833,32890.24421,33000.11528,22263.61266,25294.83928,20454.12625,9930.800063,30314.10429,22922.99445,56139.44776,45546.65494,39606.60795,24498.51029,21219.68433,34825.2281,25218.69949,22383.83468,55018.86269,52713.99117,24347.17154,26203.98659,52496.52466,52324.86948,10812.8441,9819.073879
2065,57857.53824,64464.51425,33581.09221,33913.61629,22633.39423,25810.70521,20966.45195,10335.74777,31612.44573,23344.22309,56929.16768,46321.23408,40312.57907,25053.81946,21584.50938,35360.96269,25628.12509,22983.24499,55743.2984,53491.84839,24932.52043,26860.4122,53139.18565,52960.39038,11185.2349,10214.68761
2066,58512.0917,64829.05065,34261.36109,34829.7509,23005.58566,26320.33037,21462.63972,10742.46116,32927.01344,23757.7707,57712.29139,47102.6278,41010.41974,25586.74914,21947.05011,35875.74327,26044.06736,23563.5,56496.0854,54233.58958,25507.6866,27486.52046,53801.90519,53619.27577,11561.92357,10617.85975
2067,59174.05025,65195.64844,34955.41052,35770.63377,23383.89753,26840.01795,21970.57017,11165.17879,34296.24596,24178.64439,58506.18783,47897.20286,41720.34056,26131.01498,22315.68019,36398.01797,26466.76034,24158.40462,57259.03843,54985.61606,26096.12123,28127.2231,54472.88977,54286.35841,11951.2981,11036.94504
2068,59843.49766,65564.31929,35663.51964,36736.93343,23768.4305,27369.9666,22490.52119,11604.53042,35722.41646,24606.97394,59311.0052,48705.18162,42442.55062,26686.85811,22690.50191,36927.89587,26896.31359,24768.32873,58032.29479,55748.07048,26698.1304,28782.86034,55152.24246,54961.7403,12353.78573,11472.57157
2069,60520.51866,65935.07491,36385.97329,37729.33648,24159.28686,27910.37895,23022.77727,12061.17062,37207.89264,25042.89143,60126.89372,49526.7902,43177.26269,27254.52479,23071.61926,37465.48768,27332.83845,25393.65151,58815.9936,56521.09741,27314.02728,29453.78029,55840.06762,55645.52468,12769.82805,11925.3922
2070,61205.19893,66307.92709,37123.06204,38748.54808,24556.57059,28461.46159,23567.62961,12535.77968,38755.14066,25486.53129,60954.00569,50362.2585,43924.69316,27834.26654,23459.13798,38010.90568,27776.44808,26034.76174,59610.27591,57304.84347,27944.13222,30140.33918,56536.47092,56337.81609,13199.88156,12396.0856
2071,61900.40583,66667.68759,37857.14465,39767.42213,24969.55502,29003.99572,24091.69511,13008.15136,40305.97704,25925.63506,61755.45866,51161.77542,44655.71831,28369.26755,23826.07071,38502.35716,28223.9256,26655.08612,60367.2172,58036.22495,28564.85324,30806.42617,57231.92019,57018.12167,13628.51592,12870.58256
2072,62603.50933,67029.40001,38605.74323,40813.08697,25389.48489,29556.87168,24627.41408,13498.32289,41918.87211,26372.30409,62567.44953,51973.98492,45398.90968,28914.55178,24198.74277,39000.16273,28678.61198,27290.19084,61133.77025,58776.94103,29199.36228,31487.23336,57935.92411,57706.64226,14071.06916,13363.2423
2073,63314.59911,67393.07494,39369.14483,41886.24705,25816.47701,30120.28659,25175.04565,14006.965,43596.30924,26826.66871,63390.11685,52799.08851,46154.46976,29470.31689,24577.24393,39504.40454,29140.62333,27940.42805,61910.05713,59527.11088,29847.96563,32183.08607,58648.5879,58403.47706,14527.99324,13874.76006
2074,64033.7659,67758.72302,40147.64216,42987.62535,26250.65014,30694.44136,25734.85472,14534.7737,45340.87115,27288.86152,64223.601,53637.29089,46922.6044,30036.76433,24961.66535,40015.1658,29610.07767,28606.15831,62696.20143,60286.85514,30510.97636,32894.31678,59370.0181,59108.72647,14999.75483,14405.85767
2075,64761.10144,68126.35497,40941.53373,44117.96385,26692.12505,31279.54069,26307.11208,15082.47122,47155.24393,27759.01738,65068.04421,54488.79999,47703.52286,30614.09943,25352.09965,40532.53081,30087.0949,29287.75079,63492.32832,61056.29601,31188.7145,33621.26535,60100.32254,59822.49209,15486.83574,14957.28462
2076,65503.79896,68521.46384,41732.82971,45246.80743,27133.07779,31861.27247,26857.69114,15623.37722,48961.57546,28222.01855,65903.12274,55304.58323,48468.92225,31161.63041,25737.25701,41012.76904,30574.21546,29950.60676,64291.67561,61819.11814,31854.02567,34332.59204,60829.07989,60535.32783,15967.67762,15508.88115
2077,66255.01393,68918.8642,42539.41944,46404.53465,27581.31505,32453.8232,27419.79323,16183.68186,50837.10044,28692.74226,66748.91861,56132.58003,49246.60242,31718.95395,26128.26581,41498.69724,31069.22268,30628.46484,65101.08642,62591.47078,32533.52911,35058.9683,61566.67391,61256.65761,16463.44887,16080.81952
2078,67014.84403,69318.56934,43361.59849,47591.88457,28036.95718,33057.39409,27993.65949,16764.08082,52784.46938,29171.31732,67605.56937,56972.97325,50036.7604,32286.24518,26525.21494,41990.38282,31572.24423,31321.66456,65920.68745,63373.47301,33227.52757,35800.71254,62313.21176,61986.58265,16974.61304,16673.84989
2079,67783.38806,69720.59263,44199.66819,48809.61513,28500.12649,33672.19009,28579.53615,17365.29476,54806.43435,29657.87468,68473.21431,57825.94848,50839.59641,32863.68237,26928.19465,42487.89399,32083.40988,32030.55315,66750.60698,64165.24537,33936.33027,36558.1499,63068.80189,62725.20536,17501.64806,17288.75012
2080,68560.74597,70124.94752,45053.93564,50058.50369,28970.94734,34298.41997,29177.67457,17988.07017,56905.85283,30152.54748,69351.99455,58691.69409,51655.31386,33451.44699,27337.29656,42991.29979,32602.85148,32755.48568,67590.97492,64966.90994,34660.253,37331.6124,63833.55407,63472.62939,18045.04668,17926.32671
2081,69342.79206,70526.83051,45904.67906,51304.45218,29440.84828,34919.22209,29757.44608,18600.87444,58989.98687,30631.55689,70223.95125,59524.14507,52459.4766,34021.82563,27744.89605,43487.51023,33129.5901,33463.38613,68409.45316,65733.53365,35366.74154,38088.81877,64637.05052,64214.64138,18579.67912,18560.3126
2082,70133.75866,70931.01667,46771.48688,52581.41213,29918.37089,35551.26075,30348.73788,19234.55526,61150.45075,31118.17594,71106.87097,60368.40308,53276.15844,34601.92976,28158.57285,43989.448,33664.83883,34186.58548,69237.84259,66509.20369,36087.63061,38861.38374,65450.66088,64965.32768,19130.15146,19216.72016
2083,70933.74751,71337.5192,47654.66243,53890.15542,30403.63879,36194.73932,30951.77887,19889.82385,63390.03999,31612.52552,72000.89158,61224.63558,54105.55427,35191.92522,28578.41759,44497.17919,34208.73516,34925.41436,70076.26322,67294.02681,36823.21374,39649.61885,66274.51246,65724.7897,19696.93301,19896.34235
2084,71742.86153,71746.35138,48554.5148,55231.47313,30896.7776,36849.86486,31566.80252,20567.41565,65711.6525,32114.72843,72906.15263,62093.01243,54947.86202,35791.98065,29004.52221,45010.77066,34761.41878,35680.21057,70924.83653,68088.11101,37573.79044,40453.84192,67108.73415,66493.13004,20280.50697,20600.0002
2085,72561.2048,72157.52656,49471.35887,56606.17603,31397.91499,37516.84819,32194.04692,21268.09115,68118.29232,32624.90944,73822.79544,62973.70585,55803.2827,36402.26759,29436.98006,45530.29007,35323.03169,36451.31918,71783.68545,68891.56558,38339.66633,41274.37725,67953.45651,67270.45248,20881.37086,21328.54374
2086,73398.64816,72568.11675,50389.17637,57968.03181,31900.1982,38174.75274,32804.17489,21955.6616,70499.68858,33122.92044,74747.76495,63832.92892,56641.86115,37002.38169,29870.08554,46058.65451,35894.12072,37205.3248,72603.2406,69667.92047,39089.54989,42077.49222,68829.53814,68066.1883,21476.28811,22052.7608
2087,74245.75662,72981.04328,51324.02168,59362.65171,32410.51661,38844.19446,33425.86576,22665.46034,72964.33778,33628.53345,75684.32395,64703.87537,57493.04125,37612.38904,30309.56328,46593.15045,36474.4429,37974.92724,73432.15263,70453.02429,39854.10038,42896.23417,69716.91455,68871.33681,22088.15476,22801.56887
2088,75102.64172,73396.31944,52276.21071,60790.82397,32928.99875,39525.37568,34059.33865,23398.20597,75515.15042,34141.86452,76632.61765,65586.70514,58357.01238,38232.45274,30755.50705,47133.84905,37064.14751,38760.44912,74270.52836,71246.97562,40633.60467,43730.90716,70615.73135,69686.00934,22717.45369,23575.80294
2089,75969.41631,73813.9586,53246.06522,62253.35582,33455.77523,40218.50225,34704.81685,24154.64033,78155.13875,34663.03145,77592.79308,66481.58039,59233.96675,38862.73858,31208.01198,47680.82228,37663.38623,39562.21974,75118.47583,72049.87417,41428.35524,44581.82118,71526.13604,70510.31855,23364.68156,24376.32635
2090,76846.19452,74233.97421,54233.91297,63751.07389,33990.97874,40923.78366,35362.52788,24935.52926,80887.42032,35192.15387,78564.99913,67388.66545,60124.09947,39503.41508,31667.1746,48234.14296,38272.3132,40380.5752,75976.10433,72861.82077,42238.6503,45449.29225,72448.27801,71344.37844,24030.34916,25204.03178
2091,77774.25113,74657.00356,55215.20369,65228.14514,34531.06657,41617.10516,36005.09738,25696.12035,83576.60788,35710.01273,79552.25831,68294.77972,60994.17414,40132.62045,32123.8802,48793.54658,38884.34431,41183.79829,76788.49348,73641.29853,43031.48046,46299.11242,73391.9261,72217.92056,24689.42024,26022.88808
2092,78713.51571,75082.44359,56214.24956,66739.43918,35079.73594,42322.17275,36659.34295,26479.91122,86355.20031,36235.49198,80551.92354,69213.07768,61876.83994,40771.84771,32587.17244,49359.43798,39506.1627,42002.99855,77609.56926,74429.11516,43839.19223,47164.82271,74347.86533,73102.15834,25366.56741,26868.34827
2093,79664.1236,75510.30802,57231.37184,68285.74893,35637.12319,43039.18544,37325.47677,27287.60951,89226.16997,36768.70375,81564.15071,70143.72317,62772.27908,41421.25651,33057.1463,49931.8924,40137.92489,42838.49378,78439.42456,75225.35987,44662.06496,48046.72022,75316.25578,73997.22275,26062.28643,27741.27671
2094,80626.21179,75940.61068,58266.8976,69867.88568,36203.36686,43768.3456,38003.71484,28119.94447,92192.58804,37309.76183,82589.09767,71086.8822,63680.67639,42081.00901,33533.89814,50510.98596,40779.7899,43690.60813,79278.15324,76030.12283,45500.38322,48945.10763,76297.25965,74903.24636,26777.08666,28642.56581
2095,81599.91895,76373.36547,59321.15983,71486.67952,36778.60767,44509.85902,38694.27713,28977.66756,95257.62782,37858.78167,83626.92426,72042.72304,64602.21941,42751.26997,34017.52573,51096.79566,41431.91928,44559.67215,80125.85019,76843.49517,46354.43692,49860.29328,77291.04122,75820.36333,27511.49145,29573.13698
2096,82632.28731,76811.59446,60360.28111,73075.45363,37357.81236,45236.91948,39362.42446,29807.88677,98259.04676,38395.628,84684.15032,73010.15857,65498.47404,43400.46304,34487.98255,51665.71117,42081.53771,45396.59229,80970.24526,77627.57941,47189.89061,50755.69577,78299.28792,76772.74279,28234.87761,30490.70168
2097,83677.71676,77252.33801,61417.60455,74699.53786,37946.13861,45975.85634,40042.10893,30661.89202,101355.0357,38940.08692,85754.74202,73990.58543,66407.1628,44059.51433,34964.94571,52240.96102,42741.34162,46249.23147,81823.53887,78419.66418,48040.40182,51667.1781,79320.68701,77737.08509,28977.28446,31436.73564
2098,84736.37256,77695.61054,62493.44899,76359.71696,38543.73006,46726.8636,40733.52973,31540.36478,104548.5745,39492.26641,86838.86832,74984.1781,67328.4582,44728.57355,35448.50519,52822.61575,43411.49072,47117.88493,82685.82479,79219.8311,48906.24193,52595.02903,80355.41006,78713.5405,29739.21214,32412.12215
2099,85808.42204,78141.42656,63588.13886,78056.79315,39150.73263,47490.13843,41436.88954,32444.00607,107842.7366,40052.27592,87936.70033,75991.11335,68262.53512,45407.79268,35938.75222,53410.74667,44092.1472,48002.85344,83557.1978,80028.16264,49787.68722,53539.54253,81403.63086,79702.26115,30521.17391,33417.77195
2100,86894.03463,78589.80066,64702.00428,79791.58644,39767.29453,48265.88121,42152.39451,33373.53696,111240.6927,40620.2265,89048.41133,77011.57038,69209.5709,46097.32598,36435.77928,54005.42588,44783.47582,48904.44344,84437.75365,80844.74212,50685.01894,54501.01781,82465.52551,80703.40113,31323.69655,34454.62402
