time,sector,unit,technology,material,min,max
2050,vehicles,fraction,car - ICE,nickel,0.0,0.0
2050,vehicles,fraction,car - ICE,plastics,0.1120627764,0.1369656156
2050,vehicles,fraction,car - ICE,rubber,0.0280980216,0.0343420264
2050,vehicles,fraction,car - ICE,steel,0.5691338928,0.6956080912
2050,vehicles,fraction,car - ICE,titanium,0.0,0.0
2050,vehicles,fraction,car - ICE,wood,0.0,0.0
2050,vehicles,fraction,car - PHEV,aluminium,0.1249541478,0.1527217362
2050,vehicles,fraction,car - PHEV,cobalt,1.62e-05,1.98e-05
2050,vehicles,fraction,car - PHEV,copper,0.0669968037,0.0818849823
2050,vehicles,fraction,car - PHEV,glass,0.0216567099,0.0264693121
2050,vehicles,fraction,car - PHEV,lead,0.001310067,0.001601193
2050,vehicles,fraction,car - PHEV,lithium,0.0,0.0
2050,vehicles,fraction,car - PHEV,manganese,0.0,0.0
2050,vehicles,fraction,car - PHEV,neodymium,0.0008166951,0.0009981829
2050,vehicles,fraction,car - PHEV,nickel,0.0,0.0
2050,vehicles,fraction,car - PHEV,plastics,0.091445265,0.111766435
2050,vehicles,fraction,car - PHEV,rubber,0.0211994973,0.0259104967
2050,vehicles,fraction,car - PHEV,steel,0.4299834933,0.5255353807
2050,vehicles,fraction,car - PHEV,titanium,0.0,0.0
2050,vehicles,fraction,car - PHEV,wood,0.0067062303,0.0081965037
2050,vehicles,fraction,midi_bus - BEV,aluminium,0.32868,0.40172
2050,vehicles,fraction,midi_bus - BEV,cobalt,0.0,0.0
2050,vehicles,fraction,midi_bus - BEV,copper,0.00225,0.00275
2050,vehicles,fraction,midi_bus - BEV,glass,0.04104,0.05016
2050,vehicles,fraction,midi_bus - BEV,lead,0.0,0.0
2050,vehicles,fraction,midi_bus - BEV,lithium,0.0,0.0
2050,vehicles,fraction,midi_bus - BEV,manganese,0.0,0.0
2050,vehicles,fraction,midi_bus - BEV,neodymium,0.0,0.0
2050,vehicles,fraction,midi_bus - BEV,nickel,0.0,0.0
2050,vehicles,fraction,midi_bus - BEV,plastics,0.13419,0.16401
2050,vehicles,fraction,midi_bus - BEV,rubber,0.02358,0.02882
2050,vehicles,fraction,midi_bus - BEV,steel,0.28683,0.35057
2050,vehicles,fraction,midi_bus - BEV,titanium,0.0,0.0
2050,vehicles,fraction,midi_bus - BEV,wood,0.0,0.0
2050,vehicles,fraction,midi_bus - FCV,aluminium,0.32868,0.40172
2050,vehicles,fraction,midi_bus - FCV,cobalt,0.0,0.0
2050,vehicles,fraction,midi_bus - FCV,copper,0.00225,0.00275
2050,vehicles,fraction,midi_bus - FCV,glass,0.04104,0.05016
2050,vehicles,fraction,midi_bus - FCV,lead,0.0,0.0
2050,vehicles,fraction,midi_bus - FCV,lithium,0.0,0.0
2050,vehicles,fraction,midi_bus - FCV,manganese,0.0,0.0
2050,vehicles,fraction,midi_bus - FCV,neodymium,0.0,0.0
2050,vehicles,fraction,midi_bus - FCV,nickel,0.0,0.0
2050,vehicles,fraction,midi_bus - FCV,plastics,0.13419,0.16401
2050,vehicles,fraction,midi_bus - FCV,rubber,0.02358,0.02882
2050,vehicles,fraction,midi_bus - FCV,steel,0.28683,0.35057
2050,vehicles,fraction,midi_bus - FCV,titanium,0.0,0.0
2050,vehicles,fraction,midi_bus - FCV,wood,0.0,0.0
2050,vehicles,fraction,midi_bus - HEV,aluminium,0.32868,0.40172
2050,vehicles,fraction,midi_bus - HEV,cobalt,0.0,0.0
2050,vehicles,fraction,midi_bus - HEV,copper,0.00225,0.00275
2050,vehicles,fraction,midi_bus - HEV,glass,0.04104,0.05016
2050,vehicles,fraction,midi_bus - HEV,lead,0.0,0.0
2050,vehicles,fraction,midi_bus - HEV,lithium,0.0,0.0
2050,vehicles,fraction,midi_bus - HEV,manganese,0.0,0.0
2050,vehicles,fraction,midi_bus - HEV,neodymium,0.0,0.0
2050,vehicles,fraction,midi_bus - HEV,nickel,0.0,0.0
2050,vehicles,fraction,midi_bus - HEV,plastics,0.13419,0.16401
2050,vehicles,fraction,midi_bus - HEV,rubber,0.02358,0.02882
2050,vehicles,fraction,midi_bus - HEV,steel,0.28683,0.35057
2050,vehicles,fraction,midi_bus - HEV,titanium,0.0,0.0
2050,vehicles,fraction,midi_bus - HEV,wood,0.0,0.0
2050,vehicles,fraction,midi_bus - ICE,aluminium,0.32868,0.40172
2050,vehicles,fraction,midi_bus - ICE,cobalt,0.0,0.0
2050,vehicles,fraction,midi_bus - ICE,copper,0.00225,0.00275
2050,vehicles,fraction,midi_bus - ICE,glass,0.04104,0.05016
2050,vehicles,fraction,midi_bus - ICE,lead,0.0,0.0
2050,vehicles,fraction,midi_bus - ICE,lithium,0.0,0.0
2050,vehicles,fraction,midi_bus - ICE,manganese,0.0,0.0
2050,vehicles,fraction,midi_bus - ICE,neodymium,0.0,0.0
2050,vehicles,fraction,midi_bus - ICE,nickel,0.0,0.0
2050,vehicles,fraction,midi_bus - ICE,plastics,0.13419,0.16401
2050,vehicles,fraction,midi_bus - ICE,rubber,0.02358,0.02882
2050,vehicles,fraction,midi_bus - ICE,steel,0.28683,0.35057
2050,vehicles,fraction,midi_bus - ICE,titanium,0.0,0.0
2050,vehicles,fraction,midi_bus - ICE,wood,0.0,0.0
2050,vehicles,fraction,midi_bus - PHEV,aluminium,0.32868,0.40172
2050,vehicles,fraction,midi_bus - PHEV,cobalt,0.0,0.0
2050,vehicles,fraction,midi_bus - PHEV,copper,0.00225,0.00275
2050,vehicles,fraction,midi_bus - PHEV,glass,0.04104,0.05016
2050,vehicles,fraction,midi_bus - PHEV,lead,0.0,0.0
2050,vehicles,fraction,midi_bus - PHEV,lithium,0.0,0.0
2050,vehicles,fraction,midi_bus - PHEV,manganese,0.0,0.0
2050,vehicles,fraction,midi_bus - PHEV,neodymium,0.0,0.0
2050,vehicles,fraction,midi_bus - PHEV,nickel,0.0,0.0
2050,vehicles,fraction,midi_bus - PHEV,plastics,0.13419,0.16401
2050,vehicles,fraction,midi_bus - PHEV,rubber,0.02358,0.02882
2050,vehicles,fraction,midi_bus - PHEV,steel,0.28683,0.35057
2050,vehicles,fraction,midi_bus - PHEV,titanium,0.0,0.0
2050,vehicles,fraction,midi_bus - PHEV,wood,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,aluminium,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,cobalt,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,copper,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,glass,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,lead,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,lithium,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,manganese,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,neodymium,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,nickel,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,plastics,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,rubber,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,steel,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,titanium,0.0,0.0
2050,vehicles,fraction,midi_bus - Trolley,wood,0.0,0.0
2050,vehicles,fraction,reg_bus - BEV,aluminium,0.17082,0.20878
2050,vehicles,fraction,reg_bus - BEV,cobalt,0.0,0.0
2050,vehicles,fraction,reg_bus - BEV,copper,0.00225,0.00275
2050,vehicles,fraction,reg_bus - BEV,glass,0.02016,0.02464
2050,vehicles,fraction,reg_bus - BEV,lead,0.0,0.0
2050,vehicles,fraction,reg_bus - BEV,lithium,0.0,0.0
2050,vehicles,fraction,reg_bus - BEV,manganese,0.0,0.0
2050,vehicles,fraction,reg_bus - BEV,neodymium,0.0,0.0
2050,vehicles,fraction,reg_bus - BEV,nickel,0.0,0.0
2050,vehicles,fraction,reg_bus - BEV,plastics,0.07884,0.09636
2050,vehicles,fraction,reg_bus - BEV,rubber,0.0261,0.0319
2050,vehicles,fraction,reg_bus - BEV,steel,0.49806,0.60874
2050,vehicles,fraction,reg_bus - BEV,titanium,0.0,0.0
2050,vehicles,fraction,reg_bus - BEV,wood,0.0,0.0
2050,vehicles,fraction,reg_bus - FCV,aluminium,0.17082,0.20878
2050,vehicles,fraction,reg_bus - FCV,cobalt,0.0,0.0
2050,vehicles,fraction,reg_bus - FCV,copper,0.00225,0.00275
2050,vehicles,fraction,reg_bus - FCV,glass,0.02016,0.02464
2050,vehicles,fraction,reg_bus - FCV,lead,0.0,0.0
2050,vehicles,fraction,reg_bus - FCV,lithium,0.0,0.0
2050,vehicles,fraction,reg_bus - FCV,manganese,0.0,0.0
2050,vehicles,fraction,reg_bus - FCV,neodymium,0.0,0.0
2050,vehicles,fraction,reg_bus - FCV,nickel,0.0,0.0
2050,vehicles,fraction,reg_bus - FCV,plastics,0.07884,0.09636
2050,vehicles,fraction,reg_bus - FCV,rubber,0.0261,0.0319
2050,vehicles,fraction,reg_bus - FCV,steel,0.49806,0.60874
2050,vehicles,fraction,reg_bus - FCV,titanium,0.0,0.0
2050,vehicles,fraction,reg_bus - FCV,wood,0.0,0.0
2050,vehicles,fraction,reg_bus - HEV,aluminium,0.17082,0.20878
2050,vehicles,fraction,reg_bus - HEV,cobalt,0.0,0.0
2050,vehicles,fraction,reg_bus - HEV,copper,0.00225,0.00275
2050,vehicles,fraction,reg_bus - HEV,glass,0.02016,0.02464
2050,vehicles,fraction,reg_bus - HEV,lead,0.0,0.0
2050,vehicles,fraction,reg_bus - HEV,lithium,0.0,0.0
2050,vehicles,fraction,reg_bus - HEV,manganese,0.0,0.0
2050,vehicles,fraction,reg_bus - HEV,neodymium,0.0,0.0
2050,vehicles,fraction,reg_bus - HEV,nickel,0.0,0.0
2050,vehicles,fraction,reg_bus - HEV,plastics,0.07884,0.09636
2050,vehicles,fraction,reg_bus - HEV,rubber,0.0261,0.0319
2050,vehicles,fraction,reg_bus - HEV,steel,0.49806,0.60874
2050,vehicles,fraction,reg_bus - HEV,titanium,0.0,0.0
2050,vehicles,fraction,reg_bus - HEV,wood,0.0,0.0
2050,vehicles,fraction,reg_bus - ICE,aluminium,0.17082,0.20878
2050,vehicles,fraction,reg_bus - ICE,cobalt,0.0,0.0
2050,vehicles,fraction,reg_bus - ICE,copper,0.00225,0.00275
2050,vehicles,fraction,reg_bus - ICE,glass,0.02016,0.02464
2050,vehicles,fraction,reg_bus - ICE,lead,0.0,0.0
2050,vehicles,fraction,reg_bus - ICE,lithium,0.0,0.0
2050,vehicles,fraction,reg_bus - ICE,manganese,0.0,0.0
2050,vehicles,fraction,reg_bus - ICE,neodymium,0.0,0.0
2050,vehicles,fraction,reg_bus - ICE,nickel,0.0,0.0
2050,vehicles,fraction,reg_bus - ICE,plastics,0.07884,0.09636
2050,vehicles,fraction,reg_bus - ICE,rubber,0.0261,0.0319
2050,vehicles,fraction,reg_bus - ICE,steel,0.49806,0.60874
2050,vehicles,fraction,reg_bus - ICE,titanium,0.0,0.0
2050,vehicles,fraction,reg_bus - ICE,wood,0.0,0.0
2050,vehicles,fraction,reg_bus - PHEV,aluminium,0.17082,0.20878
2050,vehicles,fraction,reg_bus - PHEV,cobalt,0.0,0.0
2050,vehicles,fraction,reg_bus - PHEV,copper,0.00225,0.00275
2050,vehicles,fraction,reg_bus - PHEV,glass,0.02016,0.02464
2050,vehicles,fraction,reg_bus - PHEV,lead,0.0,0.0
2050,vehicles,fraction,reg_bus - PHEV,lithium,0.0,0.0
2050,vehicles,fraction,reg_bus - PHEV,manganese,0.0,0.0
2050,vehicles,fraction,reg_bus - PHEV,neodymium,0.0,0.0
2050,vehicles,fraction,reg_bus - PHEV,nickel,0.0,0.0
2050,vehicles,fraction,reg_bus - PHEV,plastics,0.07884,0.09636
2050,vehicles,fraction,reg_bus - PHEV,rubber,0.0261,0.0319
2050,vehicles,fraction,reg_bus - PHEV,steel,0.49806,0.60874
2050,vehicles,fraction,reg_bus - PHEV,titanium,0.0,0.0
2050,vehicles,fraction,reg_bus - PHEV,wood,0.0,0.0
2050,vehicles,fraction,reg_bus - Trolley,aluminium,0.17082,0.20878
2050,vehicles,fraction,reg_bus - Trolley,cobalt,0.0,0.0
2050,vehicles,fraction,reg_bus - Trolley,copper,0.00225,0.00275
2050,vehicles,fraction,reg_bus - Trolley,glass,0.02016,0.02464
2050,vehicles,fraction,reg_bus - Trolley,lead,0.0,0.0
2050,vehicles,fraction,reg_bus - Trolley,lithium,0.0,0.0
2050,vehicles,fraction,reg_bus - Trolley,manganese,0.0,0.0
2050,vehicles,fraction,reg_bus - Trolley,neodymium,0.0,0.0
2050,vehicles,fraction,reg_bus - Trolley,nickel,0.0,0.0
2050,vehicles,fraction,reg_bus - Trolley,plastics,0.07884,0.09636
2050,vehicles,fraction,reg_bus - Trolley,rubber,0.0261,0.0319
2050,vehicles,fraction,reg_bus - Trolley,steel,0.49806,0.60874
2050,vehicles,fraction,reg_bus - Trolley,titanium,0.0,0.0
2050,vehicles,fraction,reg_bus - Trolley,wood,0.0,0.0
