Region,class_ 1,class_ 2,class_ 3,class_ 4,class_ 5,class_ 6,class_ 7,class_ 8,class_ 9,class_ 10,class_ 11,class_ 12,class_ 13,class_ 14,class_ 15,class_ 16,class_ 17,class_ 18,class_ 19,class_ 20,class_ 21,class_ 22,class_ 23,class_ 24,class_ 25,class_ 26
2043,631060.2107,3170835.494,346442.1957,316883.5501,1131328.083,765973.7962,620535.7072,527504.6105,235405.697,168558.8529,4115323.581,714738.7682,542067.2523,91237.24589,164170.8278,400980.0174,1071425.813,2444956.687,280236.0855,3828622.906,1012672.404,1125852.661,648403.0401,512205.3924,608862.0052,164517.7616
2044,623334.9962,3156042.287,321112.3414,333708.0818,1179330.937,812075.3267,633632.0919,554891.1507,245682.6962,176684.6207,4060737.282,705043.5548,544780.9041,95350.45243,172968.6989,420672.2281,1079307.874,2481116.447,277601.2445,3899326.013,1058606.668,1184400.492,654227.8721,515476.0908,638609.9052,173172.5593
2045,614417.0824,3052579.783,311851.6983,349977.9782,1222261.509,856678.3072,645745.5308,582764.0967,255876.4656,184487.2414,3982785.902,689980.0101,547110.6329,99968.25347,182327.3013,441030.4884,1087727.943,2543817.067,274961.411,3958739.274,1103660.442,1239237.647,662741.6233,517117.1924,667885.8456,181225.6639
2046,609018.6105,2895722.263,326910.05,376621.8514,1289366.006,907042.9699,733775.5226,663727.0855,284267.8161,202377.9355,3898032.716,666122.6116,536256.9937,103426.8795,193043.8603,457261.3194,1107310.963,2722506.534,263415.8615,3935949.943,1139014.947,1280486.762,676890.6995,518906.3406,757579.0802,201763.3872
2047,604145.966,2840876.445,331934.2175,390649.5328,1321920.041,942626.2755,749089.6463,699197.8223,298524.7654,211054.4909,3796072.208,648264.2636,538892.1445,106741.0035,200611.7213,473853.9676,1122184.666,2800191.616,258945.6896,4005562.297,1184712.11,1327541.768,686576.0706,519957.9906,791749.8994,212300.1713
2048,601094.2117,2778707.417,337418.0715,404748.1052,1352286.112,974641.1172,763820.1834,737275.3261,314335.9169,218744.3242,3736247.474,628794.1905,541980.6125,110241.3683,208717.3788,491014.0807,1133308.187,2885942.615,261333.0608,4059668.021,1231278.054,1386230.569,693433.8301,519460.7873,827948.4655,223573.0086
2049,599130.1784,2747465.236,336739.4982,417361.7157,1377159.096,1000628.354,778253.7758,778086.1733,330546.6165,225817.126,3784423.075,612234.3538,545071.7202,113440.0182,217085.6856,508732.8256,1142235.263,2966126.602,263302.8535,4113236.104,1272217.859,1446003.266,699044.4959,517223.5576,864194.5813,235270.7344
2050,598952.0806,2787856.881,334521.7356,426887.8783,1392426.614,1020042.541,790840.6752,813698.5657,343370.6552,231526.5398,3719767.691,596597.0818,547445.1414,115743.1857,225065.8784,522115.0686,1155279.185,3035086.736,263916.6528,4144357.096,1302737.8,1508561.166,702044.5055,515450.1934,895105.1236,244786.7735
2051,595379.0357,2810667.953,364128.891,446331.2935,1456290.703,1060749.767,865902.3145,916717.2684,378427.3806,242648.8705,3623117.998,580634.5878,550707.8397,127020.8068,215498.6187,548039.9471,1184827.604,3251684.734,273775.1121,4043641.788,1300383.739,1563334.101,711061.0476,508071.85,1020888.522,273417.0915
2052,598132.996,2878623.755,367443.5313,454317.3315,1467877.174,1078672.545,878705.9867,970909.6453,394923.0563,247281.6082,3589885.671,568479.9435,553237.2557,129238.5366,221346.8811,561835.1107,1195036.325,3330253.958,275748.149,4075100.343,1326381.077,1599524.637,721557.6634,509453.9556,1063213.845,288512.1949
2053,598866.7388,2940436.261,369285.5124,460861.9223,1476537.935,1090786.623,890725.1886,1028027.168,411868.8999,251943.7906,3573036.074,556829.2361,556526.1329,130763.2659,227370.3711,573840.0351,1204286.118,3405780.752,276376.2144,4103313.733,1348731.734,1625666.886,733775.5735,512045.5149,1104714.73,303914.0305
2054,598841.4652,2967349.197,370788.7654,466676.9895,1487019.756,1100814.082,903462.1311,1080388.053,429896.5864,256794.6008,3558971.335,547753.5905,560609.5133,132591.2693,233120.6422,585467.9581,1218116.596,3477120.255,275216.2242,4125324.75,1371271.905,1643200.32,748718.6505,514040.3679,1143747.586,318975.789
2055,598722.2411,2994795.354,375246.5867,471482.3849,1493344.454,1106766.83,915475.725,1128660.601,446116.2139,260527.547,3555708.814,541105.8212,565815.3686,134065.3535,238106.9709,596636.2149,1235771.525,3583729.695,273430.2632,4134213.247,1396719.481,1660033.701,763840.139,515382.7584,1179180.427,332471.7612
2056,597194.7827,3007206.147,398457.0524,487293.9038,1507170.088,1122771.298,1005410.364,1266501.414,491356.0284,272523.1416,3542831.533,530322.1038,556858.2214,137677.0312,254674.8568,618933.9235,1262856.648,3835752.277,257108.1617,4088313.476,1420100.923,1671511.564,775917.608,513863.5499,1310789.583,367393.3066
2057,597756.9746,3012570.132,412187.692,490870.7497,1511230.096,1127646.155,1015954.439,1327516.543,513615.7039,276037.2159,3563401.491,525905.4697,562356.6864,139706.5132,260104.2138,627533.8496,1276767.465,3943890.659,253389.0831,4116300.325,1434881.429,1690492.391,787376.8119,515305.7563,1352155.513,385445.5169
2058,596552.2121,3015548.271,459634.4016,493271.7146,1516126.453,1132481.594,1027539.538,1389723.511,536809.9014,278498.1508,3593129.141,523043.7688,565246.7573,141544.2986,265918.1912,634373.9914,1292767.916,4047930.451,250314.3901,4127978.753,1453258.561,1715170.532,800171.2264,516727.0472,1392967.632,404059.8547
2059,594323.2375,3019794.221,467207.4799,495313.2967,1517837.992,1136320.364,1040311.939,1454251.768,561094.7506,280261.8261,3629133.462,522909.1887,565724.3544,142616.9523,270951.3618,639603.3881,1311461.855,4144458.293,247396.5245,4113844.882,1469292.719,1740487.813,812944.2612,517812.4182,1433358.189,422323.5215
2060,591769.5512,3012246.462,474072.383,497222.3647,1520565.778,1143067.966,1053009.749,1515831.719,584011.5556,282530.2586,3674004.194,526972.3596,565096.7362,143443.2773,274922.1394,647145.2675,1330359.437,4231955.688,244648.5608,4098346.286,1484761.757,1768839.636,826284.2655,517954.2641,1471207.608,439233.2402
