Year,IMAGE_region,Population
1887,14,26531472.0
1887,15,9720648.0
1887,16,62083698.0
1887,17,19401109.0
1887,18,269520547.0
1887,19,14802283.0
1887,20,376773414.0
1887,21,34779917.0
1887,22,33438967.0
1887,23,39236630.0
1887,24,3839959.0
1887,25,55729188.0
1887,26,18392549.0
1888,1,4739885.0
1888,2,59552729.0
1888,3,11255171.0
1888,4,8202834.0
1888,5,13739900.0
1888,6,18819996.0
1888,7,18828461.0
1888,8,50568976.0
1888,9,41301101.0
1888,10,4522955.0
1888,11,212212796.0
1888,12,66581936.0
1888,13,13033916.0
1888,14,26780089.0
1888,15,9807132.0
1888,16,62650193.0
1888,17,19461302.0
1888,18,271695977.0
1888,19,14825571.0
1888,20,377915621.0
1888,21,35396128.0
1888,22,33807779.0
1888,23,39576573.0
1888,24,3954789.0
1888,25,55991535.0
1888,26,18445689.0
1889,1,4791824.0
1889,2,60843105.0
1889,3,11392794.0
1889,4,8303262.0
1889,5,14013475.0
1889,6,19198629.0
1889,7,19048366.0
1889,8,50865144.0
1889,9,41357286.0
1889,10,4571731.0
1889,11,213737078.0
1889,12,67248978.0
1889,13,13109680.0
1889,14,27031035.0
1889,15,9894385.0
1889,16,63221856.0
1889,17,19543137.0
1889,18,273520781.0
1889,19,14848932.0
1889,20,379209382.0
1889,21,35994416.0
1889,22,34183730.0
1889,23,39928082.0
1889,24,4062666.0
1889,25,56255725.0
1889,26,18473713.0
1890,1,4843260.0
1890,2,62117304.0
1890,3,11538689.0
1890,4,9691928.0
1890,5,14307331.0
1890,6,19583627.0
1890,7,19272818.0
1890,8,51126889.0
1890,9,41553082.0
1890,10,4621030.0
1890,11,215332354.0
1890,12,67892973.0
1890,13,13185884.0
1890,14,27284331.0
1890,15,9982412.0
1890,16,63798734.0
1890,17,19647099.0
1890,18,274991729.0
1890,19,14872368.0
1890,20,380655882.0
1890,21,36571273.0
1890,22,34587499.0
1890,23,40291341.0
1890,24,4223788.0
1890,25,56521860.0
1890,26,18488042.0
1891,1,4894177.0
1891,2,63358765.0
1891,3,11693044.0
1891,4,8510335.0
1891,5,14622216.0
1891,6,19927423.0
1891,7,19499407.0
1891,8,51358098.0
1891,9,41387302.0
1891,10,4670859.0
1891,11,216964496.0
1891,12,68522066.0
1891,13,13262531.0
1891,14,27540001.0
1891,15,10071223.0
1891,16,64380874.0
1891,17,19773690.0
1891,18,276105563.0
1891,19,14895876.0
1891,20,382256317.0
1891,21,37122900.0
1891,22,34976475.0
1891,23,40666539.0
1891,24,4255761.0
1891,25,56790040.0
1891,26,18454724.0
1892,1,4944559.0
1892,2,64581224.0
1892,3,11856053.0
1892,4,8569022.0
1892,5,14958900.0
1892,6,20276404.0
1892,7,19730679.0
1892,8,51547068.0
1892,9,41361184.0
1892,10,4721224.0
1892,11,218670326.0
1892,12,69127014.0
1892,13,13339623.0
1892,14,27798065.0
1892,15,10160822.0
1892,16,64968327.0
1892,17,19923423.0
1892,18,276859000.0
1892,19,14919460.0
1892,20,384011891.0
1892,21,37645165.0
1892,22,35370457.0
1892,23,41053865.0
1892,24,4340031.0
1892,25,57060373.0
1892,26,18407870.0
1893,1,4994388.0
1893,2,65778137.0
1893,3,12027914.0
1893,4,8645492.0
1893,5,15318174.0
1893,6,20614192.0
1893,7,19965874.0
1893,8,51705473.0
1893,9,41307682.0
1893,10,4772129.0
1893,11,220439402.0
1893,12,69707190.0
1893,13,13417162.0
1893,14,28058547.0
1893,15,10251219.0
1893,16,65561139.0
1893,17,20096831.0
1893,18,277248729.0
1893,19,14943118.0
1893,20,385923816.0
1893,21,38133582.0
1893,22,35779949.0
1893,23,41453511.0
1893,24,4415451.0
1893,25,57332965.0
1893,26,18336211.0
1894,1,5044719.0
1894,2,66997221.0
1894,3,12202263.0
1894,4,8723317.0
1894,5,15686078.0
1894,6,20960859.0
1894,7,20203972.0
1894,8,51866047.0
1894,9,41254712.0
1894,10,4823580.0
1894,11,222227092.0
1894,12,70292846.0
1894,13,13495151.0
1894,14,28321468.0
1894,15,10342417.0
1894,16,66159357.0
1894,17,20273013.0
1894,18,277638978.0
1894,19,14966848.0
1894,20,387848096.0
1894,21,38632602.0
1894,22,36209993.0
1894,23,41857048.0
1894,24,4492268.0
1894,25,57607317.0
1894,26,18265245.0
1895,1,5095557.0
1895,2,68238885.0
1895,3,12379137.0
1895,4,8802518.0
1895,5,16062818.0
1895,6,21316581.0
1895,7,20445005.0
1895,8,52028800.0
1895,9,41202274.0
1895,10,4875584.0
1895,11,224033610.0
1895,12,70884039.0
1895,13,13573592.0
1895,14,28586851.0
1895,15,10434427.0
1895,16,66763035.0
1895,17,20452033.0
1895,18,278029747.0
1895,19,14990649.0
1895,20,389784836.0
1895,21,39142518.0
1895,22,36672164.0
1895,23,42264512.0
1895,24,4570513.0
1895,25,57883439.0
1895,26,18194971.0
1896,1,5146906.0
1896,2,69503549.0
1896,3,12558572.0
1896,4,8883122.0
1896,5,16448606.0
1896,6,21681548.0
1896,7,20689010.0
1896,8,52193744.0
1896,9,41150368.0
1896,10,4928147.0
1896,11,225859177.0
1896,12,71480828.0
1896,13,13652489.0
1896,14,28854721.0
1896,15,10527254.0
1896,16,67372218.0
1896,17,20633954.0
1896,18,278421038.0
1896,19,15014523.0
1896,20,391734127.0
1896,21,39663615.0
1896,22,37101450.0
1896,23,42675942.0
1896,24,4650207.0
1896,25,58161352.0
1896,26,18125390.0
1897,1,5198771.0
1897,2,70791637.0
1897,3,12740605.0
1897,4,8965152.0
1897,5,16843659.0
1897,6,22055952.0
1897,7,20936027.0
1897,8,52360888.0
1897,9,41098990.0
1897,10,4981274.0
1897,11,227704018.0
1897,12,72083269.0
1897,13,13731844.0
1897,14,29125100.0
1897,15,10620907.0
1897,16,67986962.0
1897,17,20818834.0
1897,18,278812851.0
1897,19,15038468.0
1897,20,393693533.0
1897,21,40196204.0
1897,22,37556078.0
1897,23,43091376.0
1897,24,4731378.0
1897,25,58441074.0
1897,26,18056490.0
1898,1,5251159.0
1898,2,72103583.0
1898,3,12925274.0
1898,4,9048642.0
1898,5,17248200.0
1898,6,22439995.0
1898,7,21186094.0
1898,8,52530235.0
1898,9,41048130.0
1898,10,5034971.0
1898,11,229568352.0
1898,12,72691433.0
1898,13,13811660.0
1898,14,29398009.0
1898,15,10715392.0
1898,16,68607311.0
1898,17,21006732.0
1898,18,279205186.0
1898,19,15062486.0
1898,20,395663159.0
1898,21,40740590.0
1898,22,38013389.0
1898,23,43510855.0
1898,24,4814059.0
1898,25,58722628.0
1898,26,17988281.0
1899,1,5322809.0
1899,2,73449404.0
1899,3,13098862.0
1899,4,9150207.0
1899,5,17653222.0
1899,6,22839563.0
1899,7,21452671.0
1899,8,52710913.0
1899,9,40991045.0
1899,10,5095769.0
1899,11,231484678.0
1899,12,73304077.0
1899,13,13891939.0
1899,14,29673476.0
1899,15,10810717.0
1899,16,69233320.0
1899,17,21203188.0
1899,18,279838410.0
1899,19,15089514.0
1899,20,397680026.0
1899,21,41386212.0
1899,22,38516504.0
1899,23,43952420.0
1899,24,4897762.0
1899,25,59019998.0
1899,26,17918485.0
1900,1,5414425.0
1900,2,74844814.0
1900,3,13261087.0
1900,4,10708560.0
1900,5,18058538.0
1900,6,23272203.0
1900,7,21736988.0
1900,8,52903547.0
1900,9,41100389.0
1900,10,5163858.0
1900,11,233468626.0
1900,12,73921224.0
1900,13,13972684.0
1900,14,29951524.0
1900,15,10906888.0
1900,16,69865041.0
1900,17,21408118.0
1900,18,280714154.0
1900,19,15119554.0
1900,20,399810569.0
1900,21,42138715.0
1900,22,39021450.0
1900,23,44416502.0
1900,24,5085110.0
1900,25,59333404.0
1900,26,17859978.0
1901,1,5526732.0
1901,2,76255912.0
1901,3,13411660.0
1901,4,9432556.0
1901,5,18463951.0
1901,6,23686480.0
1901,7,22036917.0
1901,8,53112082.0
1901,9,40858428.0
1901,10,5239436.0
1901,11,235476744.0
1901,12,74548365.0
1901,13,14053897.0
1901,14,30232176.0
1901,15,11003916.0
1901,16,70502525.0
1901,17,21621464.0
1901,18,281834058.0
1901,19,15152612.0
1901,20,401862471.0
1901,21,43004051.0
1901,22,39512324.0
1901,23,44903535.0
1901,24,5068272.0
1901,25,59663079.0
1901,26,17774584.0
1902,1,5660474.0
1902,2,77698268.0
1902,3,13550290.0
1902,4,9568611.0
1902,5,18869255.0
1902,6,24134488.0
1902,7,22355391.0
1902,8,53327254.0
1902,9,40783029.0
1902,10,5322703.0
1902,11,237554242.0
1902,12,75178588.0
1902,13,14135582.0
1902,14,30515455.0
1902,15,11101803.0
1902,16,71145824.0
1902,17,21843127.0
1902,18,283199773.0
1902,19,15188689.0
1902,20,404026074.0
1902,21,43988494.0
1902,22,40008708.0
1902,23,45413962.0
1902,24,5163312.0
1902,25,60009247.0
1902,26,17700700.0
1903,1,5816421.0
1903,2,79187838.0
1903,3,13676676.0
1903,4,9747789.0
1903,5,19274237.0
1903,6,24599348.0
1903,7,22691978.0
1903,8,53559622.0
1903,9,40701646.0
1903,10,5413866.0
1903,11,239687242.0
1903,12,75812907.0
1903,13,14217741.0
1903,14,30801389.0
1903,15,11200562.0
1903,16,71794991.0
1903,17,22073036.0
1903,18,284812956.0
1903,19,15227790.0
1903,20,406237424.0
1903,21,45098671.0
1903,22,40493013.0
1903,23,45948233.0
1903,24,5243027.0
1903,25,60372138.0
1903,26,17625678.0
1904,1,5976663.0
1904,2,80705948.0
1904,3,13804239.0
1904,4,9931110.0
1904,5,19687910.0
1904,6,25075819.0
1904,7,23033673.0
1904,8,53797231.0
1904,9,40621146.0
1904,10,5506587.0
1904,11,241844374.0
1904,12,76452634.0
1904,13,14300377.0
1904,14,31090000.0
1904,15,11300198.0
1904,16,72450081.0
1904,17,22305705.0
1904,18,286435299.0
1904,19,15266989.0
1904,20,408460317.0
1904,21,46252308.0
1904,22,40964870.0
1904,23,46488789.0
1904,24,5332539.0
1904,25,60738085.0
1904,26,17551899.0
1905,1,6141319.0
1905,2,82253148.0
1905,3,13932988.0
1905,4,10118682.0
1905,5,20110461.0
1905,6,25564257.0
1905,7,23380553.0
1905,8,54040115.0
1905,9,40541523.0
1905,10,5600893.0
1905,11,244025939.0
1905,12,77097826.0
1905,13,14383492.0
1905,14,31381314.0
1905,15,11400721.0
1905,16,73111147.0
1905,17,22541174.0
1905,18,288066854.0
1905,19,15306285.0
1905,20,410695760.0
1905,21,47451458.0
1905,22,41423830.0
1905,23,47035703.0
1905,24,5423682.0
1905,25,61107121.0
1905,26,17479363.0
1906,1,6310511.0
1906,2,83829992.0
1906,3,14062935.0
1906,4,10310599.0
1906,5,20542081.0
1906,6,26065022.0
1906,7,23732698.0
1906,8,54288299.0
1906,9,40462772.0
1906,10,5696812.0
1906,11,246232250.0
1906,12,77747540.0
1906,13,14467090.0
1906,14,31675357.0
1906,15,11502135.0
1906,16,73778244.0
1906,17,22779920.0
1906,18,289707671.0
1906,19,15345678.0
1906,20,412945210.0
1906,21,48698280.0
1906,22,41869605.0
1906,23,47589051.0
1906,24,5524981.0
1906,25,61479287.0
1906,26,17408073.0
1907,1,6484363.0
1907,2,85437050.0
1907,3,14194091.0
1907,4,10506970.0
1907,5,20982964.0
1907,6,26578490.0
1907,7,24090186.0
1907,8,54541825.0
1907,9,40384892.0
1907,10,5794372.0
1907,11,248463606.0
1907,12,78404836.0
1907,13,14551173.0
1907,14,31972154.0
1907,15,11604452.0
1907,16,74451427.0
1907,17,23021552.0
1907,18,291357804.0
1907,19,15385169.0
1907,20,415209515.0
1907,21,49995008.0
1907,22,42318432.0
1907,23,48148908.0
1907,24,5610977.0
1907,25,61854622.0
1907,26,17338033.0
1908,1,6663003.0
1908,2,87074899.0
1908,3,14326467.0
1908,4,10707902.0
1908,5,21433310.0
1908,6,27105058.0
1908,7,24453103.0
1908,8,54800718.0
1908,9,40307872.0
1908,10,5893599.0
1908,11,250720323.0
1908,12,79066778.0
1908,13,14635744.0
1908,14,32271731.0
1908,15,11707677.0
1908,16,75130750.0
1908,17,23266109.0
1908,18,293017306.0
1908,19,15424758.0
1908,20,417488664.0
1908,21,51344024.0
1908,22,42769485.0
1908,23,48715351.0
1908,24,5707198.0
1908,25,62233163.0
1908,26,17269243.0
1909,1,6835990.0
1909,2,88647362.0
1909,3,14429522.0
1909,4,10912487.0
1909,5,21892657.0
1909,6,27634289.0
1909,7,24786204.0
1909,8,55069600.0
1909,9,40243337.0
1909,10,5993374.0
1909,11,252584149.0
1909,12,79576808.0
1909,13,14679982.0
1909,14,32574113.0
1909,15,11811821.0
1909,16,75816271.0
1909,17,23447846.0
1909,18,294397607.0
1909,19,15507989.0
1909,20,420234307.0
1909,21,52502881.0
1909,22,43214655.0
1909,23,49292444.0
1909,24,5806515.0
1909,25,62685345.0
1909,26,17212687.0
1910,1,7002961.0
1910,2,90169300.0
1910,3,14503032.0
1910,4,12809769.0
1910,5,22361184.0
1910,6,28184809.0
1910,7,25089655.0
1910,8,55348215.0
1910,9,40364898.0
1910,10,6093688.0
1910,11,254069739.0
1910,12,79936919.0
1910,13,14683987.0
1910,14,32879328.0
1910,15,11916889.0
1910,16,76508046.0
1910,17,23566606.0
1910,18,295496971.0
1910,19,15635728.0
1910,20,423527570.0
1910,21,53463146.0
1910,22,43654348.0
1910,23,49880362.0
1910,24,5975063.0
1910,25,63217194.0
1910,26,17182603.0
1911,1,7163537.0
1911,2,91585865.0
1911,3,14546769.0
1911,4,11363273.0
1911,5,22839075.0
1911,6,28699230.0
1911,7,25360172.0
1911,8,55639792.0
1911,9,40150531.0
1911,10,6194530.0
1911,11,255117834.0
1911,12,80139064.0
1911,13,14647858.0
1911,14,33187401.0
1911,15,12022890.0
1911,16,77177895.0
1911,17,23626319.0
1911,18,296313651.0
1911,19,15808857.0
1911,20,427123733.0
1911,21,54215555.0
1911,22,44066741.0
1911,23,50479280.0
1911,24,6023488.0
1911,25,63835184.0
1911,26,17135807.0
1912,1,7317326.0
1912,2,92946603.0
1912,3,14560504.0
1912,4,11549306.0
1912,5,23326514.0
1912,6,29234107.0
1912,7,25599614.0
1912,8,55933571.0
1912,9,40122682.0
1912,10,6295888.0
1912,11,255779915.0
1912,12,80187157.0
1912,13,14571689.0
1912,14,33498360.0
1912,15,12129834.0
1912,16,77882093.0
1912,17,23625710.0
1912,18,296845891.0
1912,19,16028271.0
1912,20,431321772.0
1912,21,54751133.0
1912,22,44500063.0
1912,23,51089380.0
1912,24,6123930.0
1912,25,64546266.0
1912,26,17115249.0
1913,1,7463921.0
1913,2,94231351.0
1913,3,14544007.0
1913,4,11769661.0
1913,5,23823693.0
1913,6,29769989.0
1913,7,25806389.0
1913,8,56239794.0
1913,9,40106812.0
1913,10,6397751.0
1913,11,256033538.0
1913,12,80093077.0
1913,13,14455574.0
1913,14,33812230.0
1913,15,12237729.0
1913,16,78592714.0
1913,17,23563940.0
1913,18,297091925.0
1913,19,16294880.0
1913,20,436014976.0
1913,21,55060201.0
1913,22,44928668.0
1913,23,51710843.0
1913,24,6236535.0
1913,25,65357905.0
1913,26,17106462.0
1914,1,7613451.0
1914,2,95533839.0
1914,3,14527526.0
1914,4,11995305.0
1914,5,24331468.0
1914,6,30317198.0
1914,7,26015074.0
1914,8,56550154.0
1914,9,40091171.0
1914,10,6501260.0
1914,11,256293649.0
1914,12,80007104.0
1914,13,14340384.0
1914,14,34129041.0
1914,15,12346583.0
1914,16,79309818.0
1914,17,23505515.0
1914,18,297338132.0
1914,19,16565939.0
1914,20,440748436.0
1914,21,55376846.0
1914,22,45360993.0
1914,23,52339865.0
1914,24,6351376.0
1914,25,66208142.0
1914,26,17098353.0
1915,1,7765975.0
1915,2,96854312.0
1915,3,14511060.0
1915,4,12226372.0
1915,5,24850065.0
1915,6,30875997.0
1915,7,26225693.0
1915,8,56864688.0
1915,9,40075763.0
1915,10,6606440.0
1915,11,256560274.0
1915,12,79872112.0
1915,13,14226111.0
1915,14,34448819.0
1915,15,12456402.0
1915,16,80033464.0
1915,17,23450386.0
1915,18,297584511.0
1915,19,16841524.0
1915,20,445518950.0
1915,21,55701164.0
1915,22,45799894.0
1915,23,52976538.0
1915,24,6468490.0
1915,25,67099638.0
1915,26,17090932.0
1916,1,7921554.0
1916,2,98193018.0
1916,3,14494609.0
1916,4,12463008.0
1916,5,25379715.0
1916,6,31446650.0
1916,7,26438259.0
1916,8,57183431.0
1916,9,40060581.0
1916,10,6713319.0
1916,11,256833450.0
1916,12,79679979.0
1916,13,14112748.0
1916,14,34771591.0
1916,15,12567199.0
1916,16,80763713.0
1916,17,23398498.0
1916,18,297831063.0
1916,19,17121709.0
1916,20,450334546.0
1916,21,56033252.0
1916,22,46178853.0
1916,23,53620954.0
1916,24,6596728.0
1916,25,68035262.0
1916,26,17084206.0
1917,1,8080249.0
1917,2,99550208.0
1917,3,14478175.0
1917,4,12705356.0
1917,5,25920654.0
1917,6,32029433.0
1917,7,26652799.0
1917,8,57506412.0
1917,9,40045640.0
1917,10,6821924.0
1917,11,257113208.0
1917,12,79467590.0
1917,13,14000287.0
1917,14,35097386.0
1917,15,12678978.0
1917,16,81500621.0
1917,17,23353454.0
1917,18,298077789.0
1917,19,17406573.0
1917,20,455203565.0
1917,21,56373204.0
1917,22,46458369.0
1917,23,54273209.0
1917,24,6709733.0
1917,25,69018086.0
1917,26,17078182.0
1918,1,8245222.0
1918,2,100970120.0
1918,3,14468493.0
1918,4,12944409.0
1918,5,26470416.0
1918,6,32611683.0
1918,7,26873426.0
1918,8,57778077.0
1918,9,40058791.0
1918,10,6927689.0
1918,11,257390217.0
1918,12,79249745.0
1918,13,13891763.0
1918,14,35419462.0
1918,15,12795329.0
1918,16,82252912.0
1918,17,23323753.0
1918,18,298421342.0
1918,19,17686435.0
1918,20,460228055.0
1918,21,56764761.0
1918,22,46817392.0
1918,23,54927094.0
1918,24,6834860.0
1918,25,70146586.0
1918,26,17075481.0
1919,1,8408944.0
1919,2,102419259.0
1919,3,14502107.0
1919,4,13186392.0
1919,5,27027899.0
1919,6,33216421.0
1919,7,27111481.0
1919,8,58169539.0
1919,9,40120820.0
1919,10,7042968.0
1919,11,257921097.0
1919,12,79272048.0
1919,13,13825326.0
1919,14,35744492.0
1919,15,12912747.0
1919,16,83012148.0
1919,17,23402605.0
1919,18,299273541.0
1919,19,17972464.0
1919,20,464614350.0
1919,21,57188796.0
1919,22,47276971.0
1919,23,55611871.0
1919,24,6960855.0
1919,25,71067197.0
1919,26,17127830.0
1920,1,8571309.0
1920,2,103917118.0
1920,3,14579605.0
1920,4,15352638.0
1920,5,27593186.0
1920,6,33865218.0
1920,7,27368942.0
1920,8,58682695.0
1920,9,40405640.0
1920,10,7168076.0
1920,11,258728361.0
1920,12,79631150.0
1920,13,13800950.0
1920,14,36072506.0
1920,15,13031242.0
1920,16,83778389.0
1920,17,23591256.0
1920,18,300639878.0
1920,19,18264787.0
1920,20,468425876.0
1920,21,57646366.0
1920,22,47858833.0
1920,23,56328237.0
1920,24,7156858.0
1920,25,71777734.0
1920,26,17252117.0
1921,1,8732206.0
1921,2,105407425.0
1921,3,14701588.0
1921,4,13709513.0
1921,5,28166360.0
1921,6,34496227.0
1921,7,27640914.0
1921,8,59323189.0
1921,9,40394135.0
1921,10,7303334.0
1921,11,259750130.0
1921,12,80157751.0
1921,13,13818615.0
1921,14,36403528.0
1921,15,13150826.0
1921,16,84551704.0
1921,17,23886760.0
1921,18,302525896.0
1921,19,18563532.0
1921,20,471417665.0
1921,21,58138554.0
1921,22,48435568.0
1921,23,57076902.0
1921,24,7225319.0
1921,25,72275019.0
1921,26,17400640.0
1922,1,8891519.0
1922,2,106947578.0
1922,3,14868662.0
1922,4,13929822.0
1922,5,28747505.0
1922,6,35172787.0
1922,7,27932820.0
1922,8,60081885.0
1922,9,40606774.0
1922,10,7449070.0
1922,11,261051161.0
1922,12,80971610.0
1922,13,13878301.0
1922,14,36737589.0
1922,15,13271504.0
1922,16,85332158.0
1922,17,24291360.0
1922,18,304937193.0
1922,19,18868832.0
1922,20,473833142.0
1922,21,58666475.0
1922,22,49008963.0
1922,23,57858589.0
1922,24,7344971.0
1922,25,72554864.0
1922,26,17622605.0
1923,1,9049130.0
1923,2,108519213.0
1923,3,15081445.0
1923,4,14183420.0
1923,5,29336703.0
1923,6,35874818.0
1923,7,28243212.0
1923,8,60971887.0
1923,9,40870977.0
1923,10,7605625.0
1923,11,262611810.0
1923,12,81960560.0
1923,13,13979991.0
1923,14,37074716.0
1923,15,13393292.0
1923,16,86119814.0
1923,17,24806605.0
1923,18,307879422.0
1923,19,19180818.0
1923,20,475588457.0
1923,21,59231279.0
1923,22,49596381.0
1923,23,58674033.0
1923,24,7475350.0
1923,25,72612007.0
1923,26,17902634.0
1924,1,9209535.0
1924,2,110113945.0
1924,3,15297272.0
1924,4,14442664.0
1924,5,29937978.0
1924,6,36593059.0
1924,7,28557052.0
1924,8,61875172.0
1924,9,41138891.0
1924,10,7765470.0
1924,11,264186454.0
1924,12,82957879.0
1924,13,14082427.0
1924,14,37414935.0
1924,15,13516196.0
1924,16,86914744.0
1924,17,25336716.0
1924,18,310850039.0
1924,19,19497964.0
1924,20,477359280.0
1924,21,59810855.0
1924,22,50192344.0
1924,23,59500970.0
1924,24,7608680.0
1924,25,72704902.0
1924,26,18187195.0
1925,1,9372783.0
1925,2,111732111.0
1925,3,15516188.0
1925,4,14707699.0
1925,5,30551576.0
1925,6,37327910.0
1925,7,28874380.0
1925,8,62791934.0
1925,9,41410578.0
1925,10,7928675.0
1925,11,265775210.0
1925,12,83980780.0
1925,13,14185613.0
1925,14,37758278.0
1925,15,13640229.0
1925,16,87717009.0
1925,17,25881325.0
1925,18,313849318.0
1925,19,19820352.0
1925,20,479130551.0
1925,21,60405509.0
1925,22,50796557.0
1925,23,60339562.0
1925,24,7745000.0
1925,25,72832264.0
1925,26,18476359.0
1926,1,9538925.0
1926,2,113374057.0
1926,3,15738237.0
1926,4,14978669.0
1926,5,31177749.0
1926,6,38079800.0
1926,7,29195233.0
1926,8,63722376.0
1926,9,41686087.0
1926,10,8095309.0
1926,11,267378204.0
1926,12,84998469.0
1926,13,14289555.0
1926,14,38104770.0
1926,15,13765400.0
1926,16,88526681.0
1926,17,26440880.0
1926,18,316877536.0
1926,19,20148071.0
1926,20,480911470.0
1926,21,61015556.0
1926,22,51409902.0
1926,23,61189973.0
1926,24,7930353.0
1926,25,72992889.0
1926,26,18770205.0
1927,1,9708012.0
1927,2,115040131.0
1927,3,15963464.0
1927,4,15255737.0
1927,5,31816757.0
1927,6,38849156.0
1927,7,29519652.0
1927,8,64666698.0
1927,9,41965482.0
1927,10,8265446.0
1927,11,268995565.0
1927,12,86010170.0
1927,13,14394259.0
1927,14,38454443.0
1927,15,13891720.0
1927,16,89343825.0
1927,17,27015842.0
1927,18,319934973.0
1927,19,20481211.0
1927,20,482859223.0
1927,21,61641318.0
1927,22,52031792.0
1927,23,62052369.0
1927,24,8026779.0
1927,25,73185642.0
1927,26,19068809.0
1928,1,9880096.0
1928,2,116730690.0
1928,3,16191914.0
1928,4,15539043.0
1928,5,32468862.0
1928,6,39636423.0
1928,7,29847677.0
1928,8,65625118.0
1928,9,42248820.0
1928,10,8439158.0
1928,11,270627415.0
1928,12,87036098.0
1928,13,14499730.0
1928,14,38807325.0
1928,15,14019200.0
1928,16,90168511.0
1928,17,27606696.0
1928,18,323021910.0
1928,19,20819858.0
1928,20,484516436.0
1928,21,62283121.0
1928,22,52663109.0
1928,23,62926919.0
1928,24,8172325.0
1928,25,73409467.0
1928,26,19372252.0
1929,1,10041248.0
1929,2,118261782.0
1929,3,16433663.0
1929,4,15827531.0
1929,5,33134257.0
1929,6,40408576.0
1929,7,30207382.0
1929,8,66584150.0
1929,9,42529200.0
1929,10,8615057.0
1929,11,272260733.0
1929,12,87998418.0
1929,13,14637000.0
1929,14,39163443.0
1929,15,14147848.0
1929,16,91000811.0
1929,17,28164162.0
1929,18,326429031.0
1929,19,21151424.0
1929,20,486582244.0
1929,21,62998662.0
1929,22,53308616.0
1929,23,63798063.0
1929,24,8303514.0
1929,25,73824901.0
1929,26,19676717.0
1930,1,10191122.0
1930,2,119653245.0
1930,3,16689077.0
1930,4,18289285.0
1930,5,33813213.0
1930,6,41187331.0
1930,7,30603025.0
1930,8,67543611.0
1930,9,43001903.0
1930,10,8793161.0
1930,11,273919500.0
1930,12,88900703.0
1930,13,14806857.0
1930,14,39522832.0
1930,15,14277677.0
1930,16,91840792.0
1930,17,28686536.0
1930,18,330163509.0
1930,19,21475644.0
1930,20,488892366.0
1930,21,63788453.0
1930,22,54015000.0
1930,23,64665549.0
1930,24,8492402.0
1930,25,74429753.0
1930,26,20000336.0
1931,1,10329362.0
1931,2,120830953.0
1931,3,16958527.0
1931,4,16447911.0
1931,5,34506006.0
1931,6,41902638.0
1931,7,31025120.0
1931,8,68507528.0
1931,9,43080495.0
1931,10,8973484.0
1931,11,275531216.0
1931,12,89744494.0
1931,13,15010104.0
1931,14,39885517.0
1931,15,14408698.0
1931,16,92688528.0
1931,17,29173707.0
1931,18,334232641.0
1931,19,21792247.0
1931,20,491458922.0
1931,21,64653014.0
1931,22,54780225.0
1931,23,65529121.0
1931,24,8561507.0
1931,25,75222118.0
1931,26,20288564.0
1932,1,10455609.0
1932,2,121861566.0
1932,3,17242393.0
1932,4,16723699.0
1932,5,35212919.0
1932,6,42621973.0
1932,7,31484836.0
1932,8,69463106.0
1932,9,43351112.0
1932,10,9156043.0
1932,11,277168104.0
1932,12,90518311.0
1932,13,15247560.0
1932,14,40251531.0
1932,15,14540921.0
1932,16,93544089.0
1932,17,29627710.0
1932,18,338643856.0
1932,19,22100953.0
1932,20,494265415.0
1932,21,65592879.0
1932,22,55604618.0
1932,23,66388515.0
1932,24,8607611.0
1932,25,76200371.0
1932,26,20595867.0
1933,1,10569491.0
1933,2,122717780.0
1933,3,17541066.0
1933,4,17032485.0
1933,5,35934239.0
1933,6,43321034.0
1933,7,31979607.0
1933,8,70422757.0
1933,9,43618181.0
1933,10,9340853.0
1933,11,278805893.0
1933,12,91219646.0
1933,13,15520060.0
1933,14,40620902.0
1933,15,14674358.0
1933,16,94407547.0
1933,17,30046876.0
1933,18,343404711.0
1933,19,22401478.0
1933,20,497318841.0
1933,21,66608583.0
1933,22,56444780.0
1933,23,67243463.0
1933,24,8677959.0
1933,25,77363159.0
1933,26,20904032.0
1934,1,10684614.0
1934,2,123580010.0
1934,3,17844913.0
1934,4,17347414.0
1934,5,36670335.0
1934,6,44031886.0
1934,7,32482279.0
1934,8,71395777.0
1934,9,43888498.0
1934,10,9529394.0
1934,11,280457604.0
1934,12,91922019.0
1934,13,15797430.0
1934,14,40993665.0
1934,15,14809018.0
1934,16,95278975.0
1934,17,30481404.0
1934,18,348232496.0
1934,19,22706212.0
1934,20,500376893.0
1934,21,67643329.0
1934,22,57298952.0
1934,23,68109421.0
1934,24,8749680.0
1934,25,78547851.0
1934,26,21216912.0
1935,1,10800991.0
1935,2,124448298.0
1935,3,18154022.0
1935,4,17668622.0
1935,5,37421510.0
1935,6,44754732.0
1935,7,32992982.0
1935,8,72382353.0
1935,9,44162112.0
1935,10,9721741.0
1935,11,282123354.0
1935,12,92623529.0
1935,13,16079757.0
1935,14,41369847.0
1935,15,14944916.0
1935,16,96158446.0
1935,17,30921066.0
1935,18,353128154.0
1935,19,23015215.0
1935,20,503452513.0
1935,21,68697500.0
1935,22,58168979.0
1935,23,68986531.0
1935,24,8822737.0
1935,25,79754862.0
1935,26,21534580.0
1936,1,10918635.0
1936,2,125322686.0
1936,3,18468486.0
1936,4,17996241.0
1936,5,38188072.0
1936,6,45489783.0
1936,7,33511847.0
1936,8,73382678.0
1936,9,44439070.0
1936,10,9917969.0
