,time,BEV,FCV,HEV,ICE,PHEV,Trolley
Regular Buses,1913,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1914,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1915,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1916,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1917,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1918,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1919,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1920,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1921,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1922,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1923,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1924,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1925,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1926,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1927,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1928,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1929,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1930,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1931,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1932,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1933,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1934,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1935,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1936,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1937,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1938,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1939,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1940,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1941,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1942,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1943,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1944,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1945,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1946,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1947,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1948,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1949,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1950,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1951,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1952,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1953,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1954,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1955,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1956,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1957,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1958,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1959,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1960,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1961,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1962,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1963,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1964,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1965,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1966,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1967,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1968,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1969,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1970,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1971,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1972,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1973,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1974,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1975,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1976,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1977,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1978,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1979,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1980,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1981,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1982,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1983,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1984,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1985,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1986,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1987,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1988,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1989,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1990,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1991,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1992,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1993,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1994,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1995,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1996,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1997,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1998,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,1999,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2000,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2001,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2002,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2003,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2004,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2005,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2006,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2007,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2008,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2009,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2010,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2011,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2012,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2013,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2014,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2015,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2016,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2017,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2018,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2019,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2020,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2021,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2022,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2023,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2024,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2025,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2026,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2027,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2028,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2029,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2030,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2031,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2032,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2033,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2034,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2035,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2036,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2037,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2038,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2039,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2040,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2041,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2042,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2043,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2044,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2045,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2046,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2047,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2048,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2049,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2050,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2051,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2052,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2053,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2054,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2055,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2056,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2057,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2058,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2059,0.0,0.0,0.0,0.0,0.0,0.0
Regular Buses,2060,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1807,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1808,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1809,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1810,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1811,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1812,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1813,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1814,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1815,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1816,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1817,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1818,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1819,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1820,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1821,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1822,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1823,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1824,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1825,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1826,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1827,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1828,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1829,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1830,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1831,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1832,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1833,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1834,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1835,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1836,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1837,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1838,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1839,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1840,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1841,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1842,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1843,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1844,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1845,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1846,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1847,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1848,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1849,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1850,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1851,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1852,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1853,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1854,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1855,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1856,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1857,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1858,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1859,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1860,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1861,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1862,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1863,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1864,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1865,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1866,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1867,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1868,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1869,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1870,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1871,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1872,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1873,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1874,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1875,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1876,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1877,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1878,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1879,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1880,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1881,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1882,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1883,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1884,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1885,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1886,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1887,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1888,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1889,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1890,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1891,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1892,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1893,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1894,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1895,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1896,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1897,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1898,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1899,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1900,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1901,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1902,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1903,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1904,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1905,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1906,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1907,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1908,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1909,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1910,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1911,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1912,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1913,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1914,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1915,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1916,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1917,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1918,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1919,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1920,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1921,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1922,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1923,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1924,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1925,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1926,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1927,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1928,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1929,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1930,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1931,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1932,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1933,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1934,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1935,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1936,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1937,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1938,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1939,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1940,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1941,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1942,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1943,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1944,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1945,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1946,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1947,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1948,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1949,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1950,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1951,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1952,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1953,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1954,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1955,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1956,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1957,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1958,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1959,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1960,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1961,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1962,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1963,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1964,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1965,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1966,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1967,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1968,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1969,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1970,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1971,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1972,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1973,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1974,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1975,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1976,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1977,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1978,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1979,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1980,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1981,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1982,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1983,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1984,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1985,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1986,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1987,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1988,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1989,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1990,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1991,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1992,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1993,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1994,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1995,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1996,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1997,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1998,0.0,0.0,0.0,0.0,0.0,0.0
Cars,1999,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2000,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2001,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2002,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2003,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2004,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2005,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2006,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2007,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2008,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2009,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2010,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2011,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2012,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2013,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2014,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2015,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2016,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2017,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2018,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2019,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2020,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2021,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2022,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2023,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2024,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2025,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2026,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2027,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2028,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2029,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2030,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2031,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2032,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2033,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2034,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2035,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2036,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2037,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2038,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2039,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2040,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2041,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2042,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2043,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2044,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2045,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2046,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2047,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2048,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2049,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2050,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2051,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2052,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2053,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2054,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2055,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2056,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2057,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2058,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2059,0.0,0.0,0.0,0.0,0.0,0.0
Cars,2060,0.0,0.0,0.0,0.0,0.0,0.0
