,wt%,BEV,FCV,HEV,ICE,PHEV,Trolley
MFT,2027,0.0,0.0,30742108.905568354,0.0,260366004.46296978,0.0
MFT,2028,0.0,0.0,34413495.258614145,0.0,296482827.5137657,0.0
MFT,2029,0.0,0.0,38138400.48910869,0.0,333608549.12613016,0.0
MFT,2030,0.0,0.0,41974047.448363714,0.0,371400236.6892026,0.0
MFT,2031,0.0,0.0,45932388.4707695,0.0,410686981.1181503,0.0
MFT,2032,0.0,0.0,49788323.04549815,0.0,450207282.4845457,0.0
MFT,2033,0.0,0.0,53553542.17295253,0.0,490404653.651838,0.0
MFT,2034,0.0,0.0,57239814.095354654,0.0,530327461.7495474,0.0
MFT,2035,0.0,0.0,60737919.31640136,0.0,572722266.4738201,0.0
MFT,2036,0.0,0.0,63911925.40921936,0.0,614362626.5083871,0.0
MFT,2037,0.0,0.0,67057375.11414988,0.0,660959472.1190205,0.0
MFT,2038,0.0,0.0,70292087.994714,0.0,711482998.6475214,0.0
MFT,2039,0.0,0.0,73357965.91058983,0.0,767434360.281262,0.0
MFT,2040,0.0,0.0,76125204.19870079,0.0,828440242.5822119,0.0
MFT,2041,0.0,0.0,78417623.8289999,0.0,884818345.868234,0.0
MFT,2042,0.0,0.0,80517290.49799617,0.0,939848911.7983439,0.0
MFT,2043,0.0,0.0,82410244.52190925,0.0,993153394.7612361,0.0
MFT,2044,0.0,0.0,84087376.01738623,0.0,1044300141.5397704,0.0
MFT,2045,0.0,0.0,85477779.77152935,0.0,1093694951.6627276,0.0
MFT,2046,0.0,0.0,86546982.03901751,0.0,1137879674.1494436,0.0
MFT,2047,0.0,0.0,87475507.37160325,0.0,1179249727.4585178,0.0
MFT,2048,0.0,0.0,88345097.4778148,0.0,1217631683.9617777,0.0
MFT,2049,0.0,0.0,89148877.67489414,0.0,1253521278.60123,0.0
MFT,2050,0.0,0.0,89917186.49875323,0.0,1287101312.5067,0.0
MFT,2051,0.0,0.0,90414734.27985154,0.0,1314225848.6290338,0.0
MFT,2052,0.0,0.0,90937686.51243311,0.0,1338919341.2765129,0.0
MFT,2053,0.0,0.0,91342984.98809911,0.0,1362719688.353746,0.0
MFT,2054,0.0,0.0,91798921.42432386,0.0,1384999269.707984,0.0
MFT,2055,0.0,0.0,92217680.20240808,0.0,1406868380.1067955,0.0
MFT,2056,0.0,0.0,92497825.26930456,0.0,1427423990.0358505,0.0
MFT,2057,0.0,0.0,92727289.80822887,0.0,1448255173.1429615,0.0
MFT,2058,0.0,0.0,92882592.55343026,0.0,1469489387.6252406,0.0
MFT,2059,0.0,0.0,92984277.32285242,0.0,1491095002.4703946,0.0
MFT,2060,0.0,0.0,93016138.670972,0.0,1513207462.5338504,0.0
HFT,1971,0.0,0.0,17.60521587259143,0.0,2.12925889488255,0.0
HFT,1972,0.0,0.0,87.50877579801777,0.0,6.197520239745754,0.0
HFT,1973,0.0,0.0,178.1714491680037,0.0,12.48367691990467,0.0
