,wt%,BEV,FCV,HEV,ICE,PHEV,Trolley
HFT,1994,0.0,0.0,2838.788633422225,0.0,254.32492030404896,0.0
HFT,1995,0.0,0.0,3015.859866889179,0.0,277.89285606205095,0.0
HFT,1996,0.0,0.0,3060.562111008308,0.0,285.2987435352121,0.0
HFT,1997,0.0,0.0,3178.9586511912203,0.0,305.9506262238217,0.0
HFT,1998,0.0,0.0,3273.6840737488114,0.0,334.2577064434131,0.0
HFT,1999,0.0,0.0,3124.2254879376233,0.0,309.62388119538355,0.0
HFT,2000,0.0,0.0,3034.1822798129133,0.0,292.20134854202803,0.0
HFT,2001,0.0,0.0,2790.929872792844,0.0,261.91849458243973,0.0
HFT,2002,0.0,0.0,2663.942090041697,0.0,251.475734027298,0.0
HFT,2003,0.0,0.0,2633.2137711983028,0.0,257.6696910694966,0.0
HFT,2004,0.0,0.0,2715.714111524337,0.0,273.852499286279,0.0
HFT,2005,0.0,0.0,2787.9933436736046,0.0,289.10136847806916,0.0
HFT,2006,0.0,0.0,2920.5268404593116,0.0,308.0014960814164,0.0
HFT,2007,0.0,0.0,3058.380941068849,0.0,326.6026379865926,0.0
HFT,2008,0.0,0.0,3224.3109129321106,0.0,353.7430124517054,0.0
HFT,2009,0.0,0.0,3309.7120935211847,0.0,370.7332304404614,0.0
HFT,2010,0.0,0.0,4113.8978234251035,0.0,486.48643548494204,0.0
HFT,2011,0.0,0.0,6444.223221378794,0.0,951.3247538801834,0.0
HFT,2012,0.0,0.0,14932.158966125255,0.0,3727.758325590354,0.0
HFT,2013,0.0,0.0,57094.646315975966,0.0,31991.507550798404,0.0
HFT,2014,0.0,0.0,314689.002604974,0.0,491889.1496430245,0.0
HFT,2015,0.0,0.0,2731935.9747619266,0.0,15424416.163966866,0.0
HFT,2016,0.0,0.0,3313946.0392013825,0.0,18806423.58190837,0.0
HFT,2017,0.0,0.0,4048382.896943075,0.0,22914292.789753597,0.0
HFT,2018,0.0,0.0,4882499.365168567,0.0,27571549.58463232,0.0
HFT,2019,0.0,0.0,5780371.910108664,0.0,32680021.983366087,0.0
HFT,2020,0.0,0.0,5921070.941435079,0.0,33532871.807731796,0.0
HFT,2021,0.0,0.0,14174017.323106335,0.0,51245733.60710234,0.0
HFT,2022,0.0,0.0,18943533.98441324,0.0,90447947.75604738,0.0
HFT,2023,0.0,0.0,24380812.005655635,0.0,137345019.93126652,0.0
HFT,2024,0.0,0.0,29717054.41537353,0.0,194203175.15593207,0.0
HFT,2025,0.0,0.0,33954111.473952785,0.0,270698615.4983546,0.0
HFT,2026,0.0,0.0,37263135.7642299,0.0,358615202.87117666,0.0
HFT,2027,0.0,0.0,42081272.022780366,0.0,451880442.16503036,0.0
HFT,2028,0.0,0.0,46045354.07663798,0.0,532882560.05517447,0.0
HFT,2029,0.0,0.0,50269229.728475854,0.0,619819470.206762,0.0
HFT,2030,0.0,0.0,54758398.01500423,0.0,705870998.0997099,0.0
HFT,2031,0.0,0.0,59945057.65628601,0.0,787174157.0651605,0.0
HFT,2032,0.0,0.0,65449621.580198124,0.0,865245264.1789589,0.0
HFT,2033,0.0,0.0,72260212.94337226,0.0,926178041.7836176,0.0
HFT,2034,0.0,0.0,78667871.102494,0.0,973277691.3849244,0.0
HFT,2035,0.0,0.0,85116529.61060444,0.0,1019118702.6065892,0.0
HFT,2036,0.0,0.0,91175730.29177979,0.0,1062324470.4266219,0.0
HFT,2037,0.0,0.0,97469869.29863219,0.0,1107929257.482748,0.0
HFT,2038,0.0,0.0,103475891.94911516,0.0,1162280104.2403934,0.0
HFT,2039,0.0,0.0,109115639.61489776,0.0,1225245044.443274,0.0
HFT,2040,0.0,0.0,113989143.09291701,0.0,1298938415.8906717,0.0
HFT,2041,0.0,0.0,117644202.21084559,0.0,1369520474.1175966,0.0
HFT,2042,0.0,0.0,120386432.20293716,0.0,1443900282.887869,0.0
HFT,2043,0.0,0.0,122553967.22147211,0.0,1518226296.855326,0.0
HFT,2044,0.0,0.0,123930523.43016429,0.0,1593053873.2923667,0.0
HFT,2045,0.0,0.0,124642604.75656813,0.0,1666970304.837403,0.0
HFT,2046,0.0,0.0,124422554.11348927,0.0,1736997119.1232505,0.0
HFT,2047,0.0,0.0,123787055.29343952,0.0,1804714935.7007217,0.0
HFT,2048,0.0,0.0,122864257.60014616,0.0,1869420028.8827024,0.0
HFT,2049,0.0,0.0,121786379.04306838,0.0,1929490928.0309668,0.0
HFT,2050,0.0,0.0,120590887.38247593,0.0,1985388667.9344819,0.0
HFT,2051,0.0,0.0,119048697.20821342,0.0,2030954916.6108966,0.0
HFT,2052,0.0,0.0,117462426.20625725,0.0,2072641563.70553,0.0
HFT,2053,0.0,0.0,115853641.21857253,0.0,2111212139.7047381,0.0
HFT,2054,0.0,0.0,114084594.97822441,0.0,2148242835.966684,0.0
HFT,2055,0.0,0.0,112331266.34276937,0.0,2183920058.328095,0.0
HFT,2056,0.0,0.0,110362946.82355496,0.0,2217621895.3629003,0.0
HFT,2057,0.0,0.0,108227064.97772813,0.0,2251695400.0628314,0.0
HFT,2058,0.0,0.0,106137028.73833202,0.0,2285636181.5673614,0.0
HFT,2059,0.0,0.0,103906459.49150026,0.0,2320251204.4888105,0.0
