model,scenario,region,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Grid|Non-Ferrous Metals|Copper,Mt/yr,0.4477501139676897,0.3914719532316675,0.3700596214984299,0.5723219018150553,0.41063832339336953,0.5324129074808882,0.5764763401498582,0.6254613437383342,0.588260823979917,0.6568285827980086,0.8348657528444986,0.9131916720378409
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Grid|Glass,Mt/yr,0.018778501811756193,0.01822935572783476,0.016543379525657216,0.02565674754452348,0.017321163867614283,0.02129509894693433,0.022810024063939213,0.025704064428587844,0.02329341485711313,0.02570877390090185,0.03204565802068566,0.033752981436152116
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Storage|Steel,Mt/yr,0.007271741629612055,0.0025437546647676746,0.004853360148610262,0.010887302535151322,0.03813093692516208,0.1473523299895018,0.06780700758919755,0.04160225860015543,0.033392295001822246,0.03282481694735507,0.11209751421377773,0.11525704356866416
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Storage|Concrete,Mt/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Storage|Non-Ferrous Metals|Aluminium,Mt/yr,2.4740626522218898e-05,8.65460949119642e-06,1.6512573868908618e-05,3.70418394349575e-05,0.00012973278169923824,0.0005013364265588632,0.00023069959520042834,0.00014154324987508237,0.00011361051333226723,0.00011167978431021906,0.00038138906392637693,0.00039213872195010445
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Storage|Non-Ferrous Metals|Copper,Mt/yr,0.00016668208957481192,5.830767434895385e-05,0.00011124820603295228,0.00024955759277835957,0.0008740332877407872,0.003377594463250714,0.0015542650287185128,0.0009536025546160042,0.00076541464068756,0.0007524069689736403,0.002569487319132306,0.00264190971554981
IMAGE,SSP2_CP,North America,Material Demand|Electricity|Storage|Glass,Mt/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAGE,SSP2_CP,North America,Stock Retirement|Transportation|Vehicles|Road|Passenger Cars,thousand/yr,14735.26554521255,15657.930166755932,16090.344441688376,16638.366416054163,16714.026338035997,17323.35436216632,18351.1373179703,19975.16170267669,21651.8853604598,22634.095488496336,23161.580595657895,23480.304715705483
IMAGE,SSP2_CP,North America,Stock Retirement|Transportation|Vehicles|Road|Buses,thousand/yr,21.947259236277333,21.604657489911414,20.720978622138603,22.820237800323852,24.904858653102774,27.765408046566282,33.124720314003554,37.29686318049049,39.52304334852368,41.62334599080701,43.94589598285548,46.64706631984145
IMAGE,SSP2_CP,North America,Stock Retirement|Transportation|Vehicles|Road|Bicycles,thousand/yr,1261.474932563368,593.2025572809295,1101.3758226170505,1459.8687029657347,1756.0863275756415,2015.8654372977792,2306.338525998287,2224.7684325565406,2270.9807791161393,2294.0573380379615,2537.405121169823,2691.55540429615
IMAGE,SSP2_CP,North America,Stock Retirement|Transportation|Vehicles|Road|Trucks,thousand/yr,1347.7358767589342,1450.35989167947,1523.9993967530565,1760.8465920320018,2107.4506202814264,2245.73839201035,2061.697600870559,2337.2798240765096,2911.7906498719894,2913.024390974215,2819.690075868467,3149.705794805551
IMAGE,SSP2_CP,North America,Stock Retirement|Transportation|Vehicles|Rail|Trains,thousand/yr,0.027089803960947657,0.030048703340987616,0.032460252617323715,0.03371518302376988,0.03326422561430882,0.031156942085210255,0.028954876693583417,0.029306481220076418,0.03367406255970868,0.040712428131508695,0.04741196690959492,0.051328541015709765
IMAGE,SSP2_CP,North America,Stock Retirement|Transportation|Vehicles|Rail|Cargo,thousand/yr,0.40046201627273986,0.4304067655050273,0.45215941003802923,0.4670732595079889,0.48438837242544575,0.5125804579988832,0.5522886155743104,0.6000229024845669,0.6567669951668262,0.7293887556418946,0.8227740073421661,0.9179007570444062
IMAGE,SSP2_CP,North America,Stock Retirement|Transportation|Air|Planes,thousand/yr,0.12841278063727982,0.15073841464994758,0.17507484096717052,0.19978047690696493,0.2160948119457721,0.23433301277584748,0.2650201480794446,0.3018557717996885,0.3405452013070985,0.3690649301072847,0.3902441558861754,0.4150490490807373
IMAGE,SSP2_CP,North America,Stock Retirement|Transportation|Air|Cargo,thousand/yr,0.03215620244808686,0.03898813530136491,0.045752385618645426,0.04956599396056019,0.04942145456719412,0.05248419083015821,0.06623187784214113,0.08302269630833074,0.08960995387167968,0.08808028968603068,0.09010086756381307,0.09684910333116138
IMAGE,SSP2_CP,North America,Stock Retirement|Transportation|Ships,thousand/yr,1.2695679567360774,1.3030539608104394,1.3621771721816747,1.4248193894195027,1.4272917439876835,1.3474004177327967,1.2478318017692296,1.214925912971717,1.260647145231594,1.324801755506566,1.365585020487464,1.3874236799049633
IMAGE,SSP2_CP,North America,Stock Retirement|Buildings|Residential|Single-Family Houses,m^2/yr,69717595.04137146,92401156.0287489,86401696.60482109,102613550.41326845,113762185.36444336,129796435.08451805,147017537.14841884,164921102.29386193,182830951.0664796,199969040.89071482,215529712.89958304,227414258.99232385
IMAGE,SSP2_CP,North America,Stock Retirement|Buildings|Residential|Multi-Family Houses,m^2/yr,12914336.301145017,15245545.129647087,16890159.45695516,19534641.001271144,22179217.451735787,25234900.8718009,28559370.939020455,32104797.5628654,35787212.10029657,39502400.82774262,43131633.97651838,46167474.06871113
IMAGE,SSP2_CP,North America,Stock Retirement|Buildings|Residential|Residential Towers,m^2/yr,8889476.777436234,10303926.860482967,11789403.39725817,13633222.434919173,15658176.153466754,17939336.156374905,20446648.01411823,23144171.149293777,25969150.01469769,28841649.76850161,31669264.291072078,34051102.0262524
IMAGE,SSP2_CP,North America,Stock Retirement|Buildings|Commercial|Retail,m^2/yr,28628603.984850913,41517766.838188104,36541283.40933172,47196766.24101092,44815708.37330084,49042824.77494575,53260140.24711406,57241314.83214045,60990321.76677984,64470117.96611753,67702577.52395722,70399855.33482838
IMAGE,SSP2_CP,North America,Stock Retirement|Buildings|Commercial|Hotels,m^2/yr,9996025.65782645,13611710.379888166,12438414.340092175,15772360.322172254,15055313.272160666,16431918.05127887,17839269.491725203,19196538.704452492,20505210.09188901,21746602.934372146,22922355.91990967,23921235.24832985
IMAGE,SSP2_CP,North America,Stock Retirement|Buildings|Commercial|Offices,m^2/yr,19691338.36504593,23174678.216756716,24312958.642066505,27294568.932860907,28725715.46257593,30830700.425588068,32872501.201868124,34772345.2291885,36530857.38795446,38145275.488284685,39637937.13326384,40878516.12382442
IMAGE,SSP2_CP,North America,Stock Retirement|Buildings|Commercial|Public Buildings,m^2/yr,52641391.701414,57202315.42015543,61262559.37936225,65478286.9241939,69474947.08153568,73444002.54906979,77321101.57034571,80993156.07589695,84453546.25417484,87696056.98128703,90760594.86965054,93358073.51135686
IMAGE,SSP2_CP,North America,Total Scrap|Transportation|Vehicles|Road|Passenger Cars|Steel,Mt/yr,13.128582153652687,13.950719792328774,14.338037781475654,14.839167996481526,14.910711828525889,15.395466633476069,16.20656395828321,17.61314052731474,19.151078989451193,20.0902809148786,20.571544746149392,20.817424949486536
IMAGE,SSP2_CP,North America,Total Scrap|Transportation|Vehicles|Road|Steel,Mt/yr,20.041536180366354,20.969255831738852,22.074503415227444,23.985141981869468,25.517869425118306,25.882884819923866,26.358310555205676,30.54817593764588,32.76324464937201,34.46707975215399,35.05749388851108,36.106612872522206
IMAGE,SSP2_CP,North America,Total Scrap|Transportation|Vehicles|Rail|Steel,Mt/yr,0.6715282728389786,0.7218873162590465,0.7585266934377624,0.7836654632630095,0.8127609487399475,0.860137655446195,0.9271431520187121,1.008120465205639,1.1046289212683633,1.2279223523086273,1.3860002331469214,1.54681090709693
IMAGE,SSP2_CP,North America,Total Scrap|Transportation|Air|Steel,Mt/yr,0.000977253127295794,0.001157864108945422,0.001348850530272397,0.0015163973711724557,0.0016040673082706085,0.0017298882800473158,0.00201572567958774,0.002361323349983239,0.0026290100798710796,0.002771254191763367,0.0029041148737866188,0.0030975164032319806
IMAGE,SSP2_CP,North America,Total Scrap|Transportation|Ships|Steel,Mt/yr,0.9836261744100518,0.9954259003615207,1.0763368722769318,1.1808759112318876,1.196720113275609,1.1088092998481518,1.029744427327568,1.077545274129739,1.2178243102308146,1.3137288312000668,1.3148458181066576,1.2867391489928661
IMAGE,SSP2_CP,North America,Total Scrap|Transportation|Vehicles|Road|Passenger Cars|Non-Ferrous Metals|Aluminium,Mt/yr,2.0090575379771756,2.134642501101996,2.1987282381727873,2.309634037279917,2.414490410942089,2.7623929367081024,3.212851249146516,3.570168033035614,3.7274128527211454,3.741876819378788,3.8364674755619896,4.0162732404054715
